"","GO.ID","Term","Annotated","Significant","Expected","Rank in classicFisher","classicFisher","weightFisher","bh_adjust","bh_adjust_weight","ParentTerm","N_in_Parent"
"1","GO:0061077","chaperone-mediated protein folding",58,24,10.31,12,2.1e-05,0.00032,0.01505525,0.886309069767442,"chaperone-mediated protein folding",3
"2","GO:0002224","toll-like receptor signaling pathway",68,22,12.09,86,0.00255,0.00039,0.2486267,0.886309069767442,"toll-like receptor signaling pathway",4
"3","GO:0034976","response to endoplasmic reticulum stress",249,61,44.28,123,0.00419,7e-04,0.264801560283688,0.886309069767442,"response to endoplasmic reticulum stress",4
"4","GO:0061014","positive regulation of mRNA catabolic pr...",96,23,17.07,767,0.07614,9e-04,0.852906796875,0.886309069767442,"positive regulation of mRNA catabolic process",11
"5","GO:0035864","response to potassium ion",24,8,4.27,561,0.04954,0.001,0.746441165217391,0.886309069767442,"response to potassium ion",8
"6","GO:1900026","positive regulation of substrate adhesio...",17,9,3.02,50,0.00107,0.00107,0.18049431372549,0.886309069767442,"positive regulation of substrate adhesion-dependent cell spreading",2
"7","GO:0022900","electron transport chain",130,29,23.12,948,0.10865,0.00132,0.940318460812087,0.886309069767442,"electron transport chain",3
"8","GO:0050778","positive regulation of immune response",311,69,55.3,365,0.02531,0.00155,0.590938689839572,0.886309069767442,"toll-like receptor signaling pathway",4
"9","GO:0006559","L-phenylalanine catabolic process",18,9,3.2,65,0.0018,0.0018,0.217280897435897,0.886309069767442,"L-phenylalanine catabolic process",18
"10","GO:0045026","plasma membrane fusion",12,7,2.13,68,0.00191,0.00191,0.217280897435897,0.886309069767442,"plasma membrane fusion",1
"11","GO:1900034","regulation of cellular response to heat",43,16,7.65,75,0.00195,0.00195,0.217280897435897,0.886309069767442,"regulation of cellular response to heat",4
"12","GO:0006997","nucleus organization",128,23,22.76,3523,0.51441,0.00197,1,0.886309069767442,"nucleus organization",5
"13","GO:0006103","2-oxoglutarate metabolic process",25,11,4.45,81,0.0021,0.0021,0.220320731707317,0.886309069767442,"L-phenylalanine catabolic process",18
"14","GO:0032728","positive regulation of interferon-beta p...",22,10,3.91,85,0.00248,0.00248,0.2486267,0.886309069767442,"positive regulation of interferon-beta production",2
"15","GO:0002084","protein depalmitoylation",7,5,1.24,89,0.0027,0.0027,0.2486267,0.886309069767442,"protein depalmitoylation",3
"16","GO:0007140","male meiotic nuclear division",110,25,19.56,958,0.10961,0.0031,0.940318460812087,0.886309069767442,"nucleus organization",5
"17","GO:0008611","ether lipid biosynthetic process",10,6,1.78,108,0.00342,0.00342,0.25809,0.886309069767442,"ether lipid biosynthetic process",4
"18","GO:0006418","tRNA aminoacylation for protein translat...",28,13,4.98,27,0.00044,0.00366,0.13519,0.886309069767442,"tRNA aminoacylation for protein translation",4
"19","GO:0006487","protein N-linked glycosylation",78,21,13.87,391,0.02869,0.00384,0.629722131979696,0.886309069767442,"protein N-linked glycosylation",3
"20","GO:2000427","positive regulation of apoptotic cell cl...",18,7,3.2,385,0.02861,0.00427,0.629722131979696,0.886309069767442,"positive regulation of apoptotic cell clearance",3
"21","GO:0032984","protein-containing complex disassembly",244,47,43.39,2215,0.29416,0.00427,1,0.886309069767442,"protein-containing complex disassembly",3
"22","GO:0070813","hydrogen sulfide metabolic process",5,4,0.89,131,0.00427,0.00427,0.264801560283688,0.886309069767442,"hydrogen sulfide metabolic process",7
"23","GO:0043603","amide metabolic process",873,188,155.23,60,0.00155,0.00432,0.217280897435897,0.886309069767442,"amide metabolic process",2
"24","GO:0042572","retinol metabolic process",27,11,4.8,139,0.00434,0.00434,0.264801560283688,0.886309069767442,"retinol metabolic process",4
"25","GO:0042430","indole-containing compound metabolic pro...",31,8,5.51,1368,0.17249,0.00561,1,0.988590350877193,"indole-containing compound metabolic process",1
"26","GO:0019751","polyol metabolic process",104,17,18.49,4714,0.68919,0.00566,1,0.988590350877193,"polyol metabolic process",4
"27","GO:0044272","sulfur compound biosynthetic process",170,40,30.23,414,0.03337,0.00581,0.693435048309179,0.988590350877193,"hydrogen sulfide metabolic process",7
"28","GO:0006403","RNA localization",248,51,44.1,1172,0.14074,0.00608,1,0.988590350877193,"RNA localization",2
"29","GO:0051257","meiotic spindle midzone assembly",8,5,1.42,169,0.00614,0.00614,0.302995769230769,0.988590350877193,"nucleus organization",5
"30","GO:0006555","methionine metabolic process",25,11,4.45,82,0.0021,0.00634,0.220320731707317,0.988590350877193,"L-phenylalanine catabolic process",18
"31","GO:0051923","sulfation",17,8,3.02,151,0.00521,0.00638,0.293514117647059,0.988590350877193,"hydrogen sulfide metabolic process",7
"32","GO:0034162","toll-like receptor 9 signaling pathway",11,6,1.96,178,0.0064,0.0064,0.302995769230769,0.988590350877193,"toll-like receptor signaling pathway",4
"33","GO:0042149","cellular response to glucose starvation",32,12,5.69,183,0.00648,0.00648,0.303972666666667,0.988590350877193,"cellular response to glucose starvation",5
