"","GO.ID","Term","Annotated","Significant","Expected","Rank in classicFisher","classicFisher","weightFisher","bh_adjust","bh_adjust_weight","ParentTerm","N_in_Parent"
"1","GO:0009314","response to radiation",483,48,37.75,328,0.04785,2.8e-05,1,0.103236,"response to radiation",1
"2","GO:0042592","homeostatic process",1280,107,100.04,1312,0.231,3.6e-05,1,0.103236,"homeostatic process",2
"3","GO:0009226","nucleotide-sugar biosynthetic process",23,7,1.8,26,0.00139,5.3e-05,0.427183448275862,0.11398975,"nucleotide-sugar biosynthetic process",6
"4","GO:0006559","L-phenylalanine catabolic process",18,7,1.41,9,0.00026,0.00026,0.192302352941176,0.31954,"L-phenylalanine catabolic process",7
"5","GO:0018108","peptidyl-tyrosine phosphorylation",209,24,16.33,263,0.03602,0.00076,1,0.653828,"peptidyl-tyrosine phosphorylation",2
"6","GO:0019673","GDP-mannose metabolic process",7,4,0.55,22,0.00107,0.00107,0.40022652173913,0.767100833333333,"nucleotide-sugar biosynthetic process",6
"7","GO:1905477","positive regulation of protein localizat...",62,9,4.85,348,0.0503,0.00183,1,1,"positive regulation of protein localization to membrane",4
"8","GO:0006103","2-oxoglutarate metabolic process",25,7,1.95,43,0.00238,0.00238,0.476166046511628,1,"L-phenylalanine catabolic process",7
"9","GO:0003333","amino acid transmembrane transport",57,8,4.45,483,0.0739,0.00318,1,1,"amino acid transmembrane transport",2
"10","GO:0019878","lysine biosynthetic process via aminoadi...",9,4,0.7,57,0.00339,0.00339,0.494307966101695,1,"L-phenylalanine catabolic process",7
"11","GO:0033260","nuclear DNA replication",47,7,3.67,469,0.07069,0.0042,1,1,"nuclear DNA replication",2
"12","GO:0006102","isocitrate metabolic process",5,3,0.39,63,0.00422,0.00422,0.541860597014925,1,"L-phenylalanine catabolic process",7
"13","GO:0046368","GDP-L-fucose metabolic process",5,3,0.39,66,0.00422,0.00422,0.541860597014925,1,"nucleotide-sugar biosynthetic process",6
"14","GO:1903909","regulation of receptor clustering",5,3,0.39,67,0.00422,0.00422,0.541860597014925,1,"positive regulation of protein localization to membrane",4
