"","GO.ID","Term","Annotated","Significant","Expected","Rank in classicFisher","classicFisher","weightFisher","bh_adjust","bh_adjust_weight","ParentTerm","N_in_Parent"
"1","GO:0046390","ribose phosphate biosynthetic process",201,25,21.12,1487,0.21223,0.00012,1,0.34412,"ribose phosphate biosynthetic process",7
"2","GO:0045217","cell-cell junction maintenance",20,5,2.1,414,0.05153,0.00012,1,0.34412,"cell-cell junction maintenance",2
"3","GO:0006418","tRNA aminoacylation for protein translat...",28,12,2.94,5,1e-05,0.00031,0.0143383333333333,0.473165,"tRNA aminoacylation for protein translation",4
"4","GO:0006458","'de novo' protein folding",34,9,3.57,111,0.00697,0.00038,0.539991875,0.473165,"'de novo' protein folding",5
"5","GO:0051384","response to glucocorticoid",130,22,13.66,181,0.01612,0.00051,0.74205971563981,0.473165,"response to glucocorticoid",4
"6","GO:0006851","mitochondrial calcium ion transmembrane ...",15,7,1.58,18,0.00042,0.00054,0.200736666666667,0.473165,"mitochondrial calcium ion transmembrane transport",2
"7","GO:0009820","alkaloid metabolic process",8,5,0.84,21,0.00054,0.00054,0.215075,0.473165,"alkaloid metabolic process",1
"8","GO:2000427","positive regulation of apoptotic cell cl...",18,8,1.89,12,0.00024,0.00055,0.158824615384615,0.473165,"positive regulation of apoptotic cell clearance",7
"9","GO:0010032","meiotic chromosome condensation",17,7,1.79,27,0.00104,0.00104,0.298574705882353,0.71282,"meiotic chromosome condensation",3
"10","GO:0008652","amino acid biosynthetic process",94,17,9.88,183,0.01753,0.0015,0.74205971563981,0.856203333333333,"amino acid biosynthetic process",9
"11","GO:0019359","nicotinamide nucleotide biosynthetic pro...",51,10,5.36,329,0.03702,0.00189,0.963268549222798,0.856203333333333,"ribose phosphate biosynthetic process",7
"12","GO:0033539","fatty acid beta-oxidation using acyl-CoA...",14,6,1.47,41,0.00189,0.00189,0.379654130434783,0.856203333333333,"fatty acid beta-oxidation using acyl-CoA dehydrogenase",5
"13","GO:0071244","cellular response to carbon dioxide",10,5,1.05,43,0.00203,0.00203,0.379654130434783,0.856203333333333,"response to glucocorticoid",4
"14","GO:0090435","protein localization to nuclear envelope",10,5,1.05,44,0.00203,0.00203,0.379654130434783,0.856203333333333,"protein localization to nuclear envelope",6
"15","GO:0010043","response to zinc ion",56,15,5.88,20,0.00048,0.00209,0.206472,0.856203333333333,"response to glucocorticoid",4
"16","GO:0006767","water-soluble vitamin metabolic process",85,18,8.93,51,0.00273,0.0028,0.436570149253731,1,"amino acid biosynthetic process",9
"17","GO:1904781","positive regulation of protein localizat...",7,4,0.74,64,0.00326,0.00326,0.436570149253731,1,"protein localization to nuclear envelope",6
"18","GO:2000738","positive regulation of stem cell differe...",16,6,1.68,69,0.00419,0.00419,0.500310388349514,1,"positive regulation of apoptotic cell clearance",7
"19","GO:0019752","carboxylic acid metabolic process",804,124,84.47,4,3.6e-06,0.00436,0.0077427,1,"amino acid biosynthetic process",9
"20","GO:0007076","mitotic chromosome condensation",32,9,3.36,71,0.00451,0.00451,0.500310388349514,1,"meiotic chromosome condensation",3
"21","GO:0046957","negative phototaxis",12,5,1.26,80,0.00533,0.00533,0.500310388349514,1,"negative phototaxis",2
"22","GO:0097192","extrinsic apoptotic signaling pathway in...",39,7,4.1,817,0.10882,0.00535,1,1,"extrinsic apoptotic signaling pathway in absence of ligand",2
"23","GO:0051017","actin filament bundle assembly",91,16,9.56,258,0.02655,0.00584,0.863148675496689,1,"actin filament bundle assembly",5
"24","GO:0009052","pentose-phosphate shunt, non-oxidative b...",8,4,0.84,94,0.00599,0.00599,0.500310388349514,1,"ribose phosphate biosynthetic process",7
"25","GO:1905485","positive regulation of motor neuron migr...",8,4,0.84,96,0.00599,0.00599,0.500310388349514,1,"negative phototaxis",2
"26","GO:2000535","regulation of entry of bacterium into ho...",8,4,0.84,97,0.00599,0.00599,0.500310388349514,1,"regulation of entry of bacterium into host cell",3
"27","GO:0045185","maintenance of protein location",89,12,9.35,1525,0.22145,0.006,1,1,"protein localization to nuclear envelope",6
"28","GO:0007586","digestion",99,13,10.4,1589,0.23754,0.00796,1,1,"digestion",1
"29","GO:0030011","maintenance of cell polarity",33,6,3.47,976,0.12625,0.00797,1,1,"maintenance of cell polarity",1
