"","GO.ID","Term","Annotated","Significant","Expected","Rank in classicFisher","classicFisher","weightFisher","bh_adjust","bh_adjust_weight","ParentTerm","N_in_Parent"
"1","GO:0098869","cellular oxidant detoxification",81,8,1.28,2,3.8e-05,0.00014,0.15700475,1,"cellular oxidant detoxification",10
"2","GO:0008104","protein localization",1742,28,27.43,2432,0.486,0.00154,1,1,"protein localization",4
"3","GO:0007155","cell adhesion",490,13,7.72,276,0.04459,0.00173,1,1,"cell adhesion",1
"4","GO:0032259","methylation",233,6,3.67,962,0.16138,0.00295,1,1,"methylation",1
"5","GO:0016237","microautophagy",6,2,0.09,37,0.00354,0.00354,0.699971363636364,1,"microautophagy",2
"6","GO:0002230","positive regulation of defense response ...",22,3,0.35,48,0.00472,0.00472,0.699971363636364,1,"positive regulation of defense response to virus by host",3
"7","GO:0071243","cellular response to arsenic-containing ...",22,3,0.35,50,0.00472,0.00472,0.699971363636364,1,"cellular oxidant detoxification",10
"8","GO:1902946","protein localization to early endosome",13,3,0.2,14,0.00097,0.00484,0.552403157894737,1,"protein localization",4
"9","GO:0016191","synaptic vesicle uncoating",7,2,0.11,53,0.00491,0.00491,0.699971363636364,1,"synaptic vesicle uncoating",4
"10","GO:0071276","cellular response to cadmium ion",23,3,0.36,65,0.00537,0.00537,0.699971363636364,1,"cellular oxidant detoxification",10
"11","GO:0042060","wound healing",378,15,5.95,13,0.00086,0.00654,0.552403157894737,1,"wound healing",1
"12","GO:1990834","response to odorant",9,2,0.14,89,0.00824,0.00824,0.787652444444444,1,"cellular oxidant detoxification",10
"13","GO:0097237","cellular response to toxic substance",172,13,2.71,1,2.8e-06,0.00918,0.0240884,1,"cellular oxidant detoxification",10
"14","GO:0050766","positive regulation of phagocytosis",53,4,0.83,96,0.00949,0.00949,0.840009905660377,1,"synaptic vesicle uncoating",4
"15","GO:0010332","response to gamma radiation",56,4,0.88,108,0.01148,0.01148,0.914467037037037,1,"response to gamma radiation",3
"16","GO:0019221","cytokine-mediated signaling pathway",243,10,3.83,58,0.00493,0.01243,0.699971363636364,1,"cellular oxidant detoxification",10
"17","GO:0008652","amino acid biosynthetic process",94,4,1.48,330,0.06067,0.01475,1,1,"amino acid biosynthetic process",5
"18","GO:0002218","activation of innate immune response",129,3,2.03,1852,0.33194,0.01734,1,1,"activation of innate immune response",2
"19","GO:0042307","positive regulation of protein import in...",36,3,0.57,148,0.01867,0.01867,1,1,"protein localization",4
"20","GO:0006089","lactate metabolic process",14,2,0.22,155,0.01979,0.01979,1,1,"lactate metabolic process",2
"21","GO:0006629","lipid metabolic process",953,19,15.01,968,0.16649,0.0218,1,1,"lipid metabolic process",2
"22","GO:0006544","glycine metabolic process",21,3,0.33,45,0.00413,0.02232,0.699971363636364,1,"amino acid biosynthetic process",5
"23","GO:0006749","glutathione metabolic process",39,3,0.61,178,0.0231,0.0231,1,1,"glutathione metabolic process",2
"24","GO:0035094","response to nicotine",40,3,0.63,185,0.02469,0.02469,1,1,"cellular oxidant detoxification",10
"25","GO:0006986","response to unfolded protein",124,4,1.95,764,0.1316,0.02546,1,1,"cellular oxidant detoxification",10
"26","GO:0046655","folic acid metabolic process",16,2,0.25,187,0.02557,0.02557,1,1,"glutathione metabolic process",2
"27","GO:0048026","positive regulation of mRNA splicing, vi...",16,2,0.25,188,0.02557,0.02557,1,1,"positive regulation of mRNA splicing, via spliceosome",4
"28","GO:0034404","nucleobase-containing small molecule bio...",101,6,1.59,59,0.00509,0.02558,0.699971363636364,1,"amino acid biosynthetic process",5
"29","GO:0071229","cellular response to acid chemical",123,6,1.94,116,0.01291,0.02696,0.95515358974359,1,"cellular oxidant detoxification",10
"30","GO:0006910","phagocytosis, recognition",17,2,0.27,196,0.02868,0.02868,1,1,"synaptic vesicle uncoating",4
"31","GO:0051085","chaperone cofactor-dependent protein ref...",17,2,0.27,197,0.02868,0.02868,1,1,"chaperone cofactor-dependent protein refolding",1
"32","GO:0008152","metabolic process",6559,101,103.29,3080,0.72246,0.03073,1,1,"metabolic process",1
"33","GO:0006735","NADH regeneration",13,2,0.2,142,0.01714,0.03106,1,1,"amino acid biosynthetic process",5
"34","GO:0046519","sphingoid metabolic process",19,2,0.3,230,0.03534,0.03108,1,1,"lipid metabolic process",2
"35","GO:0042745","circadian sleep/wake cycle",82,2,1.29,2013,0.3714,0.03131,1,1,"circadian sleep/wake cycle",1
"36","GO:1903861","positive regulation of dendrite extensio...",18,2,0.28,219,0.03194,0.03194,1,1,"positive regulation of dendrite extension",1
"37","GO:0007165","signal transduction",2856,51,44.98,906,0.15425,0.03457,1,1,"signal transduction",1
"38","GO:1902042","negative regulation of extrinsic apoptot...",19,2,0.3,232,0.03534,0.03534,1,1,"positive regulation of defense response to virus by host",3
"39","GO:0032873","negative regulation of stress-activated ...",46,3,0.72,242,0.03545,0.03545,1,1,"positive regulation of defense response to virus by host",3
"40","GO:0055093","response to hyperoxia",48,3,0.76,261,0.0395,0.0395,1,1,"response to gamma radiation",3
"41","GO:0008088","axo-dendritic transport",79,3,1.24,755,0.12806,0.04247,1,1,"protein localization",4
"42","GO:0009893","positive regulation of metabolic process",2152,35,33.89,2293,0.44514,0.04289,1,1,"positive regulation of mRNA splicing, via spliceosome",4
"43","GO:0002697","regulation of immune effector process",206,9,3.24,60,0.00515,0.04295,0.699971363636364,1,"activation of innate immune response",2
"44","GO:0000302","response to reactive oxygen species",216,10,3.4,27,0.00212,0.04319,0.675494814814815,1,"cellular oxidant detoxification",10
"45","GO:1903306","negative regulation of regulated secreto...",16,2,0.25,189,0.02557,0.04624,1,1,"synaptic vesicle uncoating",4
"46","GO:0046134","pyrimidine nucleoside biosynthetic proce...",17,2,0.27,201,0.02868,0.04624,1,1,"amino acid biosynthetic process",5
"47","GO:0050976","detection of mechanical stimulus involve...",22,2,0.35,281,0.0463,0.0463,1,1,"response to gamma radiation",3
"48","GO:0043488","regulation of mRNA stability",141,4,2.22,1056,0.18212,0.04633,1,1,"positive regulation of mRNA splicing, via spliceosome",4
"49","GO:0000272","polysaccharide catabolic process",39,2,0.61,746,0.12525,0.04636,1,1,"microautophagy",2
"50","GO:0051091","positive regulation of DNA-binding trans...",159,7,2.5,115,0.01265,0.04768,0.94633,1,"positive regulation of mRNA splicing, via spliceosome",4
"51","GO:0016125","sterol metabolic process",113,4,1.78,588,0.10259,0.0498,1,1,"lactate metabolic process",2
