"","GO.ID","Term","Annotated","Significant","Expected","Rank in classicFisher","classicFisher","weightFisher","bh_adjust","bh_adjust_weight","ParentTerm","N_in_Parent"
"1","GO:0006589","octopamine biosynthetic process",6,4,0.14,2,3.8e-06,3.8e-06,0.0108971333333333,0.0326914,"octopamine biosynthetic process",3
"2","GO:0042420","dopamine catabolic process",10,4,0.23,8,4.9e-05,4.9e-05,0.0312424736842105,0.2107735,"octopamine biosynthetic process",3
"3","GO:0042421","norepinephrine biosynthetic process",12,4,0.27,22,0.00011,0.00011,0.0394304166666667,0.2365825,"octopamine biosynthetic process",3
"4","GO:0098869","cellular oxidant detoxification",81,8,1.85,56,0.00049,0.00016,0.0739556140350877,0.275296,"cellular oxidant detoxification",5
"5","GO:0007419","ventral cord development",43,6,0.98,50,0.00039,0.00039,0.0671034,0.559195,"ventral cord development",3
"6","GO:0019369","arachidonic acid metabolic process",68,6,1.55,184,0.0044,0.00052,0.201647037037037,0.583775,"arachidonic acid metabolic process",6
"7","GO:0009617","response to bacterium",412,19,9.39,145,0.00265,0.00083,0.15722724137931,0.583775,"response to bacterium",6
"8","GO:0043252","sodium-independent organic anion transpo...",11,3,0.25,107,0.00168,0.00168,0.132596697247706,0.802946666666667,"sodium-independent organic anion transport",1
"9","GO:0006749","glutathione metabolic process",39,5,0.89,112,0.00179,0.00179,0.133907565217391,0.810493157894737,"glutathione metabolic process",2
"10","GO:0036092","phosphatidylinositol-3-phosphate biosynt...",42,5,0.96,140,0.00251,0.00251,0.1542395,0.938849130434783,"arachidonic acid metabolic process",6
"11","GO:0071310","cellular response to organic substance",1425,51,32.49,53,0.00045,0.00334,0.0730443396226415,1,"cellular oxidant detoxification",5
"12","GO:0090263","positive regulation of canonical Wnt sig...",114,8,2.6,186,0.00443,0.00443,0.201647037037037,1,"positive regulation of canonical Wnt signaling pathway",7
"13","GO:0071679","commissural neuron axon guidance",16,3,0.36,204,0.00525,0.00525,0.219251213592233,1,"ventral cord development",3
"14","GO:0006805","xenobiotic metabolic process",82,7,1.87,143,0.00258,0.00612,0.155214965034965,1,"cellular oxidant detoxification",5
"15","GO:0007398","ectoderm development",33,4,0.75,231,0.00639,0.00639,0.235785925925926,1,"ectoderm development",3
"16","GO:0010454","negative regulation of cell fate commitm...",38,5,0.87,98,0.00159,0.00714,0.132596697247706,1,"negative regulation of cell fate commitment",2
"17","GO:0016204","determination of muscle attachment site",6,2,0.14,254,0.0073,0.0073,0.235785925925926,1,"determination of muscle attachment site",1
"18","GO:0051384","response to glucocorticoid",130,7,2.96,513,0.02894,0.00761,0.476736056603774,1,"cellular oxidant detoxification",5
"19","GO:0043525","positive regulation of neuron apoptotic ...",57,5,1.3,292,0.00939,0.00939,0.276651267123288,1,"positive regulation of neuron apoptotic process",1
"20","GO:0007605","sensory perception of sound",131,8,2.99,302,0.01005,0.01005,0.278560160771704,1,"sensory perception of sound",1
"21","GO:0031581","hemidesmosome assembly",21,3,0.48,321,0.01147,0.01147,0.305499721362229,1,"hemidesmosome assembly",2
"22","GO:0050679","positive regulation of epithelial cell p...",117,10,2.67,44,0.00032,0.01273,0.0611768888888889,1,"positive regulation of epithelial cell proliferation",2
"23","GO:0034769","basement membrane disassembly",8,2,0.18,344,0.01323,0.01323,0.323404560906516,1,"basement membrane disassembly",1
"24","GO:0046834","lipid phosphorylation",62,5,1.41,350,0.01325,0.01325,0.323404560906516,1,"arachidonic acid metabolic process",6
"25","GO:1901568","fatty acid derivative metabolic process",141,8,3.21,375,0.01519,0.01332,0.346395925925926,1,"arachidonic acid metabolic process",6
"26","GO:0045839","negative regulation of mitotic nuclear d...",60,5,1.37,324,0.01159,0.01453,0.306796215384615,1,"negative regulation of mitotic nuclear division",2
"27","GO:0001707","mesoderm formation",96,7,2.19,221,0.0062,0.01567,0.235785925925926,1,"ectoderm development",3
"28","GO:0045879","negative regulation of smoothened signal...",43,4,0.98,387,0.01616,0.01616,0.357568858560794,1,"negative regulation of smoothened signaling pathway",4
"29","GO:1900034","regulation of cellular response to heat",43,4,0.98,388,0.01616,0.01616,0.357568858560794,1,"regulation of cellular response to heat",2
"30","GO:0045995","regulation of embryonic development",204,11,4.65,242,0.00691,0.0165,0.235785925925926,1,"regulation of embryonic development",2
"31","GO:0036149","phosphatidylinositol acyl-chain remodeli...",9,2,0.21,396,0.01675,0.01675,0.357568858560794,1,"arachidonic acid metabolic process",6
"32","GO:0045200","establishment of neuroblast polarity",9,2,0.21,397,0.01675,0.01675,0.357568858560794,1,"positive regulation of epithelial cell proliferation",2
"33","GO:0042060","wound healing",378,14,8.62,702,0.05004,0.01733,0.604613072625698,1,"regulation of cellular response to heat",2
"34","GO:0010469","regulation of signaling receptor activit...",121,8,2.76,229,0.00633,0.01742,0.235785925925926,1,"negative regulation of smoothened signaling pathway",4
"35","GO:0006935","chemotaxis",461,19,10.51,288,0.0088,0.02052,0.262257543252595,1,"response to bacterium",6
"36","GO:0070207","protein homotrimerization",26,3,0.59,457,0.02063,0.02063,0.387510676855895,1,"hemidesmosome assembly",2
"37","GO:0045892","negative regulation of DNA-templated tra...",710,26,16.19,313,0.01048,0.02103,0.288049329073482,1,"negative regulation of DNA-templated transcription",4
"38","GO:0006357","regulation of transcription by RNA polym...",1232,42,28.09,174,0.00413,0.02134,0.201647037037037,1,"negative regulation of DNA-templated transcription",4
"39","GO:0032496","response to lipopolysaccharide",197,10,4.49,359,0.01459,0.0233,0.346229727520436,1,"cellular oxidant detoxification",5
"40","GO:0048066","developmental pigmentation",143,9,3.26,207,0.00533,0.02388,0.221516859903382,1,"developmental pigmentation",1
"41","GO:0051897","positive regulation of phosphatidylinosi...",72,5,1.64,474,0.0239,0.0239,0.432866736842105,1,"negative regulation of smoothened signaling pathway",4
"42","GO:0031340","positive regulation of vesicle fusion",11,2,0.25,479,0.02484,0.02484,0.437011288343558,1,"negative regulation of mitotic nuclear division",2
"43","GO:0045824","negative regulation of innate immune res...",29,3,0.66,506,0.02759,0.02759,0.468159309664694,1,"response to bacterium",6
"44","GO:0006659","phosphatidylserine biosynthetic process",12,2,0.27,518,0.02937,0.02937,0.476736056603774,1,"glutathione metabolic process",2
"45","GO:0009880","embryonic pattern specification",260,14,5.93,139,0.00245,0.03033,0.151635611510791,1,"regulation of embryonic development",2
"46","GO:0030509","BMP signaling pathway",114,8,2.6,187,0.00443,0.0315,0.201647037037037,1,"positive regulation of canonical Wnt signaling pathway",7
