Date,SDR,Run,Plate,Well,Light_Level,Light_Value,IntervalStart,IntervalStop,Slope,Intercept
20230624,641,1,Plate01,A1,1,100,6,24,0.1751215599160775,241.62358756016306
20230624,641,1,Plate01,B1,1,100,6,24,-0.4465161051462418,233.0743169196594
20230624,641,1,Plate01,C1,1,100,6,24,-0.7671479698876941,228.267082562014
20230624,641,1,Plate01,D1,1,100,6,24,0.034075033938045375,248.05681969640884
20230624,641,1,Plate01,A2,1,100,6,24,-0.9132321362458339,237.87108478341352
20230624,641,1,Plate01,B2,1,100,6,24,-0.07047883499937915,257.8145797852646
20230624,641,1,Plate01,C2,1,100,6,24,0.029830926817229136,236.75253609774154
20230624,641,1,Plate01,D2,1,100,6,24,-0.18013945452302105,248.96318770825644
20230624,641,1,Plate01,A3,1,100,6,24,0.02519190423300157,245.8845871899296
20230624,641,1,Plate01,B3,1,100,6,24,-0.3048438849808734,257.16019252128854
20230624,641,1,Plate01,C3,1,100,6,24,0.4187806985067236,248.03034431691978
20230624,641,1,Plate01,D3,1,100,6,24,-0.37900160434407026,239.50968159940766
20230624,641,1,Plate01,A4,1,100,6,24,-0.49491546340861364,248.85578674564974
20230624,641,1,Plate01,B4,1,100,6,24,0.14612365790447732,236.39787115883018
20230624,641,1,Plate01,C4,1,100,6,24,-0.42850672590398564,243.14609403924473
20230624,641,1,Plate01,D4,1,100,6,24,0.38784647661360033,236.492302850796
20230624,641,1,Plate01,A5,1,100,6,24,-0.4583783783783801,248.92389485375793
20230624,641,1,Plate01,B5,1,100,6,24,-0.2767036899913633,244.23137726767877
20230624,641,1,Plate01,C5,1,100,6,24,-0.7282858200666409,237.77387634209546
20230624,641,1,Plate01,D5,1,100,6,24,0.10517092434900899,245.92654572380593
20230624,641,1,Plate01,A6,1,100,6,24,0.04200296186597076,241.92927064050377
20230624,641,1,Plate01,B6,1,100,6,24,0.7604294705664556,243.94739355794152
20230624,641,1,Plate01,C6,1,100,6,24,0.1660088855979249,246.8731543872641
20230624,641,1,Plate01,D6,1,100,6,24,0.09381216833271722,244.7169270640503
20230624,641,1,Plate01,A1,2,500,26,42,1.6308951048951055,207.27833566433563
20230624,641,1,Plate01,B1,2,500,26,42,0.6890367132867152,205.3482902097901
20230624,641,1,Plate01,C1,2,500,26,42,-0.8037202797202813,238.88356643356656
20230624,641,1,Plate01,D1,2,500,26,42,1.517581501831502,205.04799999999994
20230624,641,1,Plate01,A2,2,500,26,42,-0.6399737762237743,230.16449300699293
20230624,641,1,Plate01,B2,2,500,26,42,0.19701573426573407,260.44423426573434
20230624,641,1,Plate01,C2,2,500,26,42,-0.19203595980962218,261.63468006345835
20230624,641,1,Plate01,D2,2,500,26,42,0.6226433566433541,238.1716643356645
20230624,641,1,Plate01,A3,2,500,26,42,0.18243881118881466,250.4240034965033
20230624,641,1,Plate01,B3,2,500,26,42,1.3317237762237752,215.79554545454553
20230624,641,1,Plate01,C3,2,500,26,42,1.2942010489510423,229.52254895104937
20230624,641,1,Plate01,D3,2,500,26,42,1.0694090909090945,203.31116783216763
20230624,641,1,Plate01,A4,2,500,26,42,1.4172216117216117,202.29005540293042
20230624,641,1,Plate01,B4,2,500,26,42,0.05596853146853494,244.40968531468513
20230624,641,1,Plate01,C4,2,500,26,42,0.6614930069930057,220.39354545454555
20230624,641,1,Plate01,D4,2,500,26,42,0.5765821678321625,237.00205244755276
20230624,641,1,Plate01,A5,2,500,26,42,-0.28657692307692484,250.21591826923088
20230624,641,1,Plate01,B5,2,500,26,42,0.2810926573426601,230.06946503496488
20230624,641,1,Plate01,C5,2,500,26,42,-0.7057272727272723,241.64980419580422
20230624,641,1,Plate01,D5,2,500,26,42,0.35021503496503,249.1802272727276
20230624,641,1,Plate01,A6,2,500,26,42,0.4481923076923056,226.18130769230788
20230624,641,1,Plate01,B6,2,500,26,42,0.5097849650349684,252.96284965034945
20230624,641,1,Plate01,C6,2,500,26,42,0.1285751748251767,257.77336713286707
20230624,641,1,Plate01,D6,2,500,26,42,0.6385681818181793,244.0557587412589
20230624,641,1,Plate01,A1,3,0,46,63,-2.045531914893618,343.5790425531915
20230624,641,1,Plate01,B1,3,0,46,63,-2.8244699486559917,355.49315463606143
20230624,641,1,Plate01,C1,3,0,46,63,-0.858122448979603,238.3413469387763
20230624,641,1,Plate01,D1,3,0,46,63,-2.69478707339172,369.02492600422806
20230624,641,1,Plate01,A2,3,0,46,63,-0.6743591836734646,238.3344326530609
20230624,641,1,Plate01,B2,3,0,46,63,-2.576688251618868,378.73983348751125
20230624,641,1,Plate01,C2,3,0,46,63,-2.1426480836236994,339.1393031358889
20230624,641,1,Plate01,D2,3,0,46,63,-3.257724039829301,405.11533428164995
20230624,641,1,Plate01,A3,3,0,46,63,-2.4863238866396666,361.0871747638321
20230624,641,1,Plate01,B3,3,0,46,63,-3.3054146341463375,408.5247804878047
20230624,641,1,Plate01,C3,3,0,46,63,-4.597391304347826,473.2654347826087
20230624,641,1,Plate01,D3,3,0,46,63,-3.215906122448978,379.3754857142856
20230624,641,1,Plate01,A4,3,0,46,63,-4.003895701198023,426.2110507399575
20230624,641,1,Plate01,B4,3,0,46,63,-2.1665106951871853,341.18201091800466
20230624,641,1,Plate01,C4,3,0,46,63,-2.9839632653061234,376.12874285714287
20230624,641,1,Plate01,D4,3,0,46,63,-1.702146160962073,322.99969010175766
20230624,641,1,Plate01,A5,3,0,46,63,-2.9524530612244857,359.0206204081629
20230624,641,1,Plate01,B5,3,0,46,63,-2.74430039525692,356.5526596398772
20230624,641,1,Plate01,C5,3,0,46,63,-0.936559183673468,247.83822040816315
20230624,641,1,Plate01,D5,3,0,46,63,-2.2223030303030287,350.80242424242414
20230624,641,1,Plate01,A6,3,0,46,63,-1.7771255060728617,308.4224460188926
20230624,641,1,Plate01,B6,3,0,46,63,-2.409475625823457,370.5732481335093
20230624,641,1,Plate01,C6,3,0,46,63,-3.9824413489735955,428.865824780058
20230624,641,1,Plate01,D6,3,0,46,63,-3.3202580645161213,403.5418064516125
20230624,710,1,Plate02,A1,1,100,6,24,-1.8282487967419485,259.1216771566087
20230624,710,1,Plate02,B1,1,100,6,24,-3.469043564112057,278.50620140688636
20230624,710,1,Plate02,C1,1,100,6,24,-2.0596211975046645,259.55802061225813
20230624,710,1,Plate02,D1,1,100,6,24,-0.3123991114402052,248.77543872639757
20230624,710,1,Plate02,A2,1,100,6,24,1.9374293471553743,207.0141762310256
20230624,710,1,Plate02,B2,1,100,6,24,-2.9016586449463206,266.24309885227717
20230624,710,1,Plate02,C2,1,100,6,24,-2.0919772548333486,258.22643600734847
20230624,710,1,Plate02,D2,1,100,6,24,-0.11005633802816579,219.89202112676045
20230624,710,1,Plate02,A3,1,100,6,24,-0.44223374058990406,237.8932321362458
20230624,710,1,Plate02,B3,1,100,6,24,-1.9143251735476832,251.46146047984422
20230624,710,1,Plate02,C3,1,100,6,24,-1.6936356904850063,263.4208367271381
20230624,710,1,Plate02,D3,1,100,6,24,-1.8800888559792668,258.73968900407255
20230624,710,1,Plate02,A4,1,100,6,24,-1.1345279526101426,244.70065901517953
20230624,710,1,Plate02,B4,1,100,6,24,-2.0674318153770184,264.9107922991484
20230624,710,1,Plate02,C4,1,100,6,24,0.188505491793161,244.3165272121437
20230624,710,1,Plate02,D4,1,100,6,24,-4.525635242476752,294.5298953357787
20230624,710,1,Plate02,A5,1,100,6,24,-2.107636363636351,257.79418181818147
20230624,710,1,Plate02,B5,1,100,6,24,0.6714325955734416,226.7957233400402
20230624,710,1,Plate02,C5,1,100,6,24,-5.797727014433458,340.38181270598926
20230624,710,1,Plate02,D5,1,100,6,24,-4.815262925139986,327.16042678985724
20230624,710,1,Plate02,A6,1,100,6,24,-2.78375757575759,288.29345454545495
20230624,710,1,Plate02,B6,1,100,6,24,-2.0686060606060424,250.2543636363632
20230624,710,1,Plate02,C6,1,100,6,24,4.471999999999962,110.07200000000094
20230624,710,1,Plate02,D6,1,100,6,24,-1.783030303030304,259.8138181818182
20230624,710,1,Plate02,A1,2,500,26,42,0.36672027972027954,211.8938181818182
20230624,710,1,Plate02,B1,2,500,26,42,0.4157832167832202,192.42813986013968
20230624,710,1,Plate02,C1,2,500,26,42,1.047360139860141,174.36267832167823
20230624,710,1,Plate02,D1,2,500,26,42,0.6261171328671292,207.62509440559464
20230624,710,1,Plate02,A2,2,500,26,42,0.8084982517482495,198.4941363636365
20230624,710,1,Plate02,B2,2,500,26,42,-0.2761748251748256,203.42917482517487
20230624,710,1,Plate02,C2,2,500,26,42,0.6064090909090939,196.8165524475523
20230624,710,1,Plate02,D2,2,500,26,42,0.38209790209790107,203.0486713286714
20230624,710,1,Plate02,A3,2,500,26,42,1.2792360139860166,165.9924370629369
20230624,710,1,Plate02,B3,2,500,26,42,1.0810332167832186,185.44594755244745
20230624,710,1,Plate02,C3,2,500,26,42,0.4094230769230769,208.84684615384614
20230624,710,1,Plate02,D3,2,500,26,42,0.24877972027972256,219.94779720279706
20230624,710,1,Plate02,A4,2,500,26,42,-0.4986048951048985,225.9841048951051
20230624,710,1,Plate02,B4,2,500,26,42,-0.4593360805860821,241.96672847985357
20230624,710,1,Plate02,C4,2,500,26,42,0.45161538461538314,219.21507692307702
20230624,710,1,Plate02,D4,2,500,26,42,0.6089458041958078,195.52076573426555
20230624,710,1,Plate02,A5,2,500,26,42,0.6959790209790203,186.09948251748256
20230624,710,1,Plate02,B5,2,500,26,42,0.42131643356643156,220.16754895104907
20230624,710,1,Plate02,C5,2,500,26,42,-1.3132447552447546,244.6644755244755
20230624,710,1,Plate02,D5,2,500,26,42,0.9544300699300694,181.4561468531469
20230624,710,1,Plate02,A6,2,500,26,42,1.302949300699299,194.69572377622387
20230624,710,1,Plate02,B6,2,500,26,42,-7.884615384620921e-4,200.86311538461544
20230624,710,1,Plate02,C6,2,500,26,42,-0.7320786713286708,229.8339055944056
20230624,710,1,Plate02,D6,2,500,26,42,-0.44727622377622334,235.1610839160839
20230624,710,1,Plate02,A1,3,0,46,63,-2.2477378435518003,321.4937737843554
20230624,710,1,Plate02,B1,3,0,46,63,-1.976791443850267,292.60563279857394
20230624,710,1,Plate02,C1,3,0,46,63,-2.322787755102038,314.6504734693876
20230624,710,1,Plate02,D1,3,0,46,63,-2.1963547546678237,321.03819456506
20230624,710,1,Plate02,A2,3,0,46,63,-1.534979591836732,285.5446530612243
20230624,710,1,Plate02,B2,3,0,46,63,-0.6224164133738612,216.8332472137792
20230624,710,1,Plate02,C2,3,0,46,63,-2.066906122448979,305.3187102040816
