Measurement Name :,Meas-641,,Generated On :,"21/06/2023, 19:48:54",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
21.06.23 16:48:37,0.03,222.91,229.4,239.57,228.42,220.33,220.01,220.01,222.26,212.98,223.88,230.7,217.44,232.01,200.37,222.59,212.34,221.3,198.49,227.77,207.27,233.32,193.53,221.3,222.91,,26,965,34,25.61,
21.06.23 16:48:52,0.28,223.23,228.42,240.23,227.77,220.01,219.69,220.65,222.59,212.34,223.56,230.37,216.8,231.68,199.74,221.94,212.66,221.62,198.18,227.44,206.64,232.33,195.07,221.94,222.59,,26,965,34,25.61,
21.06.23 16:49:07,0.53,225.5,228.74,239.9,228.09,220.33,220.65,220.65,222.91,212.66,222.26,230.7,217.44,232.33,199.12,222.91,212.02,220.33,198.18,228.42,206.96,234.96,195.38,222.59,223.23,,26,965,34,25.61,
21.06.23 16:49:22,0.78,223.88,228.09,239.57,227.44,219.05,219.69,220.01,221.94,212.34,222.91,231.03,215.85,231.03,198.18,222.59,211.7,218.73,198.18,226.79,206.01,234.3,191.98,221.3,222.59,,26,965,34,25.64,
21.06.23 16:49:37,1.03,223.88,227.77,239.57,227.44,218.09,220.01,220.33,221.94,212.66,222.59,230.37,215.21,232.01,197.56,222.59,211.7,218.73,197.56,228.42,204.75,234.96,194.15,221.3,222.91,,26,965,34,25.64,
21.06.23 16:49:52,1.28,222.91,228.09,239.9,227.77,218.09,219.05,220.33,221.62,212.02,221.3,230.7,215.21,230.05,197.56,223.23,211.7,221.94,197.87,227.77,205.07,235.94,195.07,220.01,222.91,,26,965,34,25.64,
21.06.23 16:50:07,1.53,222.59,227.44,239.9,227.77,218.73,219.37,220.65,221.3,212.02,220.98,231.03,214.57,228.09,198.49,222.26,210.44,224.2,197.25,228.09,205.07,234.96,192.29,221.3,222.59,,26,965,34,25.64,
21.06.23 16:50:22,1.78,222.91,226.79,239.57,227.12,218.09,219.05,220.65,220.98,212.66,220.01,230.7,214.89,229.07,197.87,220.98,211.07,220.65,196.32,227.77,204.12,234.96,192.6,220.33,221.62,,26,965,34,25.63,
21.06.23 16:50:37,2.03,221.94,226.47,239.57,225.82,217.44,218.41,219.69,221.62,212.02,220.98,230.7,213.93,227.44,196.94,221.3,209.48,222.26,196.63,228.09,204.44,232.33,194.15,219.37,221.94,,26,965,34,25.64,
21.06.23 16:50:52,2.28,222.59,226.47,239.57,226.79,216.8,218.41,219.69,221.94,209.8,220.98,230.37,214.25,226.79,195.38,222.59,209.8,221.62,195.69,227.44,203.81,229.4,193.22,219.37,220.33,,26,965,34,25.64,
21.06.23 16:51:07,2.53,222.26,225.82,239.57,225.82,215.53,217.76,220.33,221.94,209.8,221.3,231.35,214.57,227.12,193.22,221.94,210.44,218.73,195.69,227.77,204.12,230.7,192.6,218.41,220.98,,26,965,34,25.64,
21.06.23 16:51:22,2.78,221.3,224.85,239.24,225.82,214.89,218.09,220.01,221.62,208.54,220.01,231.03,213.61,226.79,192.29,220.65,210.44,217.76,194.76,226.79,203.5,229.72,189.82,218.09,220.98,,26,965,34,25.61,
21.06.23 16:51:37,3.03,222.26,224.53,239.9,225.82,214.89,218.73,220.65,222.26,210.44,219.05,231.03,213.93,227.77,192.6,221.62,210.44,216.8,194.76,228.09,204.12,234.63,191.36,218.41,220.98,,26,965,34,25.64,
21.06.23 16:51:52,3.28,221.94,223.56,239.9,225.5,214.89,217.44,220.98,221.62,210.12,217.76,230.05,213.61,226.79,192.6,221.3,210.12,215.85,194.15,227.12,202.87,232.33,191.67,216.8,220.33,,26,965,34,25.63,
21.06.23 16:52:07,3.53,221.94,223.56,240.23,225.17,213.93,216.48,221.3,221.94,208.85,217.44,231.35,213.61,224.53,190.44,221.62,210.12,215.53,193.22,226.15,202.87,229.07,191.06,216.48,220.65,,26,965,34,25.63,
21.06.23 16:52:22,3.78,220.98,223.88,239.9,223.88,212.02,216.8,221.3,221.62,207.27,216.16,230.05,213.61,225.5,188.9,221.3,211.39,215.53,193.84,226.79,203.18,228.42,187.98,216.8,220.65,,26,965,34,25.61,
21.06.23 16:52:37,4.03,220.01,223.23,239.9,224.2,212.02,216.8,221.62,222.26,206.01,214.89,230.37,213.29,225.5,189.82,221.3,211.07,215.21,193.53,226.47,203.5,227.77,188.6,216.16,220.01,,26,965,34,25.61,
21.06.23 16:52:52,4.28,219.37,221.3,239.57,223.88,212.34,216.16,220.98,221.62,202.56,214.57,230.05,212.66,226.47,187.67,220.01,210.12,213.93,191.67,226.47,202.87,225.82,186.45,215.85,219.37,,26,965,34,25.61,
21.06.23 16:53:07,4.53,219.05,221.3,239.57,223.88,212.98,216.48,221.3,221.62,201.93,214.57,230.37,212.66,226.15,187.37,220.65,211.07,213.93,192.29,227.12,202.56,227.77,185.23,214.89,219.05,,26,965,34,25.61,
21.06.23 16:53:22,4.78,218.73,220.98,239.57,223.88,211.7,216.16,221.94,222.59,201.93,214.89,230.05,212.98,222.91,186.14,220.65,210.44,211.39,192.6,227.12,202.24,228.42,184.31,214.57,220.01,,26,965,34,25.61,
21.06.23 16:53:37,5.03,218.73,220.98,238.91,223.56,209.8,215.53,221.3,221.62,201.3,213.93,229.72,213.29,220.01,185.53,220.65,210.75,209.8,191.67,225.82,201.93,226.47,183.7,213.29,219.05,,26,965,34,25.61,
21.06.23 16:53:52,5.28,219.37,221.62,239.24,223.23,210.12,215.85,220.65,222.59,201.3,213.93,229.07,212.66,220.33,184,220.01,210.75,209.48,190.44,225.5,202.56,225.82,183.39,212.34,219.37,,26,965,34,25.59,
21.06.23 16:54:07,5.53,218.09,221.94,239.9,222.91,211.07,215.53,221.94,221.62,201.93,214.25,230.05,213.93,220.33,184,220.33,211.07,209.8,190.44,226.15,201.93,224.85,181.57,212.02,219.05,,26,965,34,25.61,
21.06.23 16:54:22,5.78,217.76,221.62,239.57,223.56,210.44,215.53,221.3,221.94,203.18,213.93,228.74,212.98,218.09,184.92,220.65,211.07,212.34,189.82,225.5,202.87,222.59,180.96,212.02,218.73,,26,965,34,25.59,
21.06.23 16:54:37,6.03,217.76,220.65,238.91,223.56,210.44,215.85,221.94,221.94,202.24,212.02,229.07,213.93,217.76,185.23,220.01,209.8,212.98,189.21,226.47,202.56,221.3,180.96,212.02,219.05,,26,965,34,25.58,
21.06.23 16:54:52,6.28,216.8,220.65,239.24,223.23,210.44,215.53,220.98,222.26,201.93,210.12,229.72,213.93,217.12,184.92,220.65,209.8,211.39,189.52,226.15,203.18,221.94,181.87,212.02,219.05,,26,965,34,25.59,
21.06.23 16:55:07,6.53,217.12,220.65,239.57,223.23,210.75,215.21,220.98,221.94,200.68,209.48,229.07,213.61,216.8,182.79,219.69,210.75,210.44,188.6,226.79,202.56,221.3,180.66,212.02,218.09,,26,965,34,25.58,
21.06.23 16:55:22,6.78,216.48,220.98,239.24,222.91,210.75,214.57,220.98,220.98,198.18,209.17,228.42,213.93,217.12,179.14,219.69,209.8,209.48,188.29,225.82,201.62,220.33,177.93,211.07,217.76,,26,965,34,25.58,
21.06.23 16:55:37,7.03,216.16,220.33,238.91,222.91,208.85,215.21,220.98,221.62,196.63,209.17,229.4,214.25,217.76,178.84,219.05,210.12,207.9,187.67,225.5,201.62,219.37,178.84,210.12,217.44,,26,965,34,25.58,
21.06.23 16:55:52,7.28,216.48,220.65,238.91,222.91,207.9,214.57,220.65,221.62,197.25,209.17,228.74,213.93,215.85,177.93,220.01,210.44,207.59,187.98,225.82,201.93,218.73,178.23,210.75,216.8,,26,965,34,25.58,
21.06.23 16:56:07,7.53,217.12,221.62,239.24,223.23,207.59,215.53,221.3,221.62,195.38,209.17,228.74,214.25,214.89,177.93,220.33,210.44,206.64,187.98,226.15,202.24,217.12,177.93,210.44,217.44,,26,965,34,25.58,
21.06.23 16:56:22,7.78,216.16,220.98,238.91,222.91,206.96,215.53,220.98,221.3,193.22,207.59,228.74,214.25,214.57,179.14,220.65,211.07,209.17,187.98,225.82,202.24,216.16,177.33,209.48,217.12,,26,965,34,25.58,
21.06.23 16:56:37,8.03,214.89,220.33,239.24,222.91,208.22,215.53,220.65,220.98,192.29,207.27,228.09,213.93,213.93,179.44,220.01,210.44,208.54,187.37,224.85,201.3,212.66,177.33,209.17,216.8,,26,965,34,25.58,
21.06.23 16:56:52,8.28,215.85,221.62,239.24,223.23,209.17,215.85,220.98,221.3,190.44,206.96,228.74,214.57,212.66,177.93,219.69,210.75,208.85,186.76,226.79,202.24,214.89,177.63,209.17,217.44,,26,965,34,25.57,
21.06.23 16:57:07,8.53,215.21,221.94,238.91,223.23,208.22,215.21,220.33,220.33,187.37,205.7,227.77,214.25,211.07,177.02,220.33,210.75,208.22,186.76,225.17,201.62,214.57,177.63,208.85,217.12,,26,965,34,25.58,
21.06.23 16:57:22,8.78,215.21,221.62,238.58,222.91,209.8,216.16,219.69,220.33,186.45,206.64,227.77,214.25,212.02,174.91,220.01,209.8,208.22,187.37,225.82,201.3,212.02,175.21,208.54,217.12,,26,965,34,25.57,
21.06.23 16:57:37,9.03,214.57,220.33,238.58,221.94,210.44,216.16,219.69,220.01,185.53,206.33,227.77,213.93,212.34,174.91,220.01,209.48,207.9,187.06,225.17,201.3,210.75,175.21,207.59,216.8,,26,965,34,25.55,
21.06.23 16:57:52,9.28,214.25,219.69,238.25,222.91,210.12,215.53,219.37,220.01,184.92,205.38,227.12,214.25,212.98,175.21,220.01,209.48,208.22,187.37,224.85,200.05,210.44,175.82,206.96,217.44,,26,965,34,25.55,
21.06.23 16:58:07,9.53,213.93,219.69,238.58,222.26,209.17,215.85,219.05,219.69,184.31,205.38,227.12,213.61,213.29,175.21,220.01,210.12,208.54,187.37,226.15,200.37,212.02,176.42,206.33,215.85,,26,965,34,25.54,
21.06.23 16:58:22,9.78,213.93,218.73,239.24,222.91,208.85,216.48,219.69,219.37,184.61,205.07,228.09,213.29,212.34,174.61,219.37,208.85,209.17,187.67,225.5,200.99,212.34,175.21,206.64,215.21,,26,965,34,25.54,
21.06.23 16:58:37,10.03,213.61,217.76,239.24,222.59,208.85,215.53,219.05,220.33,183.7,205.07,228.09,213.93,212.02,173.71,220.65,209.48,210.12,186.45,226.15,200.99,212.66,176.42,207.27,214.89,,26,965,34,25.54,
21.06.23 16:58:52,10.28,212.98,218.09,239.24,222.26,210.12,216.16,219.05,219.05,182.79,205.07,227.12,213.61,211.39,172.21,220.01,209.48,212.98,184.61,226.15,200.37,212.34,175.21,206.33,216.8,,26,965,34,25.54,
21.06.23 16:59:07,10.53,212.98,217.76,239.24,222.26,211.7,216.16,219.05,219.37,182.79,204.44,227.44,213.93,209.8,170.41,220.01,209.17,213.29,184,225.5,199.74,212.02,175.82,206.01,214.57,,26,965,34,25.54,
21.06.23 16:59:22,10.78,213.29,217.44,238.25,221.94,211.07,216.16,218.09,219.05,181.26,204.12,227.44,212.34,209.17,169.52,219.05,207.59,214.25,183.39,224.85,199.12,212.98,176.72,205.07,214.57,,26,965,34,25.54,
21.06.23 16:59:37,11.03,212.66,217.44,238.91,221.94,212.02,216.8,217.76,218.73,180.66,205.38,227.12,212.34,209.17,167.13,219.37,208.85,213.93,180.66,224.53,200.05,212.66,174.61,205.07,214.89,,26,965,34,25.54,
21.06.23 16:59:52,11.28,212.02,217.12,238.25,221.94,213.29,215.85,218.09,218.73,180.96,206.33,227.12,212.02,209.8,168.32,220.33,209.17,212.66,179.75,225.5,199.43,213.29,176.42,204.12,214.89,,26,965,34,25.54,
21.06.23 17:00:07,11.53,211.39,216.48,238.91,221.3,213.93,216.16,218.09,217.76,180.35,205.7,227.12,212.02,208.22,166.54,220.33,209.17,211.7,178.54,225.17,198.8,214.25,174.61,203.18,214.57,,26,965,34,25.54,
21.06.23 17:00:22,11.78,211.39,216.8,238.91,221.3,214.89,215.53,217.76,218.09,180.05,205.7,227.12,211.39,209.17,164.75,219.05,207.9,210.75,178.84,225.5,199.43,216.8,176.72,203.5,214.89,,26,965,34,25.53,
21.06.23 17:00:37,12.03,211.7,215.85,238.91,220.98,212.98,215.85,217.76,218.09,180.66,205.38,227.77,211.07,208.22,164.75,219.37,208.54,210.44,177.93,224.2,198.49,215.85,176.42,203.5,214.25,,26,965,34,25.51,
21.06.23 17:00:52,12.28,211.39,215.53,238.91,220.65,212.98,215.85,217.44,217.44,180.35,204.75,227.77,211.39,207.59,162.68,218.41,208.22,210.75,177.93,224.85,198.49,215.21,177.33,203.5,212.66,,26,965,34,25.51,
21.06.23 17:01:07,12.53,212.34,215.85,238.58,220.98,215.21,216.8,217.12,217.44,181.87,205.07,227.77,211.39,208.22,161.2,218.73,208.22,212.66,177.93,224.85,198.18,215.53,176.72,203.18,213.61,,26,965,34,25.51,
21.06.23 17:01:22,12.78,211.39,215.85,238.91,220.65,215.85,216.16,217.76,217.76,181.87,204.12,227.77,210.75,208.22,159.44,218.73,207.59,212.34,177.02,224.2,198.49,216.48,177.93,203.18,213.93,,26,965,34,25.53,
21.06.23 17:01:37,13.03,210.75,214.89,238.91,220.98,216.48,216.48,217.12,216.8,180.66,203.18,227.12,209.8,208.54,157.97,218.73,207.27,211.39,175.52,225.17,198.49,216.48,178.54,202.56,213.29,,26,965,34,25.51,
21.06.23 17:01:52,13.28,210.12,215.21,238.25,220.98,217.44,215.53,216.8,216.16,179.75,202.87,227.12,210.12,209.8,157.09,218.41,207.27,210.75,174.61,224.2,196.63,218.09,179.14,201.93,214.25,,26,965,34,25.51,
21.06.23 17:02:07,13.53,210.12,215.21,238.58,220.33,216.48,216.48,216.48,216.48,178.23,202.87,227.77,209.48,210.44,157.97,218.41,207.27,210.75,173.71,223.88,197.25,215.85,178.84,201.3,214.25,,26,965,34,25.51,
21.06.23 17:02:22,13.78,209.17,214.57,238.58,219.69,215.53,215.85,216.48,216.48,177.93,202.87,227.44,209.8,209.48,157.09,219.37,206.96,210.12,171.61,224.53,197.56,213.61,179.75,202.24,213.29,,26,965,34,25.51,
21.06.23 17:02:37,14.03,208.22,214.89,239.24,220.33,215.21,215.53,216.16,216.16,177.02,202.24,227.44,209.48,209.17,153.58,217.76,206.33,210.12,171.61,223.88,196.94,213.61,179.75,200.05,213.29,,26,965,34,25.51,
21.06.23 17:02:52,14.28,208.22,213.93,237.92,219.69,214.25,215.21,214.89,216.16,174.31,203.18,227.12,209.17,208.54,152.41,218.41,206.96,208.22,171.91,223.56,196.32,213.61,180.96,200.05,213.93,,26,965,34,25.5,
21.06.23 17:03:07,14.53,208.22,213.93,238.58,219.37,213.93,215.21,216.16,216.16,174.61,203.18,227.77,208.54,207.9,150.96,218.73,206.01,209.17,170.41,223.23,195.69,213.29,182.18,200.99,213.61,,26,965,34,25.51,
21.06.23 17:03:22,14.78,207.59,213.29,238.58,219.05,213.93,214.25,215.21,214.89,175.82,201.93,227.44,208.54,208.22,150.38,218.09,205.38,207.27,168.32,222.59,195.38,212.98,181.26,198.49,213.29,,26,965,34,25.5,
21.06.23 17:03:37,15.03,207.9,213.93,238.91,219.37,213.29,213.93,215.53,214.89,178.23,202.87,227.77,208.54,207.59,150.96,217.44,206.33,207.59,168.32,222.59,196.01,213.29,180.96,199.12,213.29,,26,965,34,25.5,
21.06.23 17:03:52,15.28,208.22,213.61,238.25,219.37,212.02,213.93,215.53,214.89,179.75,203.5,227.12,208.22,206.64,149.79,218.73,205.38,207.59,168.02,222.59,195.38,214.25,182.18,199.74,213.93,,26,965,34,25.5,
21.06.23 17:04:07,15.53,207.9,213.61,238.25,218.73,210.75,214.57,214.89,214.89,179.44,203.81,227.77,207.9,207.9,148.35,217.76,205.07,207.59,166.24,222.59,195.07,211.7,182.79,199.43,212.98,,26,965,34,25.48,
21.06.23 17:04:22,15.78,207.9,212.98,238.25,219.05,207.9,213.29,214.89,213.93,178.54,204.12,227.77,207.59,205.7,147.48,218.09,204.75,207.9,166.83,221.94,194.15,212.66,183.7,198.8,212.66,,26,965,34,25.5,
21.06.23 17:04:37,16.03,207.27,213.61,237.92,218.09,206.33,213.29,213.93,214.89,180.66,203.81,227.12,206.64,208.54,146.32,218.41,205.38,206.96,165.35,222.26,194.15,212.98,184,198.49,211.39,,26,965,34,25.48,
21.06.23 17:04:52,16.28,207.27,213.93,238.25,219.05,204.75,213.29,214.25,214.57,180.05,203.18,227.12,207.27,207.59,144.88,217.12,205.38,209.17,164.16,221.62,194.15,213.93,182.48,198.8,212.34,,26,965,34,25.47,
21.06.23 17:05:07,16.53,206.01,213.29,238.91,218.73,204.75,213.61,213.93,214.57,179.75,204.75,227.77,207.59,206.64,145.46,217.76,205.38,210.75,165.05,222.26,193.22,214.25,183.09,198.8,212.98,,26,965,34,25.47,
21.06.23 17:05:22,16.78,205.07,212.34,238.25,217.76,206.01,213.29,214.57,214.25,178.84,205.07,226.79,206.96,204.75,144.88,216.8,205.07,208.22,162.39,222.26,193.84,213.93,183.39,197.56,212.34,,26,965,34,25.47,
21.06.23 17:05:37,17.03,205.07,213.29,237.92,218.09,206.01,212.66,214.57,213.93,178.23,206.01,227.12,206.33,205.07,143.15,216.8,204.44,208.22,161.2,221.62,193.84,215.21,180.66,197.25,211.07,,26,965,34,25.47,
21.06.23 17:05:52,17.28,204.75,213.29,237.92,217.76,205.38,212.02,213.61,213.93,177.93,206.33,226.47,205.38,203.5,143.73,217.76,203.81,207.59,159.73,221.94,192.6,215.85,178.84,197.87,211.07,,26,965,34,25.47,
21.06.23 17:06:07,17.53,204.75,212.66,238.25,217.44,204.12,212.34,213.93,213.93,177.63,205.7,227.12,206.01,203.81,142.87,218.09,202.56,208.22,160.03,221.3,193.22,213.61,178.84,197.25,211.7,,26,965,34,25.47,
21.06.23 17:06:22,17.78,204.12,212.34,238.25,217.44,201.93,211.7,213.29,213.61,177.33,205.07,226.79,205.38,203.81,142.01,217.12,203.18,207.59,160.03,221.3,192.91,212.66,178.84,196.01,211.39,,26,965,34,25.46,
21.06.23 17:06:37,18.03,204.44,212.02,237.92,217.12,202.87,211.7,212.98,212.66,178.84,205.38,225.82,205.38,205.07,141.43,217.12,202.24,207.27,159.14,220.98,192.29,215.21,178.23,196.32,210.12,,26,965,34,25.46,
21.06.23 17:06:52,18.28,203.81,211.07,238.58,217.76,201.62,211.39,212.98,213.29,179.75,205.07,226.79,204.75,203.81,142.01,217.76,202.24,207.27,160.03,220.98,192.29,214.57,179.75,195.69,210.12,,26,965,34,25.46,
21.06.23 17:07:07,18.53,202.87,211.7,238.58,216.16,201.93,211.07,212.98,212.98,179.44,204.75,226.79,204.75,202.87,141.72,216.8,202.24,206.64,158.26,221.62,191.98,217.44,178.54,196.01,210.12,,26,965,34,25.46,
21.06.23 17:07:22,18.78,202.87,211.07,238.58,216.8,203.18,211.39,212.66,212.66,180.35,204.12,226.47,204.75,204.75,141.72,218.09,202.24,206.96,157.97,220.98,191.98,214.25,179.75,195.38,210.44,,26,965,34,25.46,
21.06.23 17:07:37,19.03,202.56,210.44,237.92,216.16,203.5,210.12,212.66,212.34,179.75,205.07,225.5,204.12,201.62,143.15,216.48,200.68,207.59,157.09,220.33,191.06,213.61,179.44,195.69,210.12,,26,965,34,25.44,
21.06.23 17:07:52,19.28,202.24,212.02,237.92,216.8,200.68,210.75,212.34,212.98,182.79,206.64,226.79,203.81,204.44,145.46,217.76,200.99,204.44,157.97,220.98,191.36,216.16,179.44,194.45,210.12,,26,965,34,25.44,
21.06.23 17:08:07,19.53,201.3,211.39,237.92,215.85,199.43,209.48,211.39,212.34,183.39,205.38,226.15,202.87,202.87,146.03,217.12,200.99,204.12,157.09,219.69,191.06,213.93,177.63,193.84,209.8,,26,965,34,25.43,
21.06.23 17:08:22,19.78,201.3,212.34,238.25,216.8,199.43,211.07,212.02,212.34,182.18,202.56,226.47,203.5,204.75,146.03,217.12,201.62,204.75,157.38,220.33,190.44,212.02,179.14,195.07,210.44,,26,965,34,25.43,
21.06.23 17:08:37,20.03,200.68,211.7,237.92,215.85,199.74,210.75,212.02,212.02,181.26,202.56,225.82,202.87,206.64,145.75,216.16,201.3,202.56,157.38,220.98,190.13,214.25,180.35,194.45,209.17,,26,965,34,25.44,
21.06.23 17:08:52,20.28,200.68,211.39,237.26,215.85,202.24,209.48,212.02,212.34,182.48,203.18,226.15,202.87,206.33,144.59,216.8,200.37,200.68,157.67,220.01,191.06,213.93,180.66,193.53,209.8,,26,965,34,25.43,
21.06.23 17:09:07,20.53,200.37,210.12,237.92,215.53,201.93,208.54,211.07,211.7,183.7,201.62,226.15,202.56,206.64,141.72,216.8,200.05,200.68,157.09,219.37,190.44,214.25,180.96,194.15,209.8,,26,965,34,25.43,
21.06.23 17:09:22,20.78,199.74,209.8,238.25,215.53,201.62,209.8,211.7,211.7,183.7,200.99,225.82,202.24,206.96,140,216.16,200.05,200.68,157.38,219.37,189.82,217.12,179.75,192.29,207.9,,26,965,34,25.43,
21.06.23 17:09:37,21.03,198.49,210.44,237.59,215.21,199.43,208.85,211.7,211.07,183.09,199.74,224.85,201.93,207.27,141.43,216.16,199.74,200.05,155.04,218.73,188.6,215.21,178.54,192.6,208.22,,26,965,34,25.43,
21.06.23 17:09:52,21.28,199.12,211.07,237.59,215.53,198.49,208.85,211.39,211.39,181.26,199.43,225.17,202.24,206.96,138.57,216.16,200.05,199.12,155.04,220.33,189.21,216.16,177.93,193.53,208.85,,26,965,34,25.41,
21.06.23 17:10:07,21.53,197.87,209.17,237.59,214.57,197.56,208.54,210.44,210.44,180.66,200.05,225.82,201.3,203.18,139.43,215.21,199.43,200.05,154.16,218.09,188.6,215.21,177.33,192.29,208.85,,26,965,34,25.41,
21.06.23 17:10:22,21.78,198.49,209.8,237.59,214.89,196.63,208.54,210.75,210.44,183.09,200.37,225.82,200.99,204.12,136.86,216.48,199.74,199.12,156.21,219.37,188.9,219.37,177.63,191.67,208.85,,26,965,34,25.41,
21.06.23 17:10:37,22.03,197.87,209.17,237.92,214.57,196.63,208.54,211.39,210.75,183.7,200.68,224.53,201.3,206.01,136.58,216.16,199.43,200.05,155.92,218.41,188.9,220.33,178.84,190.75,208.54,,26,965,34,25.41,
21.06.23 17:10:52,22.28,197.56,209.17,237.92,214.25,195.38,208.22,210.44,210.44,183.7,199.43,225.82,200.37,206.01,134.59,216.8,199.43,199.43,154.75,218.73,188.9,218.09,176.72,192.29,208.85,,26,965,34,25.4,
21.06.23 17:11:07,22.53,195.38,208.85,237.26,213.61,194.76,207.9,209.8,209.8,181.87,198.18,224.85,200.37,206.33,133.74,215.53,199.43,199.74,152.41,218.41,187.67,214.89,176.12,190.75,208.22,,26,965,34,25.4,
21.06.23 17:11:22,22.78,195.07,208.22,237.26,213.93,196.94,207.9,210.12,209.17,181.26,196.32,224.85,200.05,207.27,133.74,216.16,198.49,199.74,153.87,219.37,187.67,217.12,176.42,191.06,208.85,,26,965,34,25.4,
21.06.23 17:11:37,23.03,194.76,207.9,237.92,213.93,196.32,208.22,210.44,209.8,178.84,194.15,225.17,199.74,207.27,134.31,215.21,198.49,198.8,155.33,218.73,186.76,215.53,177.02,191.67,208.85,,26,965,34,25.4,
21.06.23 17:11:52,23.28,194.76,207.27,236.93,213.29,195.69,208.54,209.17,209.48,177.93,193.84,224.53,198.49,207.9,132.61,215.21,198.18,198.18,154.75,217.76,187.37,212.02,175.21,190.44,208.22,,26,965,34,25.4,
21.06.23 17:12:07,23.53,194.76,206.96,237.26,212.98,195.69,208.22,209.48,208.85,178.23,194.76,223.88,198.18,210.44,132.61,215.53,198.18,199.43,152.41,218.09,186.45,210.44,175.21,189.52,207.27,,26,965,34,25.4,
21.06.23 17:12:22,23.78,194.45,206.64,237.92,212.98,195.38,207.59,209.48,208.85,177.33,195.38,224.53,200.05,212.66,132.61,215.53,198.49,201.3,151.83,217.44,186.14,211.07,174.61,189.52,207.27,,26,965,34,25.39,
21.06.23 17:12:37,24.03,193.53,206.64,237.26,212.98,193.84,207.59,209.48,209.48,177.63,194.45,223.88,198.49,212.02,134.31,215.85,198.49,200.99,150.09,218.09,186.45,209.48,174.01,189.21,206.64,,26,965,34,25.39,
21.06.23 17:12:52,24.28,193.22,206.01,237.26,212.34,194.45,207.59,208.85,208.54,179.14,193.53,223.56,198.18,211.7,134.31,215.21,197.87,198.8,147.77,218.09,185.84,211.7,174.01,189.21,207.27,,26,965,34,25.39,
21.06.23 17:13:08,24.55,193.22,206.33,236.6,212.98,193.53,206.64,208.54,208.22,177.02,194.15,223.88,198.8,214.89,134.87,216.48,197.25,200.68,146.32,217.12,186.14,212.34,174.61,188.6,206.33,,26,965,34,25.37,
21.06.23 17:13:23,24.8,192.29,206.33,236.93,212.02,194.76,207.59,208.54,208.85,177.63,194.15,224.53,198.18,215.85,136.29,215.53,196.63,200.05,145.46,217.44,186.14,210.44,174.61,189.21,206.33,,26,965,34,25.37,
