Measurement Name :,20230623_SDR641_Run10_Plate19_TPC,,Generated On :,"23/06/2023, 20:52:02",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.06.23 20:26:41,0.28,139.73,143.77,143.34,147.67,146,145.28,144.2,144.75,145.86,150.52,143.98,148.03,147.72,150.97,144.2,146.5,145.31,147.15,146.42,148.1,147.64,147.1,151.09,145.2,,40,965,33,36.03,
23.06.23 20:26:56,0.53,144.47,146.76,147.59,151.8,151.7,149.16,148.91,147.89,151.2,153.65,148.24,151.9,152.33,154.26,148.49,150.56,152.05,151.14,149.92,151.68,152.4,151.72,154.57,150.71,,40,965,33,35.46,
23.06.23 20:27:11,0.78,148.39,150.84,150.59,156.18,155.02,151.33,151.29,149.79,153.44,157.72,150.82,155.81,154.76,156.91,150.86,153.57,153.58,155.39,153.88,155.97,156.12,156.61,159.63,156.71,,40,965,33,35.11,
23.06.23 20:27:26,1.03,152.78,154.97,154.26,159.06,158.59,154.38,154.76,153.6,156.83,160.45,153.42,157.56,158.98,159.58,155.21,156.39,158,156.07,158.55,159.62,160.98,159.53,164.96,159.1,,40,965,33,34.93,
23.06.23 20:27:41,1.28,156.1,156.93,158.4,160.84,162.19,158.12,156.51,155.31,160.93,162.05,155.38,160.63,161.22,162.71,158.51,159.88,161.12,158.78,160.35,164.67,163.42,164.96,167.88,161.71,,40,965,33,34.83,
23.06.23 20:27:56,1.53,158.55,160.01,160.16,162.84,165.13,159.44,159.15,157.45,163.91,165.03,158,162.62,163.93,163.83,159.83,161.42,163.36,163.1,162.37,165.37,164.32,167.93,170.59,163.9,,40,965,33,34.76,
23.06.23 20:28:11,1.78,160.8,162.45,162.14,164.41,166.27,160.55,160.03,158.09,165.52,166.65,159.75,164.4,165.51,163.61,160.71,164.5,164.94,164.01,163.73,167.46,167.46,167.7,175.6,165.88,,40,965,33,34.75,
23.06.23 20:28:26,2.03,162.6,162.67,163.91,167.11,168.78,163,162.02,159.6,166.21,169.2,161.08,165.96,167.79,165.86,160.94,165.39,164.26,163.33,165.31,169.79,169.94,171.14,176.06,168.09,,40,965,33,34.76,
23.06.23 20:28:41,2.28,164.18,163.78,165.91,167.57,169.93,163.22,163.36,160.68,169,170.36,162.85,168.19,168.47,169.27,161.6,165.61,166.29,164.01,167.13,170.25,171.98,173.22,177.9,168.76,,40,965,33,34.78,
23.06.23 20:28:56,2.53,165.99,164.45,167.69,169.61,172.93,165.24,164.69,161.33,169.23,172.46,164.62,169.99,169.38,168.81,162.49,167.84,167.87,166.77,168.27,172.13,172.67,173.22,179.28,170.99,,40,965,33,34.8,
23.06.23 20:29:11,2.78,168.27,165.34,168.14,169.61,173.85,166.81,165.81,162.85,171.09,172,164.4,170.22,170.3,168.36,164.27,170.07,170.38,167,170.1,173.07,175.18,175.78,176.75,170.76,,40,965,33,34.85,
23.06.23 20:29:26,3.03,169.18,164.45,169.93,169.15,174.78,168.84,166.93,163.29,170.16,172.23,165.96,171.34,171.68,171.78,164.72,169.62,169.24,167.23,170.33,174.01,174.26,176.95,178.59,173.45,,40,965,33,34.86,
23.06.23 20:29:41,3.28,169.64,166.01,171.06,171.65,175.24,167.71,167.15,164.16,171.33,173.87,167.3,171.8,172.6,170.41,164.72,170.3,169.69,169.54,171.02,173.07,174.26,178.12,179.05,174.57,,40,965,33,34.9,
23.06.23 20:29:56,3.53,170.1,167.58,171.28,172.57,175.71,168.16,167.83,165.03,172.03,175.28,169.54,173.38,173.06,172.47,165.16,171.64,171.75,169.77,173.32,175.19,175.18,177.88,179.97,174.8,,40,965,33,34.96,
23.06.23 20:30:11,3.78,170.56,167.58,172.64,173.48,178.04,168.84,168.73,165.91,172.26,173.87,171.12,173.16,173.52,173.62,165.61,171.87,170.83,169.77,174.01,172.83,174.72,179.76,179.51,173.9,,40,965,33,35,
23.06.23 20:30:26,4.03,171.25,167.35,173.32,172.11,177.57,169.74,169.18,165.25,172.73,178.11,169.54,174.75,174.67,172.93,166.96,172.09,169.24,170.7,174.71,175.19,177.7,177.41,180.9,175.7,,40,965,33,35.01,
23.06.23 20:30:41,4.28,170.79,166.01,173.32,172.11,179.21,169.07,169.4,164.81,172.03,175.52,169.32,176.8,173.98,174.54,166.73,173,169.69,172.56,174.94,178.27,179.78,179.76,180.67,176.37,,40,965,33,35.05,
23.06.23 20:30:56,4.53,170.56,167.13,174.22,170.51,179.44,169.74,170.53,166.13,172.73,175.04,169.32,175.2,174.91,174.54,166.96,173.45,169.01,171.63,175.87,174.95,175.87,180.46,182.53,176.15,,40,965,33,35.11,
23.06.23 20:31:11,4.78,169.87,166.01,175.36,170.51,180.38,169.97,170.08,166.13,172.03,174.34,170.22,174.06,176.06,171.09,168.08,174.35,170.38,173.96,176.8,176.14,174.95,179.76,182.29,178.41,,40,965,33,35.15,
23.06.23 20:31:26,5.03,170.1,167.13,175.36,171.2,181.56,169.97,171.21,165.47,172.26,173.63,169.77,176.11,175.37,171.78,167.63,173.9,169.69,173.96,177.26,175.43,175.18,181.41,182.53,177.96,,40,965,33,35.18,
23.06.23 20:31:41,5.28,170.1,167.13,175.59,171.88,181.32,168.84,169.4,165.25,172.03,174.57,170.44,175.66,175.6,173.62,168.3,173.67,170.83,173.03,177.5,175.9,176.55,182.11,181.36,177.28,,40,965,33,35.22,
23.06.23 20:31:56,5.53,170.33,168.47,176.5,170.97,182.03,168.84,169.4,165.25,173.43,173.4,169.77,176.57,176.3,176.15,168.75,174.12,174.04,173.73,177.96,176.14,176.55,181.41,182.99,177.28,,40,965,33,35.25,
23.06.23 20:32:11,5.78,170.33,167.13,176.04,171.43,181.79,170.2,169.4,163.94,172.26,177.4,171.12,175.2,175.14,172.24,168.98,173.67,172.43,173.96,179.13,178.75,177.01,181.17,181.36,177.05,,40,965,33,35.29,
23.06.23 20:32:26,6.03,170.1,168.02,176.73,171.43,181.56,169.97,169.63,163.72,172.26,176.22,170.67,176.11,176.76,172.93,172.38,174.58,173.12,177.01,177.96,179.22,177.47,180.93,182.29,177.05,,40,965,33,35.33,
23.06.23 20:32:41,6.28,169.41,167.58,177.64,171.43,182.5,169.74,169.85,162.42,172.03,174.57,170.89,175.66,176.76,170.18,172.15,173.9,173.81,174.9,178.2,177.08,179.09,181.64,181.36,176.83,,40,965,33,35.38,
23.06.23 20:32:56,6.53,169.87,167.58,176.95,171.43,183.45,169.74,170.53,162.42,174.85,174.57,172.48,177.26,175.83,167.9,172.38,175.71,173.12,175.13,179.36,177.8,177.01,182.82,181.13,181.14,,40,965,33,35.4,
23.06.23 20:33:11,6.78,169.18,169.37,177.18,172.11,182.97,168.61,170.31,161.55,172.73,173.63,171.8,176.11,176.3,166.09,171.69,174.35,172.43,176.54,179.36,177.8,176.33,183.06,180.67,178.41,,40,965,33,35.44,
23.06.23 20:33:26,7.03,169.87,165.78,177.18,171.2,183.45,169.07,170.53,161.55,173.43,172.7,174.06,177.03,178.39,170.86,171.69,174.58,171.06,175.6,179.13,176.85,177.94,181.64,180.21,178.19,,40,965,33,35.47,
23.06.23 20:33:41,7.28,169.18,164.89,177.87,172.57,184.39,169.07,170.53,161.77,174.85,173.17,174.52,176.8,177.69,168.36,171.24,174.8,171.98,176.07,180.77,179.46,177.7,181.41,180.21,178.41,,40,965,33,35.51,
23.06.23 20:33:56,7.53,168.27,166.23,177.87,171.65,184.16,168.39,170.53,162.85,174.61,173.17,174.06,177.48,176.76,171.09,170.56,174.58,171.75,175.37,180.07,178.27,178.4,183.06,180.67,178.87,,40,965,33,35.54,
23.06.23 20:34:11,7.78,167.59,164.89,177.41,174.17,185.82,167.71,170.53,163.72,174.37,172.93,173.38,176.8,175.37,169.95,168.53,174.58,172.43,175.37,180.07,177.8,178.17,182.82,181.83,177.28,,40,965,33,35.58,
23.06.23 20:34:26,8.03,167.13,164.45,178.33,174.63,184.39,168.39,170.31,163.07,173.9,173.4,172.48,176.8,174.91,169.95,168.75,175.03,172.66,176.31,180.77,177.56,178.4,182.82,183.92,177.05,,40,965,33,35.61,
23.06.23 20:34:41,8.28,166.45,165.78,178.33,173.48,185.58,168.39,172.34,162.85,175.32,174.81,172.25,176.8,175.6,171.09,167.85,175.26,171.06,175.84,180.3,178.51,177.47,181.88,179.51,175.7,,40,965,33,35.65,
23.06.23 20:34:56,8.53,165.77,164.45,178.55,173.94,185.58,167.94,169.4,163.72,174.37,173.87,171.8,178.17,174.67,171.09,167.18,175.26,172.89,175.84,181.24,178.51,177.7,182.82,180.44,174.57,,40,965,33,35.68,
23.06.23 20:35:11,8.78,165.54,164,178.78,174.4,185.34,168.39,169.4,162.85,175.55,173.63,172.02,177.48,176.3,166.77,167.18,176.16,170.38,177.49,181.94,176.61,175.64,182.59,180.21,175.92,,40,965,33,35.72,
23.06.23 20:35:26,9.03,164.63,162.89,179.01,173.94,186.77,168.39,168.05,163.07,176.73,172.93,171.34,177.03,174.21,164.96,166.28,176.39,171.29,176.54,182.18,177.32,175.87,182.59,183.92,176.37,,40,965,33,35.75,
23.06.23 20:35:41,9.28,164.86,164,179.01,172.57,187.72,167.49,169.4,162.63,176.26,172,170.67,178.4,173.98,164.51,167.18,174.8,169.24,176.31,181,177.32,175.64,182.82,185.56,173.45,,40,965,33,35.78,
23.06.23 20:35:56,9.53,164.63,162.67,178.55,173.48,187.01,167.03,169.18,163.5,176.5,170.59,170.44,177.71,174.21,163.83,164.94,175.48,169.24,176.07,181.47,177.08,177.94,182.35,186.03,174.57,,40,965,33,35.8,
23.06.23 20:36:11,9.78,163.95,160.67,178.55,173.02,189.63,166.81,169.4,163.07,181.01,170.59,171.12,177.71,174.44,162.71,164.49,176.39,167.19,176.54,181.94,177.08,175.64,182.59,181.6,174.57,,40,965,33,35.85,
23.06.23 20:36:26,10.03,163.73,161.56,178.78,172.11,189.16,167.03,168.95,162.42,180.05,170.13,170.67,177.26,173.75,162.26,164.49,175.94,166.74,176.78,182.18,176.85,175.41,182.11,179.97,174.57,,40,965,33,35.88,
23.06.23 20:36:41,10.28,164.4,162,179.24,172.8,189.87,166.58,166.71,161.98,179.1,170.13,170.44,177.94,172.6,162.71,163.82,177.07,166.06,176.07,180.77,177.8,176.33,179.99,182.53,174.35,,40,965,33,35.9,
23.06.23 20:36:56,10.53,164.4,164,179.47,174.63,189.39,166.58,167.6,161.77,180.77,170.83,171.12,177.71,174.21,163.83,164.05,176.39,165.39,175.13,181.94,177.56,174.26,181.64,182.76,174.35,,40,965,33,35.93,
23.06.23 20:37:11,10.78,164.18,164.67,179.7,173.48,190.59,167.26,167.6,161.55,180.05,169.43,170.89,180.01,174.21,164.96,162.71,177.07,165.84,175.37,181.24,181.37,177.94,182.11,184.86,174.12,,40,965,33,35.97,
23.06.23 20:37:26,11.03,164.18,162.67,179.24,173.48,189.87,167.26,166.93,162.2,180.29,169.2,171.12,177.48,173.52,164.96,163.6,178.44,164.94,175.13,181.71,179.7,173.81,181.41,182.06,173.9,,40,965,33,36,
23.06.23 20:37:41,11.28,163.95,163.11,179.01,173.02,190.59,167.49,167.15,161.77,180.29,168.5,170.44,177.26,173.75,164.73,162.93,179.82,165.39,178.66,182.65,176.85,173.81,182.11,180.44,175.92,,40,965,33,36.03,
23.06.23 20:37:56,11.53,164.18,165.34,179.47,171.43,192.04,167.26,166.03,161.98,181.96,168.5,169.77,178.17,173.06,164.96,163.82,179.82,166.74,174.67,182.18,177.08,174.49,182.35,180.67,176.37,,40,965,33,36.05,
23.06.23 20:38:11,11.78,164.63,164.89,179.7,169.38,191.8,166.36,164.69,161.98,178.39,167.81,170.89,177.71,174.21,164.73,164.72,180.04,168.78,174.67,181.94,175.19,174.03,182.11,184.16,176.83,,40,965,33,36.08,
23.06.23 20:38:26,12.03,164.18,165.56,179.7,168.02,191.8,165.91,165.36,160.03,178.87,169.9,169.77,176.8,173.52,169.27,163.38,179.13,170.83,173.5,181.24,176.85,173.35,180.93,175.37,177.28,,40,965,33,36.11,
23.06.23 20:38:41,12.28,164.4,163.56,179.47,167.34,192.28,165.91,165.59,159.82,179.1,170.13,170.44,176.8,174.67,165.86,164.72,180.04,171.29,172.8,181.47,176.61,178.17,181.88,177.9,177.73,,40,965,33,36.15,
23.06.23 20:38:56,12.53,165.31,164.45,179.93,168.7,192.52,165.01,164.47,159.39,178.87,171.76,169.99,176.8,173.98,169.72,163.16,179.13,171.75,174.43,182.89,176.14,174.03,182.11,176.52,175.25,,40,965,33,36.19,
23.06.23 20:39:11,12.78,166.22,165.11,179.7,169.61,192.52,165.46,164.69,160.03,179.34,169.43,170.22,177.94,173.75,164.96,163.38,179.82,174.96,173.03,182.42,176.85,174.49,182.35,175.83,174.8,,40,965,33,36.19,
23.06.23 20:39:27,13.05,166.22,164.89,180.62,169.38,192.52,165.46,164.69,158.52,179.82,168.5,169.77,176.8,173.52,169.72,161.38,180.5,174.27,172.8,182.42,175.9,174.03,179.76,181.13,175.7,,40,965,33,36.22,
23.06.23 20:39:42,13.3,165.77,166.68,180.16,169.15,192.28,164.34,163.36,158.74,178.39,167.11,169.54,176.57,174.21,166.32,162.04,181.42,175.65,172.8,183.36,176.14,172.89,181.41,177.44,174.8,,40,965,33,36.25,
23.06.23 20:39:57,13.55,164.18,166.46,180.16,170.51,193.73,163.67,162.47,158.95,178.39,167.81,168.87,175.88,174.91,167.22,162.04,181.65,177.74,171.17,182.42,175.66,172.21,179.99,179.28,175.47,,40,965,33,36.29,
23.06.23 20:40:12,13.8,163.95,167.35,180.39,170.74,194.21,164.34,161.8,159.17,178.63,167.57,169.99,175.88,173.52,166.32,163.6,183.03,177.04,171.17,182.89,175.19,173.58,181.64,176.52,175.7,,40,965,33,36.32,
23.06.23 20:40:27,14.05,164.4,167.13,180.39,170.29,193.48,163,162.02,160.25,178.39,169.66,169.32,175.2,172.83,165.64,163.38,183.5,175.42,170.93,181.71,179.22,170.39,181.17,180.21,175.47,,40,965,33,36.33,
23.06.23 20:40:42,14.3,164.63,167.35,179.93,170.06,193.24,163.22,161.36,160.68,179.82,167.34,169.09,175.88,173.06,167.22,163.16,183.27,172.43,169.77,181.47,177.32,177.01,181.17,174.23,175.7,,40,965,33,36.36,
23.06.23 20:40:57,14.55,165.31,170.05,180.39,169.38,195.18,165.01,161.36,161.12,179.58,167.11,170.22,176.34,174.21,167,160.71,183.27,172.21,169.77,183.12,175.43,178.63,180.7,177.21,175.25,,40,965,33,36.4,
23.06.23 20:41:12,14.8,163.95,167.35,179.7,170.74,193.73,163.67,161.14,161.77,179.1,166.88,169.32,175.88,171.91,167.45,161.16,182.8,176.58,168.38,182.42,174.95,171.98,179.52,175.14,175.25,,40,965,33,36.41,
23.06.23 20:41:27,15.05,164.4,168.7,180.39,169.83,194.94,165.24,159.59,161.98,179.82,167.11,169.32,175.66,172.6,167.45,160.27,183.96,172.89,168.38,183.12,174.95,170.62,179.29,175.6,175.7,,40,965,33,36.46,
23.06.23 20:41:42,15.3,163.73,168.7,179.93,168.47,193.97,163.89,158.49,161.55,178.87,166.42,168.42,174.52,171.22,169.04,159.61,183.03,171.06,168.15,182.42,174.72,170.39,178.82,173.77,175.02,,40,965,33,36.47,
23.06.23 20:41:57,15.55,163.73,168.7,180.16,169.38,193.48,163.89,159.15,161.98,178.15,166.19,168.64,174.52,172.14,167.9,157.85,183.96,170.61,166.54,182.65,175.43,170.39,179.99,174,175.47,,40,965,33,36.5,
23.06.23 20:42:12,15.8,163.5,169.82,180.16,168.92,193.48,163.67,158.71,162.85,177.21,165.49,168.64,174.52,171.68,168.13,157.85,182.57,169.47,172.1,181.47,174.72,167.91,179.99,174.46,175.92,,40,965,33,36.53,
23.06.23 20:42:27,16.05,163.5,169.37,180.16,168.7,194.45,164.34,157.39,162.63,177.92,163.65,168.19,174.52,172.37,169.27,156.53,183.5,171.52,170.47,182.18,174.48,167.68,177.88,173.77,176.37,,40,965,33,36.54,
23.06.23 20:42:42,16.3,163.73,169.82,179.93,168.02,195.66,163,158.49,162.85,178.15,165.49,168.87,173.38,172.37,169.95,158.29,184.19,170.83,169.54,182.18,175.19,168.81,180.23,174.23,175.7,,40,965,33,36.58,
23.06.23 20:42:57,16.55,163.5,172.31,179.93,168.47,194.45,163.67,157.39,163.07,177.68,166.19,170.67,173.61,173.06,167.9,157.19,183.27,171.98,166.54,181.94,174.72,171.07,181.88,174.92,175.25,,40,965,33,36.58,
23.06.23 20:43:12,16.8,164.4,169.6,180.39,168.92,194.69,164.79,159.37,164.16,176.73,163.42,169.77,173.16,175.14,169.49,156.75,183.5,173.35,167.92,182.65,175.66,170.62,182.11,175.6,175.25,,40,965,33,36.61,
23.06.23 20:43:27,17.05,163.95,170.05,180.39,169.61,194.69,164.79,158.71,163.94,176.02,164.11,169.99,173.84,174.91,167.9,157.19,183.73,172.21,166.54,183.36,175.9,174.03,182.35,174.69,176.6,,40,965,33,36.65,
23.06.23 20:43:42,17.3,163.95,170.5,180.62,170.51,195.18,167.03,159.15,164.38,176.73,162.28,167.3,174.06,173.52,172.93,155.43,183.03,174.96,166.08,183.12,174.48,170.39,180.7,175.37,174.8,,40,965,33,36.66,
23.06.23 20:43:57,17.55,163.73,169.15,180.39,170.29,195.18,165.69,158.49,165.03,175.55,161.59,166.85,172.25,172.83,167.68,155.21,183.5,171.29,165.39,182.42,176.61,168.59,180.23,174.46,175.7,,40,965,33,36.68,
23.06.23 20:44:12,17.8,163.73,169.15,180.62,170.74,195.18,165.01,157.39,164.59,175.79,161.13,165.73,171.34,172.83,168.36,156.31,182.8,173.58,165.62,181.94,175.66,169.26,180.46,173.32,175.25,,40,965,33,36.71,
23.06.23 20:44:27,18.05,164.63,169.37,179.93,169.38,195.42,166.36,156.95,165.25,175.55,158.85,168.42,172.02,172.14,167.68,156.53,183.73,171.75,164.47,182.89,175.19,169.94,180.7,176.06,175.47,,40,965,33,36.74,
23.06.23 20:44:42,18.3,166.45,169.6,180.85,169.83,195.42,165.46,156.29,164.81,175.55,158.17,167.07,173.38,172.14,170.86,156.31,182.8,171.98,164.93,182.89,173.77,168.13,176.95,174.46,175.7,,40,965,33,36.75,
23.06.23 20:44:57,18.55,163.95,169.82,180.39,170.06,195.42,166.14,155.2,164.38,174.14,160.45,166.18,172.48,170.99,169.72,155.21,183.03,171.52,163.1,182.65,172.83,170.17,176.95,174,174.35,,40,965,33,36.78,
23.06.23 20:45:12,18.8,163.5,170.73,180.39,169.61,195.91,166.58,156.73,165.03,173.9,158.63,165.29,172.7,169.84,171.09,155.65,183.03,172.66,163.79,183.12,173.3,168.36,178.35,174.23,174.8,,40,965,33,36.79,
23.06.23 20:45:27,19.05,162.6,170.73,180.16,170.06,195.42,165.01,155.86,165.69,173.67,159.99,163.95,173.61,169.38,167.22,156.09,183.03,172.43,164.7,181.94,171.89,171.53,177.18,174.69,174.57,,40,965,33,36.82,
23.06.23 20:45:42,19.3,162.37,170.5,180.62,170.51,196.15,165.91,155.64,164.38,174.61,160.22,164.4,173.16,169.38,165.41,155.65,181.65,172.66,166.08,183.36,173.77,171.3,179.05,173.77,174.57,,40,965,33,36.85,
23.06.23 20:45:57,19.55,161.47,168.92,180.85,170.29,195.18,166.14,155.64,164.16,173.9,156.59,165.29,173.16,168.7,167.22,154.34,183.03,178.43,164.24,183.12,171.66,174.26,178.58,174,173,,40,965,33,36.88,
23.06.23 20:46:12,19.8,160.35,168.92,180.62,170.51,195.91,165.46,153.89,163.5,174.14,156.81,164.62,173.84,169.16,166.77,154.78,182.34,177.97,161.73,182.18,172.36,172.21,178.35,174.92,173.22,,40,965,33,36.9,
23.06.23 20:46:27,20.05,161.47,168.92,179.7,170.97,195.42,165.69,152.59,163.72,172.97,156.81,164.18,173.16,170.07,166.77,153.47,182.11,174.73,164.24,181.94,171.19,170.39,177.65,173.32,173,,40,965,33,36.9,
23.06.23 20:46:42,20.3,163.05,168.92,179.93,171.43,195.66,165.91,151.72,163.29,172.73,157.49,162.62,174.52,170.53,166.09,157.41,180.96,173.35,162.19,183.36,170.96,171.53,178.12,174.23,172.55,,40,965,33,36.93,
23.06.23 20:46:57,20.55,160.57,168.92,180.39,170.51,196.39,167.03,151.5,164.38,173.2,157.72,161.96,174.06,170.07,168.81,155,182.8,171.75,161.5,182.42,170.72,172.67,177.18,175.6,176.6,,40,965,33,36.94,
23.06.23 20:47:12,20.8,160.12,168.7,179.7,170.06,196.15,166.14,150.85,164.81,173.43,158.17,162.18,175.66,169.16,166.54,155,181.42,174.04,161.5,183.59,175.19,176.1,179.52,176.75,175.47,,40,965,33,36.99,
23.06.23 20:47:27,21.05,160.12,170.95,180.85,170.51,197.85,167.03,150.42,165.25,171.56,160.68,160.86,174.75,169.61,169.27,154.12,181.42,172.21,161.5,182.89,172.6,173.81,179.52,173.55,174.57,,40,965,33,37,
23.06.23 20:47:42,21.3,159.9,169.6,181.08,170.06,197.12,166.14,149.56,163.94,172.03,157.72,161.08,173.84,169.38,167.45,153.47,182.11,173.12,160.59,182.42,172.36,171.3,179.05,175.6,173,,40,965,33,37.01,
23.06.23 20:47:57,21.55,159.9,169.6,180.39,170.29,195.91,165.91,150.2,162.85,171.56,158.4,161.3,174.52,169.84,166.77,155,180.96,171.52,159.91,183.59,170.49,171.3,178.35,175.6,172.1,,40,965,33,37.04,
23.06.23 20:48:12,21.8,159,169.37,180.39,169.61,195.91,166.58,150.64,162.42,170.39,158.4,161.3,174.75,169.38,165.41,153.25,180.73,171.75,160.59,182.65,171.89,172.89,179.05,175.83,171.21,,40,965,33,37.05,
23.06.23 20:48:27,22.05,160.57,168.92,180.85,167.34,195.66,166.36,150.85,162.85,171.09,158.63,161.3,173.84,170.07,163.83,154.12,180.04,173.12,160.82,182.42,170.02,172.89,178.58,174.92,169.43,,40,965,33,37.08,
23.06.23 20:48:42,22.3,159,168.25,180.85,167.34,197.12,166.58,151.5,162.85,171.33,158.17,160.86,173.61,170.99,163.38,154.56,180.96,170.15,161.27,181.24,170.25,177.01,178.82,176.75,169.2,,40,965,33,37.11,
23.06.23 20:48:57,22.55,159.45,168.47,180.62,166.89,197.37,166.36,151.5,163.07,170.86,158.4,161.08,174.06,170.99,165.19,154.56,181.65,170.15,160.59,181,168.39,172.21,178.35,177.44,168.32,,40,965,33,37.11,
23.06.23 20:49:12,22.8,157.88,168.02,180.39,167.11,197.12,165.46,152.8,163.29,170.16,160.68,160.86,174.29,170.76,162.93,154.56,181.19,169.69,160.82,182.18,167.69,171.3,181.41,175.83,168.54,,40,965,33,37.14,
23.06.23 20:49:27,23.05,158.78,166.9,180.39,169.15,197.37,166.36,152.59,163.94,170.16,158.85,160.41,174.06,172.6,167.45,155,180.73,169.47,161.27,182.42,170.72,172.44,177.65,176.29,166.54,,40,965,33,37.15,
23.06.23 20:49:42,23.3,158.11,166.9,180.39,167.79,197.85,165.24,153.89,163.07,170.86,159.08,160.19,173.84,171.45,162.93,155.65,181.88,171.29,160.59,181.47,167.69,171.3,177.18,180.67,166.77,,40,965,33,37.18,
23.06.23 20:49:57,23.55,158.11,165.78,180.62,168.47,197.12,165.46,155.64,162.2,171.33,159.54,159.53,173.38,170.76,162.93,154.56,181.65,170.83,160.14,182.42,167.22,176.78,177.18,178.82,166.99,,40,965,33,37.18,
23.06.23 20:50:12,23.8,157.88,165.34,181.31,168.7,197.61,165.91,156.07,161.55,171.09,159.54,159.09,173.16,170.76,161.59,155.21,181.19,172.43,159,182.65,166.76,173.81,176.71,176.52,166.32,,40,965,33,37.21,
23.06.23 20:50:27,24.05,157.88,164.45,180.39,166.89,197.85,166.14,157.61,160.25,171.33,160.45,159.97,173.38,170.07,164.73,155.21,182.11,172.43,159.68,181.71,166.53,172.89,177.88,176.98,167.65,,40,965,33,37.24,
23.06.23 20:50:42,24.3,157.88,163.78,179.7,167.11,198.1,166.14,157.61,160.9,171.79,161.36,159.31,173.84,169.61,164.06,155.87,181.19,171.98,159.23,181,164.67,170.17,178.35,177.21,168.09,,40,965,33,37.26,
23.06.23 20:50:57,24.55,157.44,163.78,179.7,168.02,196.88,166.81,158.93,160.68,171.56,160.45,159.75,172.7,171.45,165.41,155.65,181.19,173.35,159.46,181.71,165.6,171.07,179.05,176.75,168.09,,40,965,33,37.28,
23.06.23 20:51:12,24.8,156.99,162.89,179.47,167.34,198.34,167.49,159.37,159.39,171.33,161.13,159.09,172.7,171.68,160.92,155.43,180.04,168.78,159.46,181.71,164.67,178.63,176.01,177.44,167.43,,40,965,33,37.29,
