Measurement Name :,Meas-641,,Generated On :,"21/06/2023, 14:06:23",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
21.06.23 13:32:54,0.28,343.95,367.71,374.33,314.04,357.39,346.72,366.29,332.97,343.49,373.38,377.18,318.07,377.18,375.28,368.65,310.92,357.86,339.36,378.61,318.51,377.66,339.82,382.91,350.88,,15,965,34,24.08,
21.06.23 13:33:09,0.53,342.57,366.77,372.91,312.7,357.39,345.34,365.82,333.43,342.12,372.43,376.23,317.62,378.61,374.33,368.18,307.81,357.39,338.91,376.7,318.51,377.66,337.53,383.39,348.11,,15,965,34,24.11,
21.06.23 13:33:24,0.78,342.57,365.82,373.38,310.92,356.46,345.34,365.35,328.43,342.57,372.43,376.23,316.27,376.7,370.07,367.71,305.15,357.39,338.45,377.66,316.27,373.38,338.45,380.99,347.64,,15,965,34,24.14,
21.06.23 13:33:39,1.03,341.66,365.82,372.91,309.59,355.99,343.95,364.41,327.98,339.82,371.49,375.75,314.49,377.66,370.07,367.24,303.38,357.86,337.53,374.8,314.49,371.96,337.53,379.56,345.8,,15,965,34,24.15,
21.06.23 13:33:54,1.28,340.74,365.82,372.43,308.7,356.92,342.57,363.47,329.79,338.91,371.01,376.23,312.26,376.23,369.59,365.82,305.59,357.39,337.08,375.75,310.03,374.8,336.62,378.61,343.03,,15,965,34,24.16,
21.06.23 13:34:09,1.53,341.2,365.82,372.43,307.37,356.92,343.49,363.94,329.34,338.45,371.96,375.75,311.36,375.28,370.07,366.29,304.71,355.99,337.53,376.7,309.14,375.28,335.71,379.56,342.57,,15,965,34,24.18,
21.06.23 13:34:24,1.78,340.74,366.29,372.43,306.92,355.53,343.03,363.01,330.24,339.82,371.01,375.75,311.81,376.23,370.07,365.35,302.5,355.99,337.53,376.7,309.59,374.33,337.99,377.18,339.82,,15,965,34,24.18,
21.06.23 13:34:39,2.03,340.28,364.88,371.96,305.15,355.99,342.57,362.54,327.98,337.53,370.54,376.23,310.03,377.18,369.12,365.82,300.74,355.06,337.53,375.75,309.14,373.85,335.25,378.61,337.08,,15,965,34,24.18,
21.06.23 13:34:54,2.28,339.36,363.94,371.01,302.94,355.06,341.66,362.54,325.72,336.62,370.07,375.28,308.7,375.75,370.07,365.35,298.1,352.27,335.71,374.8,308.7,372.91,335.25,376.7,337.08,,15,965,34,24.21,
21.06.23 13:35:09,2.53,338.91,363.94,371.01,300.74,352.74,340.74,360.19,324.36,335.25,368.65,374.8,306.92,375.28,367.71,365.82,296.34,351.35,334.79,374.8,307.37,372.43,335.71,376.23,333.43,,15,965,34,24.22,
21.06.23 13:35:24,2.78,337.99,363.47,371.01,300.3,351.81,337.53,361.13,325.26,334.79,368.65,375.28,306.48,374.33,367.71,365.35,297.66,349.03,333.88,374.8,302.06,372.43,333.43,376.23,335.25,,15,965,34,24.22,
21.06.23 13:35:39,3.03,337.53,363.94,371.49,297.66,352.74,338.45,361.6,323.01,334.34,367.71,374.8,305.59,373.85,367.24,364.41,294.15,348.57,333.88,375.75,301.18,369.12,334.34,376.23,339.36,,15,965,34,24.22,
21.06.23 13:35:54,3.28,337.08,362.54,370.54,295.47,350.42,336.62,361.6,322.11,332.06,367.24,375.28,303.38,372.43,367.24,364.88,292.84,349.49,334.34,375.75,300.74,369.59,335.25,377.66,341.66,,15,965,34,24.23,
21.06.23 13:36:09,3.53,336.16,362.54,370.54,293.28,348.11,335.71,360.19,319.86,332.52,366.29,374.33,301.18,373.38,366.29,364.88,289.35,348.57,333.88,374.33,298.1,369.59,334.34,377.18,339.82,,15,965,34,24.23,
21.06.23 13:36:24,3.78,336.16,362.07,370.54,290.66,346.72,335.71,359.73,317.62,330.24,366.29,374.33,300.3,372.43,366.29,364.88,288.05,349.03,333.88,374.8,295.03,370.07,332.97,377.18,344.41,,15,965,34,24.26,
21.06.23 13:36:39,4.03,335.71,361.13,370.54,289.79,347.18,334.79,359.26,316.27,329.79,366.77,373.85,299.86,371.01,364.41,363.47,288.92,347.64,333.88,374.33,294.15,374.33,332.97,374.8,342.57,,15,965,34,24.25,
21.06.23 13:36:54,4.28,334.34,360.19,369.59,287.61,346.72,335.25,360.19,314.93,328.43,366.29,374.33,299.42,371.96,363.94,364.41,286.31,346.72,332.52,373.38,290.66,371.01,334.34,373.38,343.49,,15,965,34,24.26,
21.06.23 13:37:09,4.53,334.34,360.19,369.12,285.88,344.88,335.25,358.79,313.59,327.52,366.29,373.38,299.42,374.8,362.07,364.41,286.74,347.64,331.61,374.8,291.53,370.07,332.52,374.33,339.36,,15,965,34,24.26,
21.06.23 13:37:24,4.78,332.97,360.66,369.59,284.14,345.8,335.71,358.32,312.26,328.43,366.77,373.85,298.54,373.85,361.6,363.94,285.44,348.11,332.52,374.33,291.97,371.01,332.52,374.33,341.2,,15,965,34,24.26,
21.06.23 13:37:39,5.03,333.88,360.19,369.59,280.68,344.88,334.79,358.79,310.47,327.52,366.29,373.85,295.47,375.28,361.6,363.47,284.14,345.8,333.88,374.8,291.53,371.96,331.15,375.75,335.71,,15,965,34,24.28,
21.06.23 13:37:54,5.28,332.97,359.26,369.12,278.1,344.88,333.88,357.39,308.7,327.07,365.35,373.85,292.4,374.33,361.6,363.01,284.58,343.03,332.52,373.85,287.61,371.01,331.15,375.28,336.16,,15,965,34,24.28,
21.06.23 13:38:09,5.53,332.97,357.86,369.12,276.81,342.57,334.34,357.39,307.81,326.62,366.77,372.91,291.1,373.38,360.19,362.54,283.28,343.95,332.52,374.8,285.88,367.71,330.7,374.33,334.34,,15,965,34,24.28,
21.06.23 13:38:24,5.78,333.43,359.26,368.18,274.66,342.57,334.79,357.86,306.92,325.26,367.24,372.91,291.1,372.91,360.66,362.07,280.25,346.26,331.15,373.85,284.58,371.49,332.52,375.28,335.25,,15,965,34,24.29,
21.06.23 13:38:39,6.03,333.43,358.32,369.12,273.38,342.12,334.34,356.92,304.71,323.91,367.24,372.91,289.79,372.91,361.6,363.01,280.68,344.88,329.34,374.33,283.28,370.07,331.61,374.8,336.16,,15,965,34,24.29,
21.06.23 13:38:54,6.28,333.88,358.79,368.65,270.81,341.66,334.34,357.39,301.62,321.66,367.24,373.85,286.74,373.38,362.54,361.6,278.53,343.49,328.88,372.91,283.28,369.12,330.24,373.85,332.97,,15,965,34,24.29,
21.06.23 13:39:09,6.53,334.79,359.26,368.65,267.4,341.2,334.34,357.39,302.06,319.86,367.71,373.38,287.18,372.91,362.07,361.13,277.24,339.36,327.07,374.8,280.25,369.12,328.88,375.75,328.88,,15,965,34,24.29,
21.06.23 13:39:24,6.78,335.25,357.86,368.65,264.85,341.66,334.34,357.39,301.62,318.51,367.24,373.38,287.18,372.91,362.07,361.13,279.82,340.74,330.24,374.33,276.38,368.18,330.24,374.8,330.24,,15,965,34,24.29,
21.06.23 13:39:39,7.03,337.53,357.39,367.71,262.31,341.2,332.97,355.99,300.74,317.17,368.65,372.43,286.74,371.01,358.79,360.66,278.53,339.36,327.52,373.85,272.95,370.07,328.43,372.43,329.79,,15,965,34,24.3,
21.06.23 13:39:54,7.28,337.99,358.32,367.71,259.77,339.82,332.52,356.46,299.42,318.07,369.12,372.91,286.74,370.07,357.39,360.66,276.38,339.36,327.98,373.85,269.1,369.59,328.43,373.38,331.61,,15,965,34,24.32,
21.06.23 13:40:09,7.53,337.08,356.92,367.24,258.5,337.99,332.97,356.92,295.9,317.17,365.82,372.91,286.31,370.54,358.32,360.19,276.38,339.36,330.24,373.38,268.25,367.71,332.06,373.38,328.88,,15,965,34,24.32,
21.06.23 13:40:24,7.78,338.45,357.39,367.24,255.97,339.36,332.52,355.99,293.28,316.27,366.29,372.43,286.31,371.01,360.19,362.07,275.52,340.74,328.43,374.8,268.25,371.01,329.79,373.85,327.98,,15,965,34,24.32,
21.06.23 13:40:39,8.03,337.53,356.92,367.71,254.71,338.45,332.52,355.99,293.72,315.83,366.77,372.91,285.44,373.38,361.13,361.6,272.95,337.53,327.98,372.43,266.55,368.65,329.79,371.96,325.72,,15,965,34,24.32,
21.06.23 13:40:54,8.28,338.91,356.92,367.71,253.87,338.91,332.52,356.92,295.03,314.93,366.29,371.96,284.14,372.91,360.19,360.66,270.38,338.45,326.17,372.91,266.55,374.8,329.34,371.49,323.91,,15,965,34,24.33,
21.06.23 13:41:09,8.53,339.36,356.46,367.24,253.03,338.45,332.52,356.92,294.15,312.7,365.35,372.43,281.55,372.91,362.07,359.73,266.55,337.08,327.07,373.85,265.27,373.85,328.43,373.85,322.56,,15,965,34,24.33,
21.06.23 13:41:24,8.78,338.45,356.46,366.29,251.78,338.91,330.24,355.99,291.1,311.36,364.41,372.43,279.39,371.96,360.19,360.19,263.58,338.45,325.72,371.96,263.58,369.59,328.43,372.43,323.01,,15,965,34,24.33,
21.06.23 13:41:39,9.03,339.36,356.92,366.29,250.94,337.53,331.15,356.46,289.79,311.81,365.82,371.49,276.81,372.43,360.66,360.66,262.31,339.36,326.62,371.96,262.73,370.54,328.43,372.43,320.31,,15,965,34,24.33,
21.06.23 13:41:54,9.28,339.36,356.46,366.77,247.18,340.28,331.15,356.46,290.66,311.36,365.35,371.96,275.95,372.43,361.6,358.79,261.46,339.36,327.07,371.96,261.88,371.01,327.98,371.49,318.96,,15,965,34,24.33,
21.06.23 13:42:09,9.53,339.36,356.92,366.29,244.68,339.36,330.24,357.39,291.1,308.7,365.35,372.43,273.38,370.54,362.07,359.26,256.82,341.2,326.17,371.49,261.46,372.43,327.07,372.43,318.07,,15,965,34,24.33,
21.06.23 13:42:24,9.78,340.28,355.99,365.82,240.53,338.91,329.79,356.92,288.92,307.37,364.88,371.96,270.38,370.07,360.66,359.26,253.03,339.82,325.26,372.43,261.46,369.12,327.07,371.01,313.59,,15,965,34,24.33,
21.06.23 13:42:39,10.03,340.28,356.46,365.82,237.64,342.12,329.34,356.46,288.05,307.37,364.88,371.49,268.25,369.12,360.66,359.26,251.78,342.12,324.81,372.91,260.19,370.54,327.98,371.01,317.62,,15,965,34,24.36,
21.06.23 13:42:54,10.28,341.2,356.92,366.77,235.58,343.49,328.43,356.46,286.31,306.48,364.41,372.43,266.55,367.71,361.13,359.73,250.52,340.74,324.81,372.43,261.46,371.96,330.24,370.54,316.72,,15,965,34,24.34,
21.06.23 13:43:09,10.53,341.66,357.39,365.82,233.93,344.41,328.88,356.92,287.61,306.48,363.01,371.96,262.73,367.24,360.19,358.79,250.52,340.74,326.17,372.43,262.31,373.38,328.88,371.96,315.38,,15,965,34,24.36,
21.06.23 13:43:24,10.78,341.66,356.46,365.82,233.52,343.95,328.43,356.46,288.48,307.37,363.01,371.96,258.5,367.24,358.79,358.32,251.78,339.36,325.72,371.96,262.73,371.96,327.07,370.07,317.17,,15,965,34,24.36,
21.06.23 13:43:39,11.03,340.74,356.46,365.35,231.88,343.95,326.62,356.46,288.48,304.27,363.01,371.49,255.97,366.77,357.39,358.79,253.87,338.91,323.01,371.96,262.73,374.8,326.62,371.49,318.07,,15,965,34,24.36,
21.06.23 13:43:54,11.28,340.74,357.39,364.88,229.01,343.95,326.62,356.92,287.18,303.38,363.94,371.49,256.82,365.82,357.39,357.86,253.45,340.28,324.36,372.43,264,373.85,326.17,370.54,318.51,,15,965,34,24.36,
21.06.23 13:44:09,11.53,340.28,356.92,365.35,224.93,343.95,326.62,355.99,285.88,301.62,364.88,371.49,254.71,364.88,361.13,356.46,253.87,338.91,323.01,371.49,266.12,374.8,325.72,370.07,319.86,,15,965,34,24.36,
21.06.23 13:44:24,11.78,338.91,357.39,365.35,222.89,347.18,326.17,356.92,287.18,302.06,365.35,371.96,256.4,368.18,360.66,357.39,255.55,339.36,323.01,372.43,265.7,377.18,328.43,371.49,320.31,,15,965,34,24.36,
21.06.23 13:44:39,12.03,338.91,358.32,364.88,221.67,346.26,325.26,356.92,289.35,299.42,364.88,371.49,255.55,368.18,361.13,357.86,256.82,339.82,322.11,371.96,262.73,378.61,325.72,370.07,322.56,,15,965,34,24.36,
21.06.23 13:44:54,12.28,337.53,357.86,364.88,220.86,346.26,325.26,357.39,290.66,297.22,363.01,371.49,257.24,368.18,358.79,356.92,258.92,338.45,323.01,372.43,263.15,379.56,327.07,370.54,323.01,,15,965,34,24.37,
21.06.23 13:45:09,12.53,337.08,357.86,364.41,219.24,347.18,325.26,357.86,288.48,295.47,363.01,371.49,258.5,368.65,357.39,357.86,259.35,335.71,322.56,371.49,263.15,380.52,325.72,369.59,323.46,,15,965,34,24.36,
21.06.23 13:45:24,12.78,337.53,358.79,364.88,219.65,349.49,325.26,357.39,289.35,297.22,363.94,371.01,259.77,368.65,356.46,358.32,262.73,335.25,321.66,371.01,264,381.95,326.17,367.24,325.72,,15,965,34,24.37,
21.06.23 13:45:39,13.03,337.99,356.92,363.94,220.05,348.57,323.91,356.46,290.66,297.22,364.88,371.49,258.92,370.54,356.92,357.86,263.58,333.88,321.66,371.49,266.55,379.56,327.98,371.01,321.66,,15,965,34,24.37,
21.06.23 13:45:54,13.28,337.53,357.86,363.94,219.24,346.72,324.81,357.86,290.66,298.1,364.88,371.49,257.24,370.07,358.32,357.39,263.58,333.43,323.01,372.43,264.85,378.61,327.52,368.65,319.86,,15,965,34,24.39,
21.06.23 13:46:09,13.53,337.08,358.79,363.94,220.46,349.03,323.46,356.46,291.97,296.34,363.01,371.01,255.13,370.07,358.32,356.92,264.42,334.79,322.56,370.54,265.27,382.91,329.34,369.59,316.72,,15,965,34,24.39,
21.06.23 13:46:24,13.78,336.62,358.32,363.47,220.46,348.11,323.46,356.92,292.4,295.47,363.01,371.49,255.55,370.54,357.39,355.06,264.42,334.79,322.11,370.54,269.53,380.99,327.52,369.59,325.72,,15,965,34,24.39,
21.06.23 13:46:39,14.03,336.16,357.86,363.47,220.05,347.18,322.56,356.92,295.03,294.59,363.47,371.49,255.13,370.54,357.86,355.99,266.12,334.79,322.56,370.07,272.09,379.09,327.98,369.12,328.88,,15,965,34,24.39,
21.06.23 13:46:54,14.28,335.25,357.39,363.94,220.05,345.8,323.01,356.92,296.78,294.59,362.54,371.96,255.97,371.96,357.39,355.53,265.27,334.34,321.66,371.96,268.68,378.61,326.62,368.18,329.34,,15,965,34,24.39,
21.06.23 13:47:09,14.53,335.25,356.92,363.94,219.24,344.41,323.01,357.39,297.66,293.72,362.54,372.91,255.97,368.65,355.99,355.06,264.85,335.25,321.66,371.49,267.83,377.18,327.07,367.71,325.26,,15,965,34,24.4,
21.06.23 13:47:24,14.78,334.34,356.92,363.01,219.24,345.34,323.01,357.39,297.22,292.4,362.07,372.91,259.77,368.18,352.74,356.46,262.73,334.34,320.31,371.49,266.12,375.75,325.26,368.18,324.81,,15,965,34,24.39,
21.06.23 13:47:39,15.03,333.88,356.46,363.47,219.65,344.41,321.66,355.99,297.22,291.53,362.07,371.49,260.19,367.24,353.67,355.06,263.15,335.25,319.41,370.07,262.31,375.75,323.46,365.82,325.26,,15,965,34,24.4,
21.06.23 13:47:54,15.28,332.06,356.46,363.01,219.24,344.41,322.11,356.46,297.66,290.66,361.13,371.01,261.88,368.18,354.13,355.53,264.42,335.71,319.41,370.54,261.46,377.18,323.91,367.71,324.36,,15,965,34,24.4,
21.06.23 13:48:09,15.53,331.61,356.46,363.01,220.05,343.49,321.21,355.53,297.66,289.79,359.73,372.43,262.73,365.82,355.53,355.99,262.31,335.71,318.96,368.65,260.19,374.8,324.36,367.24,323.01,,15,965,34,24.4,
21.06.23 13:48:24,15.78,331.61,356.92,362.54,218.43,342.12,320.76,355.53,297.66,288.05,359.73,371.96,263.15,364.41,356.46,355.53,260.19,335.71,318.96,369.59,258.08,376.7,323.91,367.71,329.34,,15,965,34,24.4,
21.06.23 13:48:39,16.03,332.06,356.46,363.01,218.03,342.12,320.31,355.99,297.22,287.18,360.66,371.96,264.42,365.82,354.13,355.53,261.04,334.34,318.07,369.59,257.66,375.75,325.26,366.29,332.52,,15,965,34,24.41,
21.06.23 13:48:54,16.28,332.52,356.46,362.54,219.24,342.57,321.21,355.53,296.34,285.44,360.19,371.96,265.27,366.77,354.6,353.67,261.46,331.15,318.96,369.59,259.77,374.8,327.07,368.18,331.15,,15,965,34,24.41,
21.06.23 13:49:09,16.53,331.15,355.53,363.01,219.24,342.57,321.21,355.06,295.47,283.71,360.66,372.43,265.27,369.12,352.74,353.2,257.24,331.61,318.51,368.18,262.31,373.85,327.98,366.29,334.34,,15,965,34,24.4,
21.06.23 13:49:24,16.78,330.7,356.46,363.01,220.46,343.03,320.76,355.53,294.59,284.58,362.54,371.96,267.83,369.59,353.2,354.6,258.08,329.79,319.41,369.12,258.5,375.28,324.81,367.24,333.43,,15,965,34,24.41,
21.06.23 13:49:39,17.03,330.7,355.99,362.07,218.43,343.03,318.07,355.06,291.53,282.41,363.01,372.91,268.68,366.77,352.74,353.2,258.5,330.7,319.41,368.65,257.66,374.8,322.56,365.82,332.52,,15,965,34,24.41,
21.06.23 13:49:54,17.28,330.7,355.53,362.07,217.22,343.95,319.86,355.06,292.4,280.25,362.54,371.96,269.1,365.82,351.81,354.13,258.08,333.43,319.86,368.65,255.97,374.33,323.91,366.77,334.79,,15,965,34,24.41,
21.06.23 13:50:09,17.53,330.24,356.46,361.13,214.8,343.49,318.07,354.6,292.84,279.82,362.07,372.43,266.55,363.94,352.74,354.13,258.5,333.43,320.76,368.65,255.13,372.43,323.01,367.24,333.43,,15,965,34,24.43,
21.06.23 13:50:24,17.78,330.7,356.92,361.6,215.6,342.57,318.51,354.13,291.1,278.96,362.07,372.43,266.55,363.94,352.27,352.74,258.92,332.52,322.11,369.59,254.71,373.85,323.01,364.41,328.88,,15,965,34,24.43,
21.06.23 13:50:39,18.03,329.79,355.99,362.07,216.41,343.95,317.62,354.6,290.22,277.67,361.6,372.43,266.55,364.88,352.74,354.6,261.88,332.52,322.11,369.12,253.87,371.49,322.56,365.35,331.61,,15,965,34,24.43,
21.06.23 13:50:54,18.28,329.34,355.99,362.07,216.01,344.88,318.07,353.67,290.66,279.39,361.6,372.43,261.46,365.82,352.74,353.67,263.58,328.43,322.11,368.65,251.36,373.85,322.11,364.41,333.88,,15,965,34,24.44,
21.06.23 13:51:09,18.53,330.24,355.53,362.07,215.2,343.95,317.17,353.67,289.79,279.82,362.54,372.43,263.58,367.24,352.74,353.67,263.58,329.34,320.76,369.12,251.36,371.96,323.91,366.29,336.62,,15,965,34,24.46,
21.06.23 13:51:24,18.78,328.43,354.6,362.54,215.2,342.57,316.72,353.2,290.22,278.53,366.29,372.43,262.31,367.71,352.27,354.13,259.77,332.52,322.11,369.12,252.62,373.85,324.36,366.29,336.16,,15,965,34,24.47,
21.06.23 13:51:39,19.03,329.79,355.99,362.07,214.39,346.26,316.27,353.2,289.79,277.67,366.77,373.38,259.35,368.65,353.2,354.13,261.46,330.24,321.66,370.54,250.1,371.49,323.46,367.71,333.88,,15,965,34,24.48,
21.06.23 13:51:54,19.28,327.98,355.99,361.6,215.2,345.8,316.27,352.74,288.92,280.68,366.77,372.91,258.92,369.12,353.67,353.2,259.77,330.7,319.86,370.07,249.27,373.85,323.46,367.71,332.97,,15,965,34,24.51,
21.06.23 13:52:09,19.53,327.98,355.99,362.54,216.01,343.95,316.72,353.2,287.18,278.96,367.24,372.91,259.77,364.41,354.6,352.74,260.19,328.88,318.51,370.54,252.2,371.01,322.11,367.24,331.61,,15,965,34,24.54,
21.06.23 13:52:24,19.78,327.07,355.99,362.07,216.01,343.03,316.72,353.2,287.18,279.39,365.82,373.38,258.92,365.35,353.2,353.67,260.61,327.98,319.86,370.07,250.1,373.38,323.46,368.65,336.62,,15,965,34,24.54,
21.06.23 13:52:39,20.03,327.07,355.99,362.07,215.2,342.12,314.93,353.2,288.05,278.1,365.35,372.91,258.92,365.82,350.88,354.13,259.35,330.24,318.96,370.07,250.1,371.96,322.56,367.71,336.16,,15,965,34,24.54,
21.06.23 13:52:54,20.28,326.17,355.53,361.6,216.01,342.12,314.93,352.27,288.92,278.53,366.29,373.38,258.08,364.41,351.81,353.67,258.92,327.98,319.41,370.54,249.27,372.43,320.76,366.29,336.16,,15,965,34,24.57,
21.06.23 13:53:09,20.53,325.72,355.53,361.6,217.22,341.66,314.04,352.74,288.92,276.38,365.35,372.91,253.45,361.6,352.74,353.2,260.19,327.07,319.86,369.59,250.94,371.96,321.21,366.77,334.79,,15,965,34,24.57,
21.06.23 13:53:24,20.78,324.36,355.53,362.07,215.6,342.57,314.93,352.74,288.92,276.81,363.47,373.38,255.97,365.82,353.2,353.67,259.77,325.26,318.96,371.01,248.85,373.38,323.01,365.35,333.88,,15,965,34,24.58,
21.06.23 13:53:39,21.03,324.36,355.06,361.6,212.38,343.95,314.04,353.67,289.35,275.09,361.6,373.38,257.24,364.41,351.35,354.13,258.5,327.52,319.41,371.49,247.18,373.38,322.56,366.29,327.07,,15,965,34,24.58,
21.06.23 13:53:54,21.28,323.01,355.06,362.07,210.77,343.49,313.15,352.74,288.92,275.95,361.13,371.96,258.08,366.29,350.88,353.2,258.92,327.98,319.41,371.01,248.43,372.91,321.66,365.35,327.52,,15,965,34,24.58,
21.06.23 13:54:09,21.53,322.56,354.6,361.6,208.77,344.41,314.49,352.74,289.79,275.52,360.66,372.91,256.4,364.41,352.27,352.27,259.77,327.98,319.41,369.12,244.27,374.33,321.66,365.35,327.52,,15,965,34,24.59,
21.06.23 13:54:24,21.78,321.21,353.67,361.6,205.97,343.03,312.26,351.81,288.92,276.81,359.73,372.91,256.82,364.41,350.42,353.2,258.92,329.79,318.51,370.54,244.68,371.01,319.86,365.35,326.17,,15,965,34,24.61,
21.06.23 13:54:39,22.03,322.56,354.13,361.6,203.18,343.49,312.7,352.27,288.48,274.66,362.07,373.85,255.55,364.41,351.35,353.2,256.82,330.24,318.96,368.65,240.53,369.59,320.76,366.29,334.34,,15,965,34,24.61,
21.06.23 13:54:54,22.28,321.66,353.2,361.13,199.99,344.41,312.26,352.27,289.35,272.09,362.07,373.38,256.82,363.47,349.96,351.81,257.24,330.24,320.76,370.54,235.58,370.07,319.86,364.41,336.16,,15,965,34,24.61,
21.06.23 13:55:09,22.53,322.11,352.74,361.6,197.62,345.34,312.26,351.81,288.48,272.52,360.19,372.91,255.55,363.01,349.49,351.81,254.29,329.34,318.96,369.59,235.17,367.71,320.76,366.29,337.08,,15,965,34,24.61,
21.06.23 13:55:24,22.78,321.21,353.2,360.66,197.22,343.95,311.36,351.35,289.35,271.24,358.79,372.91,254.29,365.35,349.03,352.74,253.03,331.61,319.86,370.07,237.64,368.65,319.41,363.94,329.34,,15,965,34,24.61,
21.06.23 13:55:39,23.03,320.76,352.74,361.13,197.62,340.74,312.26,351.81,289.79,270.81,360.66,373.85,252.2,363.47,349.03,351.81,253.03,330.7,320.76,368.65,233.52,366.77,318.96,363.47,324.81,,15,965,34,24.62,
21.06.23 13:55:54,23.28,321.66,353.67,361.13,195.64,341.66,312.26,351.81,288.48,268.68,360.19,372.91,251.78,361.6,349.49,351.81,252.2,332.97,319.86,369.12,231.88,362.54,318.51,364.88,321.66,,15,965,34,24.61,
21.06.23 13:56:09,23.53,321.21,352.27,360.66,194.45,339.36,310.92,351.35,287.18,269.96,360.19,373.38,253.45,359.26,347.64,351.35,250.52,331.61,319.86,369.59,231.06,365.35,318.51,363.47,322.56,,15,965,34,24.64,
21.06.23 13:56:24,23.78,321.21,351.81,361.6,194.45,337.99,310.92,350.42,286.74,268.25,358.79,373.85,252.2,359.73,347.64,351.35,250.94,330.24,320.76,369.12,222.89,368.18,316.72,365.82,323.91,,15,965,34,24.65,
21.06.23 13:56:39,24.03,319.86,351.81,361.6,195.64,337.53,311.81,350.42,285.44,267.83,358.32,373.38,254.71,360.19,348.57,352.27,248.01,330.7,320.31,369.59,223.3,365.35,314.93,363.47,323.01,,15,965,34,24.65,
21.06.23 13:56:54,24.28,320.31,352.27,361.13,194.06,337.53,311.36,350.88,284.58,269.1,356.92,373.38,256.82,361.13,350.88,352.27,247.18,333.43,320.76,369.12,221.27,364.41,316.27,363.94,327.98,,15,965,34,24.65,
21.06.23 13:57:09,24.53,319.86,351.35,360.66,190.91,337.08,310.92,350.42,284.58,269.96,354.13,372.91,258.92,361.13,349.49,351.35,243.85,330.24,320.31,369.59,220.05,364.41,314.49,362.07,322.56,,15,965,34,24.65,
21.06.23 13:57:25,24.8,318.96,351.81,361.13,192.88,337.99,310.47,350.42,283.71,269.96,353.2,373.38,259.77,360.66,348.11,351.35,243.85,331.61,318.51,370.07,218.84,365.82,314.04,363.01,321.66,,15,965,34,24.65,
