Measurement Name :,20230623_SDR641_Run07_Plate13_TPC,,Generated On :,"23/06/2023, 15:38:41",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
23.06.23 15:21:23,0.03,176.87,184.54,181.57,181.04,183.1,181.51,183.32,186.21,181.14,188.1,186.14,182.9,183.81,178.55,189.16,189.69,184.6,187.59,180.35,189.1,180.43,178.3,185.93,183.99,,28,965,33,27.16,
23.06.23 15:21:38,0.28,178.13,185.31,182.32,182.55,182.6,182.78,184.59,184.96,182.94,187.84,187.4,183.4,184.83,179.05,189.68,190.71,184.86,188.37,181.86,189.9,181.93,181.31,185.18,184.98,,28,965,33,27.04,
23.06.23 15:21:53,0.53,178.39,184.8,182.83,182.05,183.6,182.02,185.86,184.47,180.63,187.58,187.4,184.9,185.59,179.3,190.45,191.22,185.36,189.67,181.36,190.17,182.18,181.31,186.18,185.23,,28,965,33,27,
23.06.23 15:22:08,0.78,178.9,185.56,182.57,183.57,184.36,184.3,186.36,184.47,181.66,187.58,187.91,185.4,186.1,180.31,190.19,190.71,185.87,189.67,181.61,190.17,182.42,182.32,186.94,185.23,,28,965,33,26.96,
23.06.23 15:22:23,1.03,180.17,186.08,184.09,184.83,185.62,184.3,187.13,185.21,181.91,187.58,187.91,185.4,187.89,178.05,191.48,191.48,186.12,191.23,182.86,192.04,182.67,182.83,187.94,185.97,,28,965,33,26.96,
23.06.23 15:22:38,1.28,180.42,186.85,184.09,184.58,186.13,184.56,187.38,184.96,181.91,188.88,187.66,185.4,187.63,178.55,190.97,191.73,187.39,190.45,183.62,191.23,184.17,183.08,188.95,186.47,,28,965,33,26.96,
23.06.23 15:22:53,1.53,180.42,187.36,184.34,184.07,186.38,185.32,187.64,184.71,182.43,188.36,188.42,186.16,188.4,177.55,190.97,191.22,186.63,191.49,183.62,191.77,182.92,184.09,189.2,186.22,,28,965,33,26.94,
23.06.23 15:23:09,1.8,181.19,187.62,185.1,185.09,186.64,185.32,187.38,185.46,183.2,189.4,188.42,187.17,188.15,177.3,191.48,191.48,187.65,192.27,184.37,192.84,183.17,184.09,189.7,187.22,,28,965,33,26.94,
23.06.23 15:23:24,2.05,181.44,187.62,184.6,185.09,186.38,185.83,187.64,185.71,183.2,190.18,188.67,185.66,187.63,178.8,189.94,190.46,187.39,193.32,184.37,191.77,183.92,184.85,189.7,185.47,,28,965,33,26.97,
23.06.23 15:23:39,2.3,182.46,188.9,184.6,185.85,186.64,185.83,187.13,185.96,184.23,190.18,190.46,187.42,190.45,178.8,190.45,191.22,187.39,193.58,184.37,192.57,185.42,184.34,190.97,187.47,,28,965,33,26.99,
23.06.23 15:23:54,2.55,182.21,188.39,185.36,185.09,186.64,186.09,185.86,185.96,183.71,188.62,188.16,187.42,189.43,176.05,192,190.71,187.39,193.32,184.62,193.38,185.17,184.85,189.45,186.97,,28,965,33,27.01,
23.06.23 15:24:09,2.8,182.72,189.68,185.36,185.6,186.64,186.6,185.86,186.21,185,189.14,189.44,187.42,189.68,175.56,192.26,190.2,187.14,193.06,184.37,192.3,184.67,184.85,190.21,186.97,,28,965,33,27.03,
23.06.23 15:24:24,3.05,182.98,190.19,185.36,186.11,185.62,187.37,187.13,186.46,186.55,189.92,187.66,187.42,189.94,176.8,191.48,190.71,186.88,192.53,185.38,191.5,185.42,185.1,190.21,186.47,,28,965,33,27.04,
23.06.23 15:24:39,3.3,182.98,190.19,185.61,185.6,186.38,187.63,188.41,186.96,184.48,189.4,188.16,188.43,190.71,177.05,192,189.69,187.39,192.53,185.63,192.57,185.42,186.12,190.71,186.47,,28,965,33,27.05,
23.06.23 15:24:54,3.55,183.23,189.93,185.61,185.34,186.64,188.39,185.09,186.21,185,190.18,189.18,187.42,191.48,176.3,190.71,191.48,187.14,191.49,185.38,193.11,184.42,186.12,191.22,186.22,,28,965,33,27.05,
23.06.23 15:25:09,3.8,183.23,188.13,185.1,186.11,187.15,187.63,184.08,187.21,185.52,189.4,188.67,187.93,191.23,175.8,192.52,189.44,186.38,189.93,184.88,193.38,185.67,185.86,189.7,186.47,,28,965,33,27.07,
23.06.23 15:25:24,4.05,182.98,189.68,185.86,184.83,187.4,188.14,183.32,186.71,185,190.18,188.42,187.67,191.74,174.81,191.48,189.19,185.36,188.89,185.38,192.57,185.42,186.88,191.22,187.47,,28,965,33,27.08,
23.06.23 15:25:39,4.3,183.49,192,185.36,185.6,187.15,188.39,182.56,186.96,184.23,189.92,188.67,187.93,188.91,176.3,192,189.19,187.14,191.75,185.89,191.5,185.42,187.9,191.47,185.97,,28,965,33,27.1,
23.06.23 15:25:54,4.55,182.72,190.45,185.36,185.09,186.38,188.39,181.04,187.46,183.45,190.18,187.4,187.67,189.17,177.3,190.71,188.93,186.88,192.27,185.38,193.65,185.93,186.37,189.7,186.47,,28,965,33,27.1,
23.06.23 15:26:09,4.8,182.72,190.19,184.85,185.09,184.87,188.14,180.29,187.71,184.74,189.4,187.91,187.42,189.17,178.05,191.48,190.2,185.87,193.58,185.63,192.3,185.93,186.12,189.96,185.23,,28,965,33,27.11,
23.06.23 15:26:24,5.05,182.46,190.45,185.36,184.07,184.36,188.91,180.29,187.21,184.48,189.14,188.16,187.93,189.94,177.8,191.23,189.19,185.87,195.42,186.65,192.57,184.92,186.12,191.73,185.72,,28,965,33,27.14,
23.06.23 15:26:39,5.3,182.72,189.42,185.1,184.07,184.87,189.17,179.53,187.46,184.23,191.75,188.93,187.42,189.94,178.8,191.74,189.69,187.14,194.37,187.15,192.84,185.42,186.88,192.23,186.22,,28,965,33,27.14,
23.06.23 15:26:54,5.55,182.72,190.97,184.6,182.55,185.37,189.68,180.04,187.46,183.71,192.8,188.16,187.67,190.2,177.55,191.23,189.19,187.65,193.32,186.9,192.04,185.42,187.39,192.23,186.47,,28,965,33,27.14,
23.06.23 15:27:09,5.8,181.95,191.23,184.34,182.55,185.12,189.17,181.8,187.71,183.97,192.28,188.42,187.93,189.68,177.55,190.19,189.44,187.9,192.8,186.39,191.23,185.42,188.16,191.98,186.22,,28,965,33,27.15,
23.06.23 15:27:24,6.05,181.95,191.49,184.09,181.79,185.12,188.65,182.31,187.96,186.81,191.75,187.66,189.19,188.66,174.81,189.42,189.19,188.16,193.32,187.41,192.3,186.18,187.65,190.21,185.72,,28,965,33,27.14,
23.06.23 15:27:39,6.3,182.21,190.45,184.09,181.79,183.86,189.17,183.82,189.96,184.74,192.01,187.91,188.94,188.66,177.55,189.42,188.42,189.69,194.89,187.66,189.9,184.42,187.14,191.22,185.97,,28,965,33,27.15,
23.06.23 15:27:54,6.55,181.95,188.65,184.09,182.05,185.12,188.39,183.07,189.21,186.03,191.23,188.93,188.43,188.66,175.8,190.19,188.42,188.67,194.37,186.39,190.43,184.92,187.14,190.46,185.23,,28,965,33,27.15,
23.06.23 15:28:09,6.8,181.44,187.87,183.84,181.79,186.38,189.42,182.81,189.21,183.71,190.71,187.91,188.43,187.12,174.56,189.16,186.9,188.16,193.32,186.65,190.7,184.42,188.16,190.97,184.48,,28,965,33,27.15,
23.06.23 15:28:24,7.05,181.44,186.85,183.84,182.81,185.12,189.17,182.56,189.21,183.71,192.01,188.42,190.71,187.12,173.81,189.68,187.16,187.9,190.97,186.65,189.9,184.42,187.65,189.96,184.98,,28,965,33,27.18,
23.06.23 15:28:39,7.3,181.19,186.08,183.33,182.3,184.11,190.19,181.3,188.46,181.66,192.8,187.4,190.71,186.87,174.06,191.23,187.41,187.9,189.41,186.14,190.97,183.67,186.37,190.97,183.99,,28,965,33,27.18,
23.06.23 15:28:54,7.55,180.68,186.08,183.33,184.07,184.11,189.94,180.29,187.71,181.4,191.49,187.4,188.94,186.1,171.83,190.71,188.17,188.67,188.63,187.41,189.37,184.17,187.9,189.45,183.24,,28,965,33,27.18,
23.06.23 15:29:09,7.8,180.17,185.56,183.08,184.33,184.61,188.91,178.03,187.96,180.89,189.66,187.15,188.68,184.32,170.6,189.68,187.16,190.2,186.55,186.65,189.9,183.92,186.63,188.44,183.74,,28,965,33,27.18,
23.06.23 15:29:24,8.05,180.42,185.05,183.33,183.31,182.6,189.68,177.53,188.46,183.2,188.88,186.9,186.92,184.07,169.61,189.94,186.9,188.16,188.11,187.41,190.17,183.92,187.39,189.45,185.72,,28,965,33,27.18,
23.06.23 15:29:39,8.3,180.68,186.08,182.83,182.81,183.35,190.45,176.28,188.71,183.45,190.45,187.91,189.19,183.81,169.86,188.91,186.9,187.39,187.07,186.9,189.63,184.92,188.67,188.44,185.72,,28,965,33,27.19,
23.06.23 15:29:54,8.55,180.42,184.29,182.57,182.55,182.6,190.19,176.28,187.46,183.97,190.18,186.39,188.94,183.31,169.61,187.88,186.65,187.65,186.04,186.39,189.9,184.67,187.9,189.45,185.72,,28,965,33,27.19,
23.06.23 15:30:09,8.8,180.68,183.52,181.82,181.04,183.1,190.19,176.03,187.21,181.91,190.45,187.4,188.68,186.1,168.14,188.65,186.4,186.63,185.26,186.9,188.57,185.42,188.16,189.7,185.47,,28,965,33,27.22,
23.06.23 15:30:24,9.05,180.17,182.76,182.32,181.79,183.1,190.19,178.28,186.71,182.17,191.75,187.4,189.44,185.85,169.61,189.42,186.9,186.38,183.72,186.65,189.37,185.67,187.65,190.97,185.23,,28,965,33,27.22,
23.06.23 15:30:39,9.3,179.4,181.99,181.57,180.78,182.34,189.94,179.03,184.96,183.45,189.4,188.16,187.93,183.81,169.61,187.88,185.39,185.87,182.69,186.9,190.17,185.17,187.9,189.96,184.73,,28,965,33,27.22,
23.06.23 15:30:54,9.55,179.4,182.25,180.81,181.29,183.35,190.19,179.03,184.96,183.97,187.06,188.93,187.17,185.08,169.86,188.14,186.4,185.36,183.46,186.65,188.57,186.43,187.65,189.7,183,,28,965,33,27.22,
23.06.23 15:31:09,9.8,179.4,181.74,180.81,181.29,184.61,190.45,179.03,184.96,185.52,186.54,186.9,185.15,186.87,169.86,188.65,185.64,184.86,182.95,186.65,188.83,184.92,188.67,190.97,184.48,,28,965,33,27.24,
23.06.23 15:31:24,10.05,179.91,181.74,180.56,180.28,183.35,190.45,179.28,183.97,183.97,182.67,186.9,185.91,186.36,168.87,187.88,185.39,185.36,183.72,187.91,188.83,183.17,187.9,190.21,184.98,,28,965,33,27.24,
23.06.23 15:31:39,10.3,180.42,180.47,180.81,180.28,182.85,191.23,179.79,185.21,182.43,183.18,186.39,184.9,187.12,170.35,187.11,184.13,185.11,182.69,187.66,188.57,183.92,188.16,189.45,185.47,,28,965,33,27.26,
23.06.23 15:31:54,10.55,179.91,181.99,180.81,181.29,182.6,189.94,180.04,184.96,181.4,182.41,186.14,184.9,186.61,172.33,186.09,185.39,183.59,181.41,187.91,188.57,182.42,187.65,190.97,183.74,,28,965,33,27.28,
23.06.23 15:32:09,10.8,179.91,181.99,180.81,180.03,181.84,190.97,179.03,184.96,180.37,184.99,185.38,184.15,185.34,172.08,184.55,185.64,184.1,182.43,188.17,187.77,183.67,188.41,191.73,184.48,,28,965,33,27.29,
23.06.23 15:32:24,11.05,180.68,180.98,181.31,179.02,181.59,190.71,178.53,185.21,180.12,185.51,185.88,184.4,185.08,170.1,184.81,183.12,185.11,180.38,189.18,188.83,184.42,188.41,191.73,185.23,,28,965,33,27.32,
23.06.23 15:32:39,11.3,180.42,178.44,180.81,178.52,181.84,190.97,179.03,185.71,181.4,184.99,184.87,184.4,184.57,171.34,185.57,183.62,184.6,181.41,188.17,188.57,183.42,189.69,191.47,185.23,,28,965,33,27.32,
23.06.23 15:32:54,11.55,181.19,178.7,180.81,179.78,181.59,190.97,178.28,185.96,182.43,182.41,185.88,184.65,185.08,169.12,184.55,184.88,184.35,180.38,188.68,189.63,184.17,189.18,192.23,184.98,,28,965,33,27.33,
23.06.23 15:33:09,11.8,180.17,180.21,180.06,179.78,179.83,191.74,179.53,186.21,183.45,183.96,185.63,182.15,188.4,169.37,184.81,183.37,185.11,181.15,188.42,189.1,183.67,189.43,192.23,184.48,,28,965,33,27.33,
23.06.23 15:33:24,12.05,180.42,179.96,180.56,179.52,179.58,190.45,178.78,186.46,182.43,181.64,185.63,182.65,185.59,171.59,184.04,183.87,185.11,180.9,188.93,189.37,183.92,189.69,190.71,186.72,,28,965,33,27.33,
23.06.23 15:33:39,12.3,179.91,180.21,179.81,178.77,180.08,191.74,177.53,186.96,180.12,184.73,185.12,181.4,184.07,171.34,183.53,183.37,184.86,181.15,188.42,189.1,182.18,189.18,188.95,186.22,,28,965,33,27.36,
23.06.23 15:33:54,12.55,179.91,180.21,180.31,179.27,179.58,190.97,175.78,186.71,180.63,183.7,185.12,180.15,183.56,170.35,184.04,184.38,184.1,181.15,187.66,188.83,183.67,189.43,189.96,182.5,,28,965,33,27.36,
23.06.23 15:34:09,12.8,179.4,181.23,180.06,178.02,179.33,191.74,176.53,188.46,179.35,181.9,185.38,180.9,183.05,168.63,182.77,183.12,184.35,182.18,188.68,188.3,183.67,188.41,189.96,180.04,,28,965,33,27.38,
23.06.23 15:34:24,13.05,178.9,180.72,179.55,178.52,180.59,191.74,176.53,188.96,179.61,179.33,184.87,180.15,183.81,167.4,184.55,182.12,185.87,183.97,188.17,188.83,184.42,188.92,189.2,180.78,,28,965,33,27.36,
23.06.23 15:34:39,13.3,177.88,181.48,180.81,178.27,180.34,191.48,177.53,189.46,180.12,179.59,186.9,180.15,183.56,167.4,183.79,182.37,184.1,183.46,187.66,188.57,184.42,189.43,189.96,179.55,,28,965,33,27.38,
23.06.23 15:34:54,13.55,177.63,181.48,181.31,176.76,179.58,191.23,177.28,188.96,181.91,179.33,186.39,179.65,184.07,169.37,184.81,182.37,184.35,183.2,187.66,188.04,183.92,188.41,189.96,183.74,,28,965,33,27.4,
23.06.23 15:35:09,13.8,177.63,181.23,181.06,176.76,179.83,191.23,176.78,188.96,180.37,177.54,187.15,178.91,184.32,168.14,184.55,181.86,183.59,182.95,187.15,188.04,182.18,189.69,190.21,183,,28,965,33,27.4,
23.06.23 15:35:24,14.05,177.12,180.47,181.82,177.02,179.58,191.74,176.78,188.71,179.35,178.31,187.4,178.66,184.32,168.63,183.79,182.12,185.36,179.62,187.91,187.51,183.17,189.94,190.97,182.5,,28,965,33,27.4,
23.06.23 15:35:39,14.3,177.37,181.23,181.57,177.77,179.33,190.97,176.03,188.21,179.35,179.08,187.66,177.42,185.59,167.4,183.53,182.62,184.86,181.41,187.91,186.18,183.67,188.92,188.7,181.27,,28,965,33,27.4,
23.06.23 15:35:54,14.55,177.12,181.48,182.07,179.02,181.84,191.74,178.03,188.21,180.63,179.84,186.9,177.91,185.85,168.63,184.3,184.13,184.6,184.23,188.68,187.77,182.18,190.71,189.2,182.01,,28,965,33,27.4,
23.06.23 15:36:09,14.8,176.36,181.99,182.07,178.02,180.84,191.23,176.78,187.21,179.61,180.61,186.64,177.17,184.57,167.89,183.79,182.87,184.1,182.18,187.66,187.24,181.93,189.94,187.94,180.53,,28,965,33,27.41,
23.06.23 15:36:24,15.05,176.11,181.48,182.57,176.76,180.59,192,175.03,186.96,177.06,178.56,186.39,177.17,184.07,167.89,184.04,182.12,183.84,181.15,188.42,186.98,182.42,189.69,186.94,179.79,,28,965,33,27.41,
23.06.23 15:36:39,15.3,176.36,182.25,182.57,177.02,181.59,191.74,173.04,187.96,178.08,180.1,187.66,177.17,185.59,166.91,184.3,181.86,184.35,178.6,188.68,187.51,183.17,190.71,187.44,181.27,,28,965,33,27.41,
23.06.23 15:36:54,15.55,176.36,184.8,183.08,176.76,181.59,192,172.05,187.96,177.06,178.05,188.16,177.17,184.57,167.4,185.32,181.11,184.1,178.09,188.17,188.83,181.43,189.43,185.43,181.27,,28,965,33,27.41,
23.06.23 15:37:09,15.8,176.87,180.72,183.08,175.51,180.84,191.48,172.3,186.96,176.3,177.29,189.44,177.91,183.31,168.38,185.06,181.11,183.84,176.82,188.68,187.24,181.93,189.69,185.68,181.76,,28,965,33,27.41,
23.06.23 15:37:24,16.05,176.87,179.45,183.08,175.51,180.59,192.26,171.3,185.71,175.54,177.29,189.44,176.92,183.56,168.63,185.83,180.61,185.62,175.04,188.68,188.83,183.17,189.43,186.43,181.52,,28,965,33,27.43,
