Measurement Name :,20230623_SDR710_Run10_Plate20_TPC,,Generated On :,"23/06/2023, 20:52:25",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.06.23 20:26:41,0.28,137.36,133.6,137.83,143.37,134.72,140.14,130.18,150.12,126.51,134.73,137.71,134.66,135.71,141.45,142.82,133.92,131.2,132.53,137.26,139.41,133.15,140.77,133.14,134.94,,40,965,33,36.74,
23.06.23 20:26:56,0.53,144.92,135.92,145.29,150.51,136.88,142.11,134.92,151.92,132.85,138.4,140.79,138.15,139.31,143.21,144.87,137.11,135.01,137.1,141.9,143.55,138.93,146.91,138.81,141.01,,40,965,33,36.2,
23.06.23 20:27:11,0.78,147.76,146.6,149.18,152.91,140.58,144.3,138.39,152.82,133.07,140.36,142.12,143.23,142.73,146.53,148.99,138.71,139.08,141.01,144.57,147.03,144.58,151.62,142.34,146.5,,40,965,33,35.81,
23.06.23 20:27:26,1.03,153.72,146.38,151.79,153.57,146.07,147.39,139.92,156.22,137.35,143.2,147.02,145.67,147.68,150.54,151.52,142.17,141.88,143.33,147.93,150.77,148.38,156.38,146.56,151.39,,40,965,33,35.56,
23.06.23 20:27:41,1.28,152.16,147.68,159.93,158.65,144.08,148.5,143.87,156.44,140.58,146.5,148.59,146.56,150.07,154.36,153.6,144.02,145.57,147.06,151.08,152.42,152.01,160.92,148.8,153.85,,40,965,33,35.39,
23.06.23 20:27:56,1.53,157.28,151.6,156.83,157.54,152.74,154.98,143.43,157.13,141.23,149.15,153.55,149.25,150.73,153.46,156.39,144.95,147.75,149.64,152.67,154.54,153.94,164.22,150.83,156.33,,40,965,33,35.28,
23.06.23 20:28:11,1.78,160.65,153.13,160.82,159.09,151.62,154.08,144.98,165.16,141.01,149.82,153.78,150.83,152.26,155.71,155.69,145.18,149.07,150.82,154.49,155.25,154.37,167.04,152.41,158.14,,40,965,33,35.2,
23.06.23 20:28:26,2.03,163.37,154.01,158.15,157.32,149.62,157.68,144.98,166.32,143.62,152.27,154.69,151.28,155.11,156.62,159.67,145.88,150.83,154.37,156.77,155.49,156.74,169.09,153.08,160.41,,40,965,33,35.16,
23.06.23 20:28:41,2.28,169.76,163.56,166.41,163.56,150.73,159.27,147.86,169.12,144.93,153.39,156.05,153.76,154.89,157.75,159.9,146.58,152.15,155.32,158.84,156.67,156.1,171.41,154.44,162,,40,965,33,35.13,
23.06.23 20:28:56,2.53,169.76,157.76,167.77,162.22,156.57,162,147.64,168.18,146.68,154.96,156.97,154.9,155.99,157.75,160.14,151.27,153.26,156.75,159.53,157.39,159.13,173.23,155.35,162.92,,40,965,33,35.1,
23.06.23 20:29:11,2.78,168.15,155.33,166.41,160.88,154.54,157.68,148.31,169.82,147.56,155.86,156.97,155.58,158.43,159.8,161.31,147.28,155.04,158.9,161.14,157.86,157.18,174.52,155.81,163.38,,40,965,33,35.1,
23.06.23 20:29:26,3.03,169.76,152.48,169.12,167.17,154.32,161.09,146.75,167.95,148.44,154.74,158.57,155.35,156.66,159.35,162.02,147.51,156.6,158.9,161.37,156.44,157.39,176.09,155.58,164.98,,40,965,33,35.13,
23.06.23 20:29:41,3.28,165.41,154.01,166.19,167.17,156.57,163.15,145.64,169.35,147.34,157.67,161.1,156.95,157.98,161.41,162.26,148.45,161.76,160.1,163.69,156.67,158.05,176.61,156.95,166.59,,40,965,33,35.14,
23.06.23 20:29:56,3.53,162.01,158.21,164.84,167.39,156.57,165.67,148.97,165.63,148,156.76,159.49,157.18,156.88,163.24,162.26,147.28,163.34,159.86,164.62,155.25,158.26,177.91,157.63,166.13,,40,965,33,35.16,
23.06.23 20:30:11,3.78,162.69,154.23,168.9,160.65,154.77,167.52,146.97,165.86,149.76,159.25,156.74,157.41,157.54,160.72,161.55,146.11,159.28,159.86,165.32,156.67,158.7,178.44,159.47,166.59,,40,965,33,35.17,
23.06.23 20:30:26,4.03,160.65,157.98,170.26,166.04,158.61,166.36,146.08,165.16,148.66,157.44,156.28,158.32,157.1,162.55,161.78,145.18,158.83,160.58,165.55,156.44,158.7,178.7,158.55,167.29,,40,965,33,35.19,
23.06.23 20:30:41,4.28,164.05,159.09,165.06,168.3,156.8,169.37,146.97,168.65,148,159.25,157.2,158.55,159.98,157.98,163.67,145.18,160.86,161.78,166.49,156.67,157.18,179.49,158.09,167.52,,40,965,33,35.21,
23.06.23 20:30:56,4.53,165.41,159.09,167.54,169.44,159.29,166.59,148.08,167.95,149.1,159.02,157.65,157.86,159.32,159.12,162.96,143.56,160.63,162.02,166.25,156.44,157.18,179.75,157.41,169.14,,40,965,33,35.23,
23.06.23 20:31:11,4.78,176.95,157.98,168.9,170.12,160.88,167.98,147.19,162.16,149.76,158.12,158.8,157.63,158.43,159.12,162.02,142.63,158.83,162.27,167.42,158.1,158.48,180.01,157.63,169.6,,40,965,33,35.27,
23.06.23 20:31:26,5.03,176.25,157.54,169.35,164.91,154.99,167.05,145.42,165.16,150.43,159.48,156.74,155.81,159.09,159.58,162.02,142.63,160.41,162.27,167.89,156.67,157.83,180.01,157.86,169.14,,40,965,33,35.28,
23.06.23 20:31:41,5.28,171.61,158.65,167.77,167.17,162.25,170.53,145.2,164.7,149.98,159.7,158.57,157.86,158.87,157.3,162.73,142.4,156.82,163.47,169.06,157.63,157.61,180.01,158.55,169.37,,40,965,33,35.34,
23.06.23 20:31:56,5.53,165.41,162.89,166.19,165.14,159.74,172.4,146.97,163.08,150.87,159.7,158.57,156.95,159.98,157.53,164.86,142.17,157.71,163.71,169.53,157.39,158.91,180.8,158.32,169.37,,40,965,33,35.35,
23.06.23 20:32:11,5.78,168.61,162.44,164.84,165.14,164.55,170.53,144.09,165.39,150.43,161.3,156.97,156.95,159.09,157.3,164.62,140.09,159.51,162.99,169.3,156.91,157.18,180.01,159.24,169.14,,40,965,33,35.38,
23.06.23 20:32:26,6.03,175.08,159.76,172.53,169.66,163.63,171.7,143.87,170.05,149.54,162.67,158.57,156.04,157.1,158.66,164.62,139.63,160.41,162.27,170,156.67,158.26,180.27,156.72,168.67,,40,965,33,35.41,
23.06.23 20:32:41,6.28,170.45,155.55,171.85,173.09,157.25,171.7,144.98,166.32,150.43,161.07,159.72,158.55,156.66,159.35,166.05,140.55,159.73,162.51,169.77,157.15,157.61,180.54,156.27,168.91,,40,965,33,35.45,
23.06.23 20:32:56,6.53,176.25,155.33,164.61,166.94,154.99,171.7,142.55,173.1,149.32,161.3,160.18,157.63,157.76,159.35,166.05,140.32,158.39,162.02,170,157.15,155.88,180.27,154.9,169.37,,40,965,33,35.49,
23.06.23 20:33:11,6.78,180.93,160.65,167.77,169.89,156.34,172.86,141.23,168.88,149.32,159.93,164.57,158.55,158.87,159.58,165.33,138.25,157.71,161.78,170.95,156.2,157.83,180.27,154.9,168.67,,40,965,33,35.52,
23.06.23 20:33:26,7.03,182.59,155.55,168.9,169.44,157.93,172.4,140.58,164.01,148.88,160.16,162.72,155.13,157.54,158.21,164.62,140.32,157.27,162.27,170.48,157.86,156.31,178.96,153.99,168.44,,40,965,33,35.56,
23.06.23 20:33:41,7.28,172.99,159.98,169.12,167.62,153.87,168.91,139.7,166.79,149.54,161.52,162.72,158.09,156.21,156.62,163.91,137.57,156.6,162.75,170.48,156.67,156.31,178.44,154.22,168.44,,40,965,33,35.6,
23.06.23 20:33:56,7.53,167.24,157.54,163.27,169.21,157.25,173.1,140.79,171.46,148.66,161.07,161.33,156.27,156.66,158.21,162.73,137.8,155.48,163.23,170.71,157.86,156.31,178.96,153.54,168.67,,40,965,33,35.63,
23.06.23 20:34:11,7.78,162.91,162.22,164.84,168.98,156.34,169.37,139.7,168.88,147.56,162.89,160.87,156.72,155.99,155.49,161.78,134.83,157.04,162.51,170.95,155.25,156.1,178.7,153.08,167.98,,40,965,33,35.67,
23.06.23 20:34:26,8.03,162.91,163.79,169.35,171.26,162.94,173.1,140.79,167.25,148.22,163.58,161.33,156.49,155.33,154.58,160.61,133.69,157.27,162.99,170.71,154.31,155.66,178.18,153.08,167.75,,40,965,33,35.7,
23.06.23 20:34:41,8.28,160.2,157.54,169.58,168.53,155.89,171.23,139.7,169.35,148.44,163.35,160.87,158.78,155.11,152.78,158.73,131.65,158.39,163.47,170.95,155.25,156.74,178.44,152.18,168.91,,40,965,33,35.74,
23.06.23 20:34:56,8.53,159.75,158.65,165.29,176.31,164.09,173.8,140.14,166.09,147.34,161.52,162.25,158.78,155.33,153.68,159.2,131.42,157.94,163.23,171.18,154.78,155.23,177.65,152.63,167.98,,40,965,33,35.8,
23.06.23 20:35:11,8.78,158.4,151.82,168.22,168.07,163.63,173.33,140.58,164.01,147.78,162.67,159.03,158.09,158.21,153.46,158.26,128.94,156.82,163.47,170.24,155.02,156.1,177.91,151.5,167.98,,40,965,33,35.83,
23.06.23 20:35:26,9.03,158.4,155.55,169.35,162.89,161.11,174.27,136.65,161.7,146.68,163.35,159.72,156.72,156.21,154.36,158.03,128.49,157.94,162.51,170,151.95,155.23,177.65,153.08,167.52,,40,965,33,35.86,
23.06.23 20:35:41,9.28,159.98,152.69,172.31,167.17,159.06,174.97,138.17,157.81,146.24,161.75,160.18,155.81,158.87,152.11,157.79,127.81,157.04,162.27,171.65,152.18,155.23,177.91,151.05,167.05,,40,965,33,35.89,
23.06.23 20:35:56,9.53,166.55,154.45,169.8,168.98,159.74,175.21,133.4,162.85,146.46,162.89,160.18,156.49,157.98,150.76,157.09,123.57,157.04,162.99,171.42,150.77,155.66,177.39,151.5,167.98,,40,965,33,35.95,
23.06.23 20:36:11,9.78,161.33,157.32,165.06,164.46,162.48,174.03,135.78,166.32,145.59,163.35,159.26,155.13,159.32,148.31,154.99,121.57,157.71,162.75,170.71,147.27,156.1,177.91,149.03,166.13,,40,965,33,35.99,
23.06.23 20:36:26,10.03,161.33,153.57,164.39,165.59,156.12,174.27,130.39,167.72,148,160.84,158.8,153.99,157.98,148.08,156.39,121.57,157.27,162.27,170.71,147.73,155.66,177.91,150.83,167.29,,40,965,33,36.02,
23.06.23 20:36:41,10.28,164.73,152.26,172.76,162.22,151.4,172.4,133.4,164.7,146.24,160.84,158.34,154.9,158.21,145.64,154.06,120.24,156.37,162.75,170.95,147.96,155.45,177.13,149.92,166.82,,40,965,33,36.06,
23.06.23 20:36:56,10.53,167.93,153.57,173.22,164.69,154.54,176.15,128.47,168.42,145.81,159.48,156.97,156.27,159.76,148.08,153.83,120.24,156.82,162.51,170.71,148.2,155.02,177.13,148.13,165.9,,40,965,33,36.11,
23.06.23 20:37:11,10.78,164.73,153.79,170.48,165.36,155.44,176.15,129.11,168.88,145.37,159.48,159.72,155.35,157.76,148.08,151.98,118.03,156.37,162.27,170.24,147.03,155.23,177.13,146.34,166.36,,40,965,33,36.13,
23.06.23 20:37:26,11.03,161.56,154.01,169.35,163.79,155.67,175.44,129.32,166.09,145.15,159.25,158.11,156.27,154.67,148.75,152.91,114.09,155.26,162.51,170.48,147.27,154.59,176.87,149.25,166.36,,40,965,33,36.19,
23.06.23 20:37:41,11.28,162.91,148.55,169.35,164.69,152.52,175.68,129.97,165.86,145.59,156.99,158.34,154.67,154.45,150.76,150.83,112.56,156.37,162.02,169.53,145.64,154.37,176.87,148.35,164.98,,40,965,33,36.23,
23.06.23 20:37:56,11.53,156.39,148.77,170.48,166.49,157.7,173.57,129.97,165.39,144.49,158.34,154.69,154.22,154.67,150.31,151.29,112.34,155.48,161.54,169.77,145.87,154.59,176.61,147.68,164.75,,40,965,33,36.27,
23.06.23 20:38:11,11.78,163.14,152.91,167.99,163.79,153.87,180.17,126.77,158.95,143.4,158.8,153.55,154.44,155.33,150.09,153.14,110.17,156.6,162.27,170,145.64,154.15,175.83,147.46,164.75,,40,965,33,36.31,
23.06.23 20:38:26,12.03,164.28,150.29,169.35,163.79,153.42,175.44,127.62,157.13,144.06,156.76,153.1,152.86,155.11,148.75,151.06,108.23,156.37,161.3,169.53,143.09,152.87,175.31,144.78,164.06,,40,965,33,36.35,
23.06.23 20:38:41,12.28,164.5,153.35,170.71,164.91,151.85,176.38,128.04,162.62,144.28,157.44,155.83,154.44,153.35,148.97,152.21,107.58,156.15,161.54,169.77,140.55,152.44,175.57,143.23,164.29,,40,965,33,36.38,
23.06.23 20:38:56,12.53,162.91,149.85,167.54,166.72,150.06,176.62,123.8,161.7,143.62,159.48,154.23,153.76,154.89,148.97,152.91,104.79,155.7,161.3,169.77,139.64,153.08,175.83,143.89,163.83,,40,965,33,36.42,
23.06.23 20:39:11,12.78,159.3,143.37,164.84,162.44,151.85,177.09,124.22,161.24,143.62,159.7,155.6,152.41,154.45,147.86,152.21,103.72,155.48,160.58,169.3,140.09,152.01,175.83,144.11,163.83,,40,965,33,36.46,
23.06.23 20:39:27,13.05,159.53,147.47,173.22,162.66,152.52,176.38,124.86,159.87,145.59,157.21,154.69,151.95,154.89,147.86,151.06,100.73,154.81,160.58,169.53,139.41,153.08,175.57,144.34,162.92,,40,965,33,36.52,
23.06.23 20:39:42,13.3,161.56,146.17,165.06,166.04,153.87,178.74,124.43,156.67,144.06,155.86,151.97,153.76,151.82,146.97,152.21,99.46,154.81,161.06,169.06,138.72,152.44,175.04,144.34,162,,40,965,33,36.53,
23.06.23 20:39:57,13.55,156.84,143.8,165.29,162.22,151.18,179.69,122.95,156.9,145.15,158.12,152.19,153.31,151.16,145.42,151.06,98.19,154.59,160.58,169.3,138.03,151.79,175.83,143.67,161.32,,40,965,33,36.58,
23.06.23 20:40:12,13.8,153.72,145.52,164.16,164.69,155.22,178.98,122.74,158.95,144.49,153.61,151.97,151.5,149.85,144.76,151.06,96.71,152.15,160.34,169.06,136.43,152.01,174.78,142.78,162,,40,965,33,36.6,
23.06.23 20:40:27,14.05,158.4,150.73,165.29,161.99,153.19,174.97,122.11,158.04,145.81,153.17,153.78,152.63,150.07,144.98,150.37,95.45,151.49,160.82,169.53,137.12,151.37,174.52,141.46,161.32,,40,965,33,36.66,
23.06.23 20:40:42,14.3,156.61,139.73,169.12,162.89,150.06,176.15,120.85,161.93,141.45,152.27,153.55,151.95,149.85,142.77,150.37,92.72,151.05,160.1,168.59,135.52,150.94,174,139.47,160.63,,40,965,33,36.69,
23.06.23 20:40:57,14.55,153.49,145.09,161.04,161.77,150.06,178.51,119.8,159.87,145.59,152.72,150.16,150.38,149.42,142.33,148.53,92.72,149.95,159.86,167.89,134.84,151.37,174,138.59,159.95,,40,965,33,36.71,
23.06.23 20:41:12,14.8,156.61,146.38,162.15,158.87,150.95,178.51,120.43,160.78,143.62,152.94,150.84,151.5,149.64,143.65,150.14,91.47,151.49,159.14,168.12,134.84,151.79,173.49,137.93,159.04,,40,965,33,36.74,
23.06.23 20:41:27,15.05,155.27,143.58,165.51,159.54,153.19,178.74,119.8,158.27,142.75,151.16,152.64,150.83,148.33,143.21,144.87,90.01,148.63,159.38,167.42,133.71,151.58,174.52,137.93,158.36,,40,965,33,36.8,
23.06.23 20:41:42,15.3,151.72,146.38,164.84,158.43,148.95,177.33,119.18,161.24,142.97,150.04,149.71,151.28,148.55,141.67,143.28,88.15,149.29,158.42,167.42,133.48,151.15,172.71,138.81,157.23,,40,965,33,36.83,
23.06.23 20:41:57,15.55,156.61,144.87,161.26,163.56,148.06,176.15,117.51,155.08,140.15,148.93,149.71,151.73,148.12,139.04,144.19,88.56,148.41,157.46,166.49,133.48,153.29,173.75,135.53,155.88,,40,965,33,36.86,
23.06.23 20:42:12,15.8,159.53,144.87,163.05,159.54,149.39,174.97,118.55,153.27,141.45,149.6,151.97,150.83,149.85,137.74,144.64,86.08,148.41,157.94,167.42,133.25,153.72,173.49,135.53,157.23,,40,965,33,36.89,
23.06.23 20:42:27,16.05,158.18,142.3,167.31,158.65,146.51,176.62,120.01,152.82,141.66,147.38,150.39,153.08,147.9,137.3,143.05,84.84,147.97,157.7,167.42,132.35,150.73,172.97,134.66,158.36,,40,965,33,36.94,
23.06.23 20:42:42,16.3,152.16,143.37,167.31,164.01,147.39,175.21,117.92,156.22,142.1,148.27,146.35,151.05,148.55,136,142.37,83.61,146.88,157.94,166.95,131.67,150.94,172.71,134.66,156.78,,40,965,33,36.96,
23.06.23 20:42:57,16.55,153.94,143.8,163.05,162.66,149.62,177.09,117.09,155.53,143.84,146.28,150.39,147.01,149.64,138.17,144.64,81.97,147.31,157.7,167.19,130.32,151.58,171.67,133.79,156.55,,40,965,33,36.99,
23.06.23 20:43:12,16.8,150.84,144.44,165.74,161.77,148.28,176.85,115.43,152.82,141.23,150.71,149.93,146.56,150.94,136.22,147.15,81.97,147.1,157.7,166.49,128.52,152.22,172.19,133.35,154.08,,40,965,33,37.03,
23.06.23 20:43:27,17.05,148.86,155.77,157.49,160.43,148.28,179.46,114.6,157.13,141.88,152.05,148.81,145,149.85,135.56,146.47,80.34,146.44,156.51,165.32,128.74,151.79,171.16,132.49,153.63,,40,965,33,37.06,
23.06.23 20:43:42,17.3,149.08,143.58,167.54,160.88,149.62,177.8,113.98,154.63,142.53,150.93,150.16,144.56,147.68,135.13,145.32,79.73,146.44,156.27,166.25,127.62,153.08,171.16,132.7,152.28,,40,965,33,37.1,
23.06.23 20:43:57,17.55,149.08,141.01,164.16,160.65,144.52,179.46,114.39,152.59,141.01,151.38,150.16,143.67,147.68,134.92,147.38,78.11,145.13,156.51,164.62,126.28,151.79,171.41,132.05,152.06,,40,965,33,37.11,
23.06.23 20:44:12,17.8,150.84,145.09,165.74,162.66,147.62,177.8,113.36,155.76,142.53,150.71,147.02,142.12,146.6,135.13,145.78,76.69,146.22,156.75,163.92,125.39,150.94,170.9,129.89,151.17,,40,965,33,37.14,
23.06.23 20:44:27,18.05,152.16,142.73,161.71,159.09,149.62,179.93,112.53,151.69,143.62,150.93,147.69,142.12,146.17,134.7,144.87,75.68,146.22,157.7,165.55,126.06,149.02,172.71,128.82,152.06,,40,965,33,37.19,
23.06.23 20:44:42,18.3,154.16,143.8,161.04,163.11,148.5,174.27,111.5,156.9,142.53,146.94,149.03,142.34,145.3,134.92,145.1,74.67,146,158.66,165.79,125.39,149.02,170.9,127.53,152.28,,40,965,33,37.21,
23.06.23 20:44:57,18.55,146.45,139.95,163.94,159.98,144.74,174.5,111.91,152.37,141.23,146.06,146.35,142.56,142.3,135.78,142.82,74.47,145.57,157.23,164.62,124.72,149.45,171.41,126.89,151.84,,40,965,33,37.24,
23.06.23 20:45:12,18.8,152.83,138.25,157.71,160.65,145.85,176.38,110.27,153.72,140.36,145.62,144.12,141.46,144.44,136.87,141.24,72.66,145.13,157.46,165.09,124.5,148.81,170.64,126.03,150.5,,40,965,33,37.27,
23.06.23 20:45:27,19.05,149.52,148.77,160.82,161.32,147.17,179.93,110.48,151.92,143.19,148.93,143.23,142.56,142.51,138.17,141.69,70.86,145.13,156.51,164.62,124.27,147.53,171.41,126.03,151.17,,40,965,33,37.3,
23.06.23 20:45:42,19.3,149.74,154.01,153.97,162.22,147.17,178.27,111.09,154.85,141.66,150.04,145.45,141.9,141.01,138.83,140.79,70.46,146.22,156.27,164.16,125.83,147.75,171.41,126.89,150.94,,40,965,33,37.34,
23.06.23 20:45:57,19.55,143.18,137.4,155.07,158.65,149.62,177.33,109.66,153.95,140.36,150.71,144.78,141.01,142.3,137.3,138.76,70.46,145.57,157.23,163.69,124.72,147.53,170.9,126.67,150.94,,40,965,33,37.35,
23.06.23 20:46:12,19.8,147.98,139.31,155.07,158.87,147.84,175.68,110.07,151.47,138.85,150.26,146.35,142.34,139.1,137.3,135.4,67.28,144.7,157.23,164.39,124.27,146.69,170.64,125.82,150.27,,40,965,33,37.38,
23.06.23 20:46:27,20.05,144.92,140.16,153.1,159.32,147.84,178.51,110.27,151.69,140.15,149.15,144.78,140.57,139.73,135.78,136.29,65.89,144.48,157.46,163.92,123.61,147.32,171.41,125.6,150.05,,40,965,33,37.41,
23.06.23 20:46:42,20.3,149.74,139.95,153.97,161.99,147.62,178.27,107.61,153.72,144.93,149.38,146.57,141.9,139.52,136,138.98,65.49,144.26,158.66,162.99,122.72,146.26,171.16,124.32,150.27,,40,965,33,37.44,
23.06.23 20:46:57,20.55,144.92,140.16,156.17,161.1,148.73,179.93,108.02,152.59,144.06,146.06,143.89,142.12,138.88,135.56,137.86,64.31,147.1,158.18,163.46,121.39,145.84,170.38,123.9,150.05,,40,965,33,37.46,
23.06.23 20:47:12,20.8,149.74,135.29,157.27,159.32,147.17,177.09,106.59,153.27,141.23,143.86,140.35,139.91,138.03,135.56,137.41,63.72,146.66,159.14,162.53,121.39,145,170.64,123.26,149.83,,40,965,33,37.49,
23.06.23 20:47:27,21.05,149.52,137.4,157.05,159.32,151.4,179.93,106.39,153.5,140.36,144.08,142.56,141.01,138.25,135.13,136.74,62.34,143.61,158.9,162.53,120.95,144.16,170.9,122.41,148.72,,40,965,33,37.5,
23.06.23 20:47:42,21.3,150.84,144.01,155.73,159.09,144.74,176.62,105.58,152.59,139.5,143.64,142.56,139.91,137.4,133.62,136.74,61.75,145.35,159.62,161.84,119.63,144.16,170.12,124.32,149.16,,40,965,33,37.55,
23.06.23 20:47:57,21.55,149.52,133.81,151.79,154.23,146.95,181.12,107.21,153.27,137.13,143.86,142.56,139.25,138.46,134.48,136.29,59.41,143.39,159.86,162.3,119.63,144.79,170.38,123.69,149.16,,40,965,33,37.56,
23.06.23 20:48:12,21.8,147.98,133.81,152,155.55,153.42,179.22,108.02,151.02,137.56,144.74,140.79,141.68,138.25,135.13,134.73,57.85,141.45,158.9,161.37,118.75,145.21,170.12,122.62,147.61,,40,965,33,37.59,
23.06.23 20:48:27,22.05,149.52,128.38,153.53,157.76,154.09,178.51,107,152.37,137.99,143.86,142.56,142.78,139.52,137.95,134.28,57.66,140.8,159.62,161.37,117.87,144.37,170.38,122.2,147.61,,40,965,33,37.6,
23.06.23 20:48:42,22.3,148.2,130.05,152.22,152.48,147.62,178.51,106.19,151.24,137.78,145.18,142.12,143.89,138.88,138.39,132.28,56.1,141.66,160.34,160.91,117.87,145.42,170.64,121.99,148.05,,40,965,33,37.64,
23.06.23 20:48:57,22.55,144.92,132.55,153.75,159.76,147.17,181.36,106.59,151.24,137.35,146.28,139.25,143.89,138.67,134.92,131.4,55.52,140.58,160.34,161.37,118.31,144.16,170.12,121.99,147.17,,40,965,33,37.66,
23.06.23 20:49:12,22.8,141.88,136.13,147.88,154.67,146.73,181.59,103.35,151.47,137.13,145.4,135.96,140.13,136.98,134.7,126.77,53.78,138.86,161.3,161.37,116.99,144.58,169.35,121.14,146.06,,40,965,33,37.67,
23.06.23 20:49:27,23.05,143.61,140.37,144,155.77,145.85,176.85,101.34,150.34,135.2,147.82,134,136.84,135.71,134.7,125.24,53.4,137.36,159.86,160.68,116.33,144.37,169.09,121.14,146.06,,40,965,33,37.7,
23.06.23 20:49:42,23.3,142.09,137.4,144.65,154.01,150.73,178.74,99.73,149.9,137.35,147.16,133.78,135.75,136.98,136.22,125.67,53.2,138.43,159.86,159.53,115.68,145.21,169.09,121.35,145.84,,40,965,33,37.73,
23.06.23 20:49:57,23.55,143.4,138.25,151.35,154.45,146.07,181.36,98.13,151.02,135.2,147.38,133.56,134.44,135.5,134.48,126.55,52.05,139.72,158.66,160.45,115.24,144.37,169.09,120.3,145.4,,40,965,33,37.77,
23.06.23 20:50:12,23.8,143.18,142.94,148.53,152.91,147.62,179.46,98.73,152.59,136.06,146.94,134.21,135.97,134.65,136.65,128.75,51.67,138.65,158.18,159.76,115.9,144.16,169.09,120.51,144.74,,40,965,33,37.77,
23.06.23 20:50:27,24.05,151.28,145.09,144.65,153.13,144.96,175.21,96.73,150.34,135.63,146.94,134.43,136.4,133.18,134.7,127.43,49.75,138.65,157.46,159.3,113.71,144.58,168.58,120.3,143.64,,40,965,33,37.78,
23.06.23 20:50:42,24.3,141.88,146.38,142.29,151.82,147.39,179.46,98.33,148.55,133.71,145.62,134.65,135.09,132.14,130.82,129.63,49.18,140.37,157.7,157.69,113.71,143.32,167.81,119.45,143.2,,40,965,33,37.81,
23.06.23 20:50:57,24.55,137.57,134.65,141.87,150.51,149.17,178.04,97.93,150.12,133.28,144.3,137.27,136.18,131.51,131.04,130.51,47.84,142.53,159.38,158.61,114.15,143.74,168.32,118.82,143.42,,40,965,33,37.84,
23.06.23 20:51:12,24.8,142.09,129.42,141.65,149.2,149.17,176.62,98.73,147.88,129.88,145.4,137.93,139.25,132.55,132.54,129.85,47.65,144.04,158.9,157.92,113.5,143.74,166.78,119.03,142.98,,40,965,33,37.85,
