Measurement Name :,20230623_SDR641_Run08_Plate15_TPC,,Generated On :,"23/06/2023, 16:57:53",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
23.06.23 16:36:09,0.03,150.05,150.58,148.72,155.47,152.07,155.46,156.58,153.58,156.29,159.97,150.41,157.05,152.97,157,157,157.71,155.21,152.22,152.5,156.24,153.72,152.28,153.27,155.76,,36,965,33,32.44,
23.06.23 16:36:24,0.28,152.96,152.35,151.33,157.03,156.11,157.03,157.7,155.98,157.9,160.43,153.49,158.83,156.34,159.96,159.28,158.83,157.46,155.62,154.75,158.81,157.27,154.75,156.37,158.61,,36,965,33,31.9,
23.06.23 16:36:39,0.53,154.75,154.57,154.62,159.72,157.69,159.5,160.18,157.73,159.97,162.27,156.82,159.94,158.14,161.34,160.19,160.39,161.09,158.13,157.01,160.69,158.83,157.91,157.93,159.27,,36,965,33,31.61,
23.06.23 16:36:54,0.78,157.46,157.7,155.95,162.21,159.28,161.08,162.44,159.71,162.28,165.28,160.39,163.74,159.73,162.94,163.4,161.5,164.06,159.97,157.91,163.52,160.84,158.82,160.39,161.03,,36,965,33,31.44,
23.06.23 16:37:09,1.03,158.59,159.27,158.6,164.7,162.92,163.57,163.35,161.92,162.98,166.22,161.06,164.87,160.18,165.71,165.01,162.63,164.98,161.58,159.96,165.18,164.21,161.78,163.09,164.36,,36,965,33,31.36,
23.06.23 16:37:24,1.28,160.41,161.53,160.61,165.61,164.75,164.26,164.71,163.25,163.91,167.38,161.06,166.68,162.92,166.17,167.09,163.52,166.82,164.12,161.56,167.32,164.44,163.62,165.58,165.25,,36,965,33,31.32,
23.06.23 16:37:39,1.53,161.55,161.76,162.17,167.67,166.36,165.85,166.08,165.02,164.37,168.32,163.54,165.77,162.69,166.41,168.01,164.2,167.74,164.12,162.7,167.8,166.7,165.23,165.81,165.47,,36,965,33,31.3,
23.06.23 16:37:54,1.78,162.7,162.21,161.95,169.5,167.06,167,167,165.69,166.47,168.55,163.99,166.45,164.52,168.26,168.25,163.97,169.13,165.51,163.62,169,169.89,165.92,168.54,167.03,,36,965,33,31.29,
23.06.23 16:38:09,2.03,164.07,162.89,163.52,169.5,168.21,167.23,167.45,166.36,167.64,170.19,163.31,167.58,164.06,168.26,168.94,162.85,170.52,166.21,163.62,169.71,168.52,167.3,169,165.69,,36,965,33,31.29,
23.06.23 16:38:24,2.28,163.84,163.34,164.41,169.5,169.14,169.06,168.37,167.26,168.34,171.37,164.9,167.58,166.13,168.96,169.87,162.18,171.22,166.67,165,170.67,168.3,168.46,170.14,167.48,,36,965,33,31.33,
23.06.23 16:38:39,2.53,165.45,164.02,165.31,171.35,170.76,169.52,170.91,167.93,170.7,170.66,165.12,168.49,167.74,171.06,171.27,161.06,173.08,167.14,165.46,172.36,170.35,168.92,171.06,168.38,,36,965,33,31.36,
23.06.23 16:38:54,2.78,164.3,165.62,165.77,171.81,171.23,169.75,171.14,168.16,169.75,172.07,165.35,169.63,166.36,170.6,170.81,162.18,173.08,168.78,165,173.56,169.44,169.85,171.52,168.16,,36,965,33,31.4,
23.06.23 16:39:09,3.03,165.68,166.99,166.22,172.27,172.39,170.68,171.6,168.16,169.28,172.31,165.58,169.63,166.82,172.7,171.74,161.73,173.78,167.84,165,173.56,171.73,170.32,172.67,168.16,,36,965,33,31.4,
23.06.23 16:39:24,3.28,165.91,167.22,166.9,172.73,174.03,170.44,171.6,170.4,168.81,174.91,167.17,173.74,166.59,171.53,172.68,161.5,174.48,169.01,166.62,174.05,173.1,171.25,172.67,167.48,,36,965,33,31.44,
23.06.23 16:39:39,3.53,166.37,168.13,167.57,173.43,174.5,170.68,172.06,169.95,168.81,173.49,168.99,172.37,167.28,171.53,172.68,161.73,175.19,170.65,166.85,175.74,174.95,171.25,174.29,168.6,,36,965,33,31.47,
23.06.23 16:39:54,3.78,169.15,168.36,167.8,174.59,173.8,170.91,171.14,169.95,169.75,173.02,168.99,170.77,168.43,173.41,172.68,162.63,175.42,169.24,167.77,174.77,172.64,171.25,172.67,169.73,,36,965,33,31.51,
23.06.23 16:40:09,4.03,169.61,169.97,169.62,174.59,175.2,171.14,173.45,171.53,171.17,174.91,169.9,170.31,170.29,173.88,173.62,162.63,176.83,171.12,168.47,175.5,173.57,171.72,175.44,171.08,,36,965,33,31.54,
23.06.23 16:40:24,4.28,167.99,168.13,169.16,174.59,175.2,172.06,174.15,171.53,172.59,174.2,168.3,170.08,172.38,172.94,173.62,163.75,177.3,170.65,169.86,176.47,173.57,170.32,174.98,169.5,,36,965,33,31.57,
23.06.23 16:40:39,4.53,167.29,168.82,169.39,174.59,175.67,171.83,173.22,172.21,171.64,176.81,167.17,170.31,172.38,172.47,174.79,162.63,177.77,171.36,170.8,175.26,173.57,171.48,175.67,169.95,,36,965,33,31.6,
23.06.23 16:40:54,4.78,167.29,169.05,169.84,175.75,176.14,172.53,172.76,171.31,171.64,175.62,168.53,171.45,174.25,173.88,175.97,164.2,176.36,170.89,171.26,175.98,171.04,171.02,175.67,169.95,,36,965,33,31.61,
23.06.23 16:41:09,5.03,166.6,169.51,170.07,175.05,176.38,172.99,172.76,172.44,170.93,177.05,169.45,170.77,172.85,172.23,176.68,164.88,178.01,172.77,169.86,176.23,169.66,172.65,177.07,169.28,,36,965,33,31.66,
23.06.23 16:41:24,5.28,166.37,166.76,170.53,175.98,176.85,173.69,173.69,172.89,169.52,177.29,169.22,171.22,171.91,172.23,178.81,164.2,177.3,172.06,170.1,176.95,171.27,172.18,176.84,171.08,,36,965,33,31.69,
23.06.23 16:41:39,5.53,165.91,166.76,170.76,177.38,177.79,173.22,174.15,174.03,166.47,176.1,169.67,170.77,169.59,171.77,178.34,166.23,177.07,172.3,169.4,176.95,170.12,171.48,177.53,171.76,,36,965,33,31.72,
23.06.23 16:41:54,5.78,165.91,168.36,170.53,176.22,177.79,172.99,173.45,174.25,166.24,176.1,171.28,171.91,168.67,171.06,178.81,163.75,179.43,171.83,170.8,177.44,172.19,172.65,178.23,169.28,,36,965,33,31.75,
23.06.23 16:42:09,6.03,163.84,169.28,170.76,176.22,178.5,173.45,174.15,175.16,166,176.58,170.59,170.77,169.13,169.89,178.57,164.65,180.38,171.59,171.03,178.42,170.35,171.95,178,169.5,,36,965,33,31.76,
23.06.23 16:42:24,6.28,163.84,165.62,170.98,175.98,178.26,173.45,172.99,175.85,166.24,177.53,168.53,172.14,171.68,169.2,176.92,164.42,181.32,171.59,170.56,179.15,170.81,172.42,177.53,172.66,,36,965,33,31.8,
23.06.23 16:42:39,6.53,163.38,169.05,171.67,177.15,178.97,173.69,173.92,174.25,167.41,174.2,169.45,173.51,170.06,168.5,177.63,163.97,180.85,172.77,168.93,177.2,170.35,172.65,178.93,170.86,,36,965,33,31.83,
23.06.23 16:42:54,6.78,164.07,169.05,172.35,176.92,179.21,172.76,173.45,173.35,166.7,175.39,169.67,171.68,169.59,169.43,176.68,164.88,181.09,173.48,169.17,179.64,170.12,173.59,178,171.99,,36,965,33,31.86,
23.06.23 16:43:09,7.03,161.32,163.34,172.35,176.68,178.74,174.62,174.85,174.25,165.3,174.2,171.05,171.45,169.13,171.53,175.03,164.42,180.38,172.77,167.54,179.15,170.81,173.82,178.7,173.12,,36,965,33,31.9,
23.06.23 16:43:24,7.28,161.32,161.76,171.67,175.98,179.21,174.38,175.08,174.03,165.77,173.96,170.36,170.54,170.06,172,174.09,162.63,181.32,173.71,165.69,179.64,170.12,174.76,178.47,170.18,,36,965,33,31.91,
23.06.23 16:43:39,7.53,161.55,161.98,172.35,177.38,179.92,173.45,173.45,174.03,166,174.2,171.05,171.91,167.51,169.66,174.56,164.2,181.56,171.83,164.77,178.9,170.81,174.76,178.7,169.05,,36,965,33,31.94,
23.06.23 16:43:54,7.78,161.32,161.53,172.35,176.45,180.4,175.55,172.06,173.35,166.47,174.2,170.59,172.82,167.05,170.36,175.03,163.52,179.19,172.77,166.62,176.71,172.41,174.76,178.7,169.28,,36,965,33,31.97,
23.06.23 16:44:09,8.03,161.32,161.98,173.27,175.98,179.68,175.08,172.99,172.89,165.54,176.1,170.59,172.6,167.74,170.13,173.62,162.85,178.48,171.59,166.15,179.15,172.87,173.35,179.87,169.28,,36,965,33,32.01,
23.06.23 16:44:24,8.28,161.78,164.02,172.58,176.22,179.92,174.85,172.99,175.16,167.17,173.96,167.39,172.37,167.74,169.2,175.97,161.28,177.3,172.77,166.85,177.93,171.27,172.89,181.27,168.38,,36,965,33,32.04,
23.06.23 16:44:39,8.53,162.24,166.76,172.58,175.75,179.68,174.38,171.83,174.03,166.94,173.96,167.85,169.4,168.67,169.2,175.5,162.4,178.72,173.48,166.39,177.2,171.27,170.55,180.8,170.18,,36,965,33,32.07,
23.06.23 16:44:54,8.78,162.7,168.82,172.35,176.68,180.4,173.92,172.06,174.25,167.17,173.49,168.08,168.94,170.06,168.5,175.73,162.18,177.54,172.77,167.77,176.47,171.73,171.95,179.87,168.6,,36,965,33,32.08,
23.06.23 16:45:09,9.03,163.38,169.05,173.96,176.68,181.35,174.62,173.92,174.25,166.24,176.58,168.53,170.08,169.59,169.2,174.56,163.3,178.48,172.77,165.92,177.93,171.96,173.12,180.34,170.86,,36,965,33,32.11,
23.06.23 16:45:24,9.28,163.15,166.99,173.04,178.32,180.87,174.15,174.38,174.48,166.7,175.39,168.99,170.99,169.36,169.2,175.26,162.18,178.72,171.59,167.08,176.95,171.73,174.29,181.74,168.83,,36,965,33,32.15,
23.06.23 16:45:39,9.53,163.84,164.93,174.65,177.15,181.11,176.72,173.45,174.03,167.17,174.68,170.13,173.97,169.82,169.2,173.38,164.2,178.48,171.83,166.85,176.47,171.27,172.42,181.51,169.05,,36,965,33,32.16,
23.06.23 16:45:54,9.78,164.07,164.25,173.5,177.85,180.87,175.32,172.29,175.39,167.17,175.39,170.36,173.28,169.36,169.2,175.03,164.65,178.01,173.01,168.93,177.44,171.04,172.42,182.21,169.28,,36,965,33,32.18,
23.06.23 16:46:09,10.03,164.53,164.02,174.19,178.09,181.58,173.69,172.76,173.8,167.17,173.02,168.76,171.68,167.51,170.36,174.09,163.75,177.77,171.12,168.01,177.2,171.96,170.55,180.57,168.6,,36,965,33,32.22,
23.06.23 16:46:24,10.28,165.45,163.8,173.27,177.15,182.54,173.69,172.29,173.8,166.47,173.25,168.3,175.12,167.74,170.36,173.15,163.97,177.54,172.53,165.69,176.71,171.27,170.32,181.04,168.6,,36,965,33,32.24,
23.06.23 16:46:39,10.53,166.14,165.16,174.19,175.98,182.3,173.92,173.45,174.25,165.54,172.55,166.26,170.31,167.28,169.2,174.09,164.42,177.77,172.3,165.92,175.98,171.73,171.25,181.74,166.81,,36,965,33,32.26,
23.06.23 16:46:54,10.78,165.45,166.76,174.88,178.09,182.54,173.45,173.22,174.48,166,173.02,169.45,169.4,168.43,170.6,174.56,165.55,178.48,172.3,166.39,178.66,173.57,171.02,183.15,167.26,,36,965,33,32.29,
23.06.23 16:47:09,11.03,164.99,163.57,174.42,178.55,183.01,173.92,173.22,174.03,166,173.02,168.99,168.94,168.2,169.89,173.85,166.91,178.25,172.06,166.85,175.98,173.34,169.85,181.74,167.93,,36,965,33,32.32,
23.06.23 16:47:24,11.28,165.22,161.76,174.19,175.52,183.49,173.92,172.99,173.35,165.3,172.78,169.67,173.74,164.06,168.96,175.97,168.27,177.77,170.42,166.62,175.74,174.95,168.69,181.98,168.16,,36,965,33,32.35,
23.06.23 16:47:39,11.53,165.91,165.39,175.11,176.45,183.73,174.38,172.99,173.12,165.77,172.55,167.17,172.82,164.52,169.66,177.86,168.95,178.72,171.36,168.01,177.44,177.27,168,182.68,168.16,,36,965,33,32.38,
23.06.23 16:47:54,11.78,165.68,166.07,174.65,175.98,183.73,173.45,172.29,173.8,166,173.02,169.9,171.45,163.6,167.8,175.73,170.55,177.77,171.83,165.23,175.98,175.18,168,183.15,167.26,,36,965,33,32.39,
23.06.23 16:48:09,12.03,166.83,167.68,174.65,174.82,184.45,173.92,172.06,173.12,165.3,172.78,166.71,170.31,164.06,164.79,178.34,170.09,178.48,171.59,165.92,177.68,175.41,168,182.21,168.38,,36,965,33,32.4,
23.06.23 16:48:24,12.28,166.37,169.97,175.34,174.59,183.25,172.99,173.45,173.8,166.24,172.55,166.03,170.99,164.75,166.41,177.86,168.73,178.95,173.71,165.92,176.47,175.64,168.23,182.45,167.71,,36,965,33,32.43,
23.06.23 16:48:39,12.53,167.29,167.91,174.65,174.12,184.45,173.45,173.92,173.8,167.41,173.73,166.03,170.08,163.37,166.64,176.21,168.95,181.56,172.77,167.08,177.2,177.27,169.16,183.63,166.81,,36,965,33,32.46,
23.06.23 16:48:54,12.78,165.45,165.39,175.34,174.82,183.25,173.45,172.99,176.3,166,172.55,166.03,169.85,163.15,166.41,175.97,168.95,181.32,172.53,167.54,177.2,175.41,165,184.1,169.5,,36,965,33,32.47,
23.06.23 16:49:09,13.03,165.68,164.48,175.8,174.36,182.77,173.22,173.22,176.99,164.6,172.31,165.12,167.81,162.69,166.64,176.21,167.59,180.85,171.83,163.62,175.98,176.34,166.61,183.86,167.48,,36,965,33,32.5,
23.06.23 16:49:24,13.28,165.68,166.07,176.03,173.89,183.97,173.45,172.99,176.76,165.54,172.78,166.26,170.08,162.92,168.5,176.68,167.82,181.09,171.83,165.92,175.26,176.11,166.38,184.1,167.93,,36,965,33,32.51,
23.06.23 16:49:39,13.53,166.14,166.99,174.65,175.52,184.21,173.92,172.06,176.08,163.91,172.78,166.03,168.94,164.75,169.43,175.73,165.78,179.66,171.36,168.93,176.47,177.03,166.61,183.86,168.6,,36,965,33,32.54,
23.06.23 16:49:54,13.78,165.68,162.66,176.03,173.89,184.93,173.22,172.53,175.85,163.67,173.02,166.03,166,167.74,167.57,176.68,167.14,180.14,170.89,169.17,178.17,177.73,168,183.39,166.81,,36,965,33,32.57,
23.06.23 16:50:09,14.03,166.14,164.02,175.57,174.36,183.97,173.92,174.62,172.89,164.6,174.44,164.67,166,167.28,165.48,175.97,166.91,180.38,170.65,169.86,176.71,178.43,168.23,184.81,166.81,,36,965,33,32.58,
23.06.23 16:50:24,14.28,166.6,162.89,176.03,174.82,184.21,172.99,173.92,172.21,164.37,173.49,166.26,167.81,169.36,164.79,176.21,167.59,179.9,171.12,166.39,175.98,179.13,168.92,185.75,167.93,,36,965,33,32.61,
23.06.23 16:50:39,14.53,165.91,165.16,176.49,174.36,184.69,174.38,174.38,170.63,165.3,171.37,163.54,164.64,168.43,163.17,176.68,165.33,178.72,170.42,164.54,176.23,181.47,167.3,184.57,168.16,,36,965,33,32.63,
23.06.23 16:50:54,14.78,166.14,164.02,176.26,174.12,184.93,173.92,175.32,171.76,167.17,172.31,163.09,166.45,167.28,163.63,176.92,163.75,178.25,169.01,163.39,175.01,180.3,166.61,184.57,168.83,,36,965,33,32.64,
23.06.23 16:51:09,15.03,166.83,162.44,176.72,173.43,185.65,173.92,175.08,171.76,166.7,172.07,161.06,166.9,167.05,164.79,176.44,164.42,179.43,169.24,163.62,174.05,177.03,167.07,185.52,169.5,,36,965,33,32.68,
23.06.23 16:51:24,15.28,166.6,163.34,175.8,175.05,185.17,172.53,175.55,171.53,163.91,171.13,160.84,166.45,166.13,165.02,176.68,164.2,178.48,168.78,162.47,174.29,176.34,166.15,184.81,171.53,,36,965,33,32.72,
23.06.23 16:51:39,15.53,167.76,163.12,176.72,174.36,184.93,174.15,176.48,171.76,162.98,171.37,160.84,166.22,165.21,164.79,177.86,163.52,177.3,168.54,164.77,174.77,177.96,166.38,185.04,170.4,,36,965,33,32.72,
23.06.23 16:51:54,15.78,166.37,164.25,176.49,175.29,185.89,174.38,176.48,171.76,162.98,174.44,161.96,166,163.37,163.86,178.1,163.52,176.13,169.01,163.39,175.5,178.9,166.15,186.7,169.95,,36,965,33,32.72,
23.06.23 16:52:09,16.03,166.14,163.8,176.72,172.5,186.13,174.38,176.25,171.76,163.67,173.02,161.51,166.45,161.78,165.25,176.68,161.95,175.66,168.07,162.02,173.8,177.27,165.46,186.23,170.86,,36,965,33,32.75,
23.06.23 16:52:24,16.28,166.14,164.25,176.49,174.36,186.13,175.08,177.65,171.99,162.28,171.84,161.06,166.9,162.46,165.25,178.1,160.61,177.54,167.84,163.62,175.26,176.34,166.38,186.46,173.35,,36,965,33,32.76,
23.06.23 16:52:39,16.53,165.68,166.3,177.18,175.29,186.85,174.15,178.59,172.66,162.51,171.37,159.94,168.72,162.69,166.17,178.81,159.72,176.6,168.31,162.24,175.26,177.96,165.23,185.99,171.31,,36,965,33,32.79,
23.06.23 16:52:54,16.78,165.22,164.71,176.72,175.75,186.85,175.08,179.06,173.35,162.98,170.19,160.62,165.55,161.78,166.87,177.39,159.94,177.07,166.67,159.05,175.01,177.73,165.23,187.65,173.35,,36,965,33,32.82,
23.06.23 16:53:09,17.03,166.14,165.16,177.42,175.75,186.37,175.08,178.59,172.21,162.28,171.13,158.83,166.45,164.52,164.33,176.68,159.94,177.54,167.84,159.73,173.8,177.96,168.23,187.41,171.76,,36,965,33,32.83,
23.06.23 16:53:24,17.28,166.14,165.62,176.95,175.52,186.61,176.48,179.3,173.8,163.91,170.43,159.5,167.36,163.15,164.33,180.24,158.6,178.01,167.84,161.79,175.26,179.6,166.61,187.18,172.44,,36,965,33,32.86,
23.06.23 16:53:39,17.53,165.91,165.39,177.18,173.89,186.13,175.32,180.71,174.03,160.43,169.49,158.83,166.45,164.06,163.86,177.86,157.71,177.3,167.37,158.14,175.01,179.6,166.38,186.7,171.08,,36,965,33,32.86,
23.06.23 16:53:54,17.78,166.37,166.99,177.65,176.22,186.61,173.69,180.47,174.25,161.36,169.96,159.27,164.19,164.29,164.33,176.21,157.05,177.3,166.67,162.47,175.5,181.23,168.92,186.23,170.86,,36,965,33,32.9,
23.06.23 16:54:09,18.03,166.14,167.22,177.42,173.89,186.61,173.69,179.77,175.39,159.97,171.37,158.6,164.42,161.09,163.17,176.21,156.61,177.77,166.91,159.73,174.53,178.2,168,186.94,170.4,,36,965,33,32.9,
23.06.23 16:54:24,18.28,166.14,164.48,178.11,173.2,187.33,171.83,181.42,175.16,157.9,171.6,157.71,163.97,161.55,161.79,176.92,155.5,177.3,166.67,158.82,175.01,176.34,167.07,187.18,172.44,,36,965,33,32.93,
23.06.23 16:54:39,18.53,165.91,164.71,177.88,174.36,187.57,172.29,182.6,176.08,157.9,168.78,157.04,163.3,159.05,160.42,174.79,155.72,176.36,166.21,158.37,175.74,181.47,168,188.13,173.57,,36,965,33,32.94,
23.06.23 16:54:54,18.78,165.91,163.34,177.88,174.36,187.81,170.91,181.42,174.94,156.98,168.55,156.82,164.19,158.6,162.02,175.5,155.5,177.54,165.51,156.78,176.47,178.66,166.61,188.37,172.89,,36,965,33,32.97,
23.06.23 16:55:09,19.03,165.91,162.66,177.18,172.73,188.29,167.68,180.47,175.62,158.13,169.49,156.82,164.19,159.05,162.71,176.21,156.83,176.6,165.28,156.55,175.98,177.03,163.62,188.84,171.76,,36,965,33,32.97,
23.06.23 16:55:24,19.28,166.14,164.02,178.81,173.2,187.33,168.83,179.53,176.99,157.67,169.49,157.04,167.13,160.87,161.56,176.92,157.71,175.89,164.81,155.87,175.74,177.5,162.01,188.84,171.99,,36,965,33,33,
23.06.23 16:55:39,19.53,166.6,164.48,177.65,172.27,188.05,167.91,180.24,176.99,158.13,167.62,155.26,166.45,160.87,159.51,175.73,157.05,176.6,164.81,154.52,175.01,176.34,161.78,187.41,173.35,,36,965,33,33.01,
23.06.23 16:55:54,19.78,166.14,163.8,177.65,173.2,187.81,170.21,180,177.45,157.67,168.55,154.16,170.54,158.6,158.36,177.39,156.38,175.19,165.05,154.97,174.05,176.11,161.33,188.37,172.89,,36,965,33,33.05,
23.06.23 16:56:09,20.03,165.68,160.4,178.11,173.66,188.53,170.21,180.47,176.99,156.75,167.62,156.6,166.68,159.96,159.73,176.92,156.83,176.6,164.35,154.75,174.77,174.03,160.41,188.84,172.89,,36,965,33,33.07,
23.06.23 16:56:24,20.28,166.83,161.76,177.88,173.43,189.26,168.37,182.13,177.91,157.67,167.85,158.6,166.22,159.28,159.73,178.1,156.16,177.07,164.12,154.29,175.26,177.27,160.64,189.8,170.4,,36,965,33,33.07,
23.06.23 16:56:39,20.53,166.14,161.08,178.57,173.89,187.33,170.44,178.83,177.22,157.67,166.22,158.6,166.45,159.96,159.96,178.57,155.28,177.07,163.42,152.72,174.29,176.34,159.96,188.61,170.18,,36,965,33,33.1,
23.06.23 16:56:54,20.78,166.6,161.76,178.57,174.36,187.81,168.37,178.83,178.14,157.67,166.91,158.16,169.4,159.5,158.14,179.05,155.06,178.01,162.96,153.17,173.56,173.34,160.64,189.8,169.05,,36,965,33,33.11,
23.06.23 16:57:09,21.03,166.6,161.53,178.57,173.2,189.02,168.14,179.3,176.99,157.44,166.68,159.05,167.81,161.55,157.45,177.86,157.71,176.83,162.96,152.95,174.53,174.26,160.64,190.76,168.16,,36,965,33,33.13,
