"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0012010","membrane component",336,29,19.76,"0.0035","0.415"
"LION:0000084","ceramide phosphocholines (sphingomyelins) [SP0301]",14,4,0.82,"0.0068","0.415"
"LION:0012086","endosome/lysosome",16,4,0.94,"0.0113","0.460"
"LION:0001738","high transition temperature",4,2,0.24,"0.0188","0.461"
"LION:0000095","headgroup with positive charge / zwitter-ion",167,16,9.82,"0.0211","0.461"
"LION:0000030","diacylglycerophosphocholines [GP0101]",30,5,1.76,"0.0264","0.461"
"LION:0080969","low bilayer thickness",5,2,0.29,"0.0302","0.461"
"LION:0080971","high bilayer thickness",5,2,0.29,"0.0302","0.461"
"LION:0080974","above average bilayer thickness",6,2,0.35,"0.0436","0.532"
"LION:0080977","low lateral diffusion",6,2,0.35,"0.0436","0.532"
"LION:0000603","diradylglycerols [GL02]",142,13,8.35,"0.0557","0.618"
"LION:0000607","diacylglycerols [GL0201]",118,11,6.94,"0.0705","0.717"
"LION:0000465","neutral intrinsic curvature",107,10,6.29,"0.0830","0.779"
"LION:0080973","below average bilayer thickness",9,2,0.53,"0.0936","0.816"
"LION:0000010","glycerophosphocholines [GP01]",128,11,7.53,"0.1134","0.922"
"LION:0000464","negative intrinsic curvature",288,21,16.94,"0.1300","0.962"
"LION:0012009","lipid-mediated signalling",289,21,17,"0.1341","0.962"
"LION:0002956","fatty acid with 17 carbons",12,2,0.71,"0.1535","0.967"
"LION:0012082","plasma membrane",136,11,8,"0.1571","0.967"
"LION:0000259","C14:0",3,1,0.18,"0.1665","0.967"
"LION:0001736","low transition temperature",3,1,0.18,"0.1665","0.967"
"LION:0000100","fatty acid with 18 carbons or less",68,6,4,"0.2019","1.000"
"LION:0080979","high lateral diffusion",4,1,0.24,"0.2157","1.000"
"LION:0000004","sphingolipids [SP]",146,11,8.59,"0.2226","1.000"
"LION:0002968","saturated fatty acid",59,5,3.47,"0.2612","1.000"
"LION:0002938","C24:0",5,1,0.29,"0.2621","1.000"
"LION:0002982","C26:2",5,1,0.29,"0.2621","1.000"
"LION:0022229","C15:0",5,1,0.29,"0.2621","1.000"
"LION:0012080","endoplasmic reticulum (ER)",281,19,16.53,"0.2627","1.000"
"LION:0000003","glycerophospholipids [GP]",170,12,10,"0.2827","1.000"
"LION:0022231","C17:0",6,1,0.35,"0.3058","1.000"
"LION:0022234","C17:1",6,1,0.35,"0.3058","1.000"
"LION:0002947","fatty acid with 13-15 carbons",19,2,1.12,"0.3089","1.000"
"LION:0001741","below average transition temperature",7,1,0.41,"0.3469","1.000"
"LION:0002923","C18:2",7,1,0.41,"0.3469","1.000"
"LION:0080982","above average lateral diffusion",7,1,0.41,"0.3469","1.000"
"LION:0002948","fatty acid with 16-18 carbons",53,4,3.12,"0.3803","1.000"
"LION:0001737","average transition temperature",8,1,0.47,"0.3857","1.000"
"LION:0002953","fatty acid with 14 carbons",8,1,0.47,"0.3857","1.000"
"LION:0080978","average lateral diffusion",8,1,0.47,"0.3857","1.000"
"LION:0002966","fatty acid with less than 2 double bonds",87,6,5.12,"0.4057","1.000"
"LION:0000608","1-alkyl,2-acylglycerols [GL0202]",24,2,1.41,"0.4185","1.000"
"LION:0000467","contains ether-bond",90,6,5.29,"0.4396","1.000"
"LION:0000031","1-alkyl,2-acylglycerophosphocholines [GP0102]",75,5,4.41,"0.4570","1.000"
"LION:0002954","fatty acid with 15 carbons",11,1,0.65,"0.4890","1.000"
"LION:0000039","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]",13,1,0.76,"0.5482","1.000"
"LION:0002965","fatty acid with 26 carbons",14,1,0.82,"0.5753","1.000"
"LION:0012441","N-acylsphingosines (ceramides) [SP0201]",120,7,7.06,"0.5769","1.000"
"LION:0002970","fatty acid with 2 double bonds",35,2,2.06,"0.6244","1.000"
"LION:0002882","C16:0",20,1,1.18,"0.7072","1.000"
"LION:0002951","fatty acid with more than 24 carbons",20,1,1.18,"0.7072","1.000"
"LION:0000034","monoacylglycerophosphocholines [GP0105]",23,1,1.35,"0.7572","1.000"
"LION:0000599","lysoglycerophospholipids",23,1,1.35,"0.7572","1.000"
"LION:0002955","fatty acid with 16 carbons",23,1,1.35,"0.7572","1.000"
"LION:0002963","fatty acid with 24 carbons",23,1,1.35,"0.7572","1.000"
"LION:0000011","glycerophosphoethanolamines [GP02]",25,1,1.47,"0.7858","1.000"
"LION:0000002","glycerolipids [GL]",324,17,19.06,"0.7860","1.000"
"LION:0000001","fatty acids [FA]",26,1,1.53,"0.7988","1.000"
"LION:0001742","fatty acids and conjugates [FA01]",26,1,1.53,"0.7988","1.000"
"LION:0000094","headgroup with neutral charge",332,17,19.53,"0.8259","1.000"
"LION:0012081","mitochondrion",30,1,1.76,"0.8436","1.000"
"LION:0002957","fatty acid with 18 carbons",32,1,1.88,"0.8622","1.000"
"LION:0000466","positive intrinsic curvature",34,1,2,"0.8786","1.000"
"LION:0002969","monounsaturated fatty acid",40,1,2.35,"0.9172","1.000"
"LION:0000622","triacylglycerols [GL0301]",115,4,6.76,"0.9284","1.000"
"LION:0000093","headgroup with negative charge",43,1,2.53,"0.9317","1.000"
"LION:0002950","fatty acid with 22-24 carbons",51,1,3,"0.9593","1.000"
"LION:0002967","polyunsaturated fatty acid",88,2,5.18,"0.9751","1.000"
"LION:0002945","fatty acid with more than 18 carbons",102,2,6,"0.9891","1.000"
"LION:0000604","triradylglycerols [GL03]",179,4,10.53,"0.9975","1.000"
"LION:0012011","lipid storage",180,4,10.59,"0.9976","1.000"
"LION:0012084","lipid droplet",180,4,10.59,"0.9976","1.000"
