GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0000082,0,1,19,19,G1/S transition of mitotic cell cycle,BP,0
GO:0000122,0,1,10,10,negative regulation of transcription by RNA polymerase II,BP,0
GO:0000226,0,1,15,15,microtubule cytoskeleton organization,BP,0
GO:0000280,0,1,20,20,nuclear division,BP,0
GO:0000723,0,1,18,18,telomere maintenance,BP,0
GO:0000724,0,1,13,13,double-strand break repair via homologous recombination,BP,0
GO:0000725,0,1,13,13,recombinational repair,BP,0
GO:0000731,0,1,10,10,DNA synthesis involved in DNA repair,BP,0
GO:0000819,0,1,13,13,sister chromatid segregation,BP,0
GO:0001654,0,1,9,9,eye development,BP,0
GO:0001775,0,1,11,11,cell activation,BP,0
GO:0001932,0,1,10,10,regulation of protein phosphorylation,BP,0
GO:0002064,0,1,8,8,epithelial cell development,BP,0
GO:0002252,0,1,7,7,immune effector process,BP,0
GO:0002263,0,1,7,7,cell activation involved in immune response,BP,0
GO:0002366,0,1,7,7,leukocyte activation involved in immune response,BP,0
GO:0002376,0,1,23,23,immune system process,BP,0
GO:0002443,0,1,7,7,leukocyte mediated immunity,BP,0
GO:0002520,0,1,11,11,immune system development,BP,0
GO:0002682,0,1,12,12,regulation of immune system process,BP,0
GO:0002684,0,1,8,8,positive regulation of immune system process,BP,0
GO:0003002,0,1,8,8,regionalization,BP,0
GO:0003006,0,1,18,18,developmental process involved in reproduction,BP,0
GO:0003008,0,1,16,16,system process,BP,0
GO:0005975,0,1,10,10,carbohydrate metabolic process,BP,0
GO:0006066,0,1,7,7,alcohol metabolic process,BP,0
GO:0006091,0,1,7,7,generation of precursor metabolites and energy,BP,0
GO:0006270,0,1,9,9,DNA replication initiation,BP,0
GO:0006271,0,1,10,10,DNA strand elongation involved in DNA replication,BP,0
GO:0006275,0,1,15,15,regulation of DNA replication,BP,0
GO:0006283,0,1,8,8,transcription-coupled nucleotide-excision repair,BP,0
GO:0006289,0,1,11,11,nucleotide-excision repair,BP,0
GO:0006296,0,1,8,8,"nucleotide-excision repair, DNA incision, 5'-to lesion",BP,0
GO:0006297,0,1,9,9,"nucleotide-excision repair, DNA gap filling",BP,0
GO:0006301,0,1,10,10,postreplication repair,BP,0
GO:0006302,0,1,19,19,double-strand break repair,BP,0
GO:0006310,0,1,20,20,DNA recombination,BP,0
GO:0006325,0,1,22,22,chromatin organization,BP,0
GO:0006334,0,1,9,9,nucleosome assembly,BP,0
GO:0006351,0,1,7,7,DNA-templated transcription,BP,0
GO:0006357,0,1,21,21,regulation of transcription by RNA polymerase II,BP,0
GO:0006396,0,1,9,9,RNA processing,BP,0
GO:0006401,0,1,11,11,RNA catabolic process,BP,0
GO:0006417,0,1,7,7,regulation of translation,BP,0
GO:0006468,0,1,8,8,protein phosphorylation,BP,0
GO:0006508,0,1,18,18,proteolysis,BP,0
GO:0006518,0,1,10,10,peptide metabolic process,BP,0
GO:0006520,0,1,11,11,cellular amino acid metabolic process,BP,0
GO:0006629,0,1,21,21,lipid metabolic process,BP,0
GO:0006631,0,1,8,8,fatty acid metabolic process,BP,0
GO:0006753,0,1,19,19,nucleoside phosphate metabolic process,BP,0
