GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0006807,0,1,7,7,nitrogen compound metabolic process,BP,0
GO:0007275,0,1,6,6,multicellular organism development,BP,0
GO:0007568,0,1,4,4,aging,BP,0
GO:0008150,0,1,8,8,biological_process,BP,0
GO:0008152,0,1,7,7,metabolic process,BP,0
GO:0009058,0,1,6,6,biosynthetic process,BP,0
GO:0009987,0,1,8,8,cellular process,BP,0
GO:0010033,0,1,4,4,response to organic substance,BP,0
GO:0010243,0,1,4,4,response to organonitrogen compound,BP,0
GO:0014070,0,1,4,4,response to organic cyclic compound,BP,0
GO:0016043,0,1,5,5,cellular component organization,BP,0
GO:0022607,0,1,4,4,cellular component assembly,BP,0
GO:0032501,0,1,6,6,multicellular organismal process,BP,0
GO:0032502,0,1,6,6,developmental process,BP,0
GO:0042221,0,1,4,4,response to chemical,BP,0
GO:0043933,0,1,4,4,protein-containing complex organization,BP,0
GO:0044085,0,1,4,4,cellular component biogenesis,BP,0
GO:0044237,0,1,7,7,cellular metabolic process,BP,0
GO:0044238,0,1,6,6,primary metabolic process,BP,0
GO:0044249,0,1,6,6,cellular biosynthetic process,BP,0
GO:0048856,0,1,6,6,anatomical structure development,BP,0
GO:0050789,0,1,5,5,regulation of biological process,BP,0
GO:0050896,0,1,7,7,response to stimulus,BP,0
GO:0051716,0,1,6,6,cellular response to stimulus,BP,0
GO:0065003,0,1,4,4,protein-containing complex assembly,BP,0
GO:0065007,0,1,5,5,biological regulation,BP,0
GO:0071704,0,1,7,7,organic substance metabolic process,BP,0
GO:0071840,0,1,5,5,cellular component organization or biogenesis,BP,0
GO:1901564,0,1,4,4,organonitrogen compound metabolic process,BP,0
GO:1901576,0,1,6,6,organic substance biosynthetic process,BP,0
GO:1901698,0,1,4,4,response to nitrogen compound,BP,0
GO:1901700,0,1,4,4,response to oxygen-containing compound,BP,0
GO:0048519,2.1236759566302966e-14,1,4,4,negative regulation of biological process,BP,1.927856485304646e-13
GO:0065008,2.1236759566302966e-14,1,4,4,regulation of biological quality,BP,1.927856485304646e-13
GO:0006725,7.138416977682167e-14,1,4,4,cellular aromatic compound metabolic process,BP,6.316143629620044e-13
GO:1901360,7.138416977682167e-14,1,4,4,organic cyclic compound metabolic process,BP,6.316143629620044e-13
GO:0009314,8.72419521747274e-11,1,3,3,response to radiation,BP,7.436844459772494e-10
GO:0009416,8.72419521747274e-11,1,3,3,response to light stimulus,BP,7.436844459772494e-10
GO:0009628,8.72419521747274e-11,1,3,3,response to abiotic stimulus,BP,7.436844459772494e-10
GO:0006082,1.1681038713160002e-10,1,3,3,organic acid metabolic process,BP,8.084204020295882e-10
GO:0006520,1.1681038713160002e-10,1,3,3,cellular amino acid metabolic process,BP,8.084204020295882e-10
GO:0019752,1.1681038713160002e-10,1,3,3,carboxylic acid metabolic process,BP,8.084204020295882e-10
GO:0043436,1.1681038713160002e-10,1,3,3,oxoacid metabolic process,BP,8.084204020295882e-10
GO:0044281,1.1681038713160002e-10,1,3,3,small molecule metabolic process,BP,8.084204020295882e-10
GO:0051259,1.1681038713160002e-10,1,3,3,protein complex oligomerization,BP,8.084204020295882e-10
GO:0051260,1.1681038713160002e-10,1,3,3,protein homooligomerization,BP,8.084204020295882e-10
GO:0051262,1.1681038713160002e-10,1,3,3,protein tetramerization,BP,8.084204020295882e-10
GO:0051289,1.1681038713160002e-10,1,3,3,protein homotetramerization,BP,8.084204020295882e-10
