GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0006260,1.2222048804831423e-32,1,45,184,DNA replication,BP,2.472031591265204e-28
GO:0006261,4.87098736269555e-31,1,38,129,DNA-templated DNA replication,BP,4.92602951989401e-27
GO:0006259,2.2959877791096705e-25,1,65,603,DNA metabolic process,BP,1.5479549606757399e-21
GO:0044786,4.086545676945844e-21,1,21,51,cell cycle DNA replication,BP,2.0663618215476662e-17
GO:0033260,2.756560474750466e-16,1,15,33,nuclear DNA replication,BP,9.292365360383822e-13
GO:0022402,3.4576084213117282e-15,1,63,887,cell cycle process,BP,9.182146281980853e-12
GO:0007049,3.631818958560607e-15,1,66,961,cell cycle,BP,9.182146281980853e-12
GO:0044770,2.884052311264711e-14,1,29,216,cell cycle phase transition,BP,5.833284204764004e-11
GO:0071897,3.4321924846863967e-14,1,21,104,DNA biosynthetic process,BP,6.31086592684246e-11
GO:0006974,6.9250860265509e-14,1,47,572,DNA damage response,BP,1.1226733998916954e-10
GO:0051276,7.215838128444596e-14,1,56,774,chromosome organization,BP,1.1226733998916954e-10
GO:0032201,2.757612967590229e-13,1,11,20,telomere maintenance via semi-conservative replication,BP,3.7183653254986647e-10
GO:0006281,1.2716563924611959e-12,1,36,380,DNA repair,BP,1.5129718937600086e-9
GO:0000723,2.3457685762881884e-12,1,18,85,telomere maintenance,BP,2.635861956889161e-9
GO:0032200,2.945913517397194e-12,1,18,86,telomere organization,BP,3.1360024633092445e-9
GO:0000082,3.2466139425894766e-12,1,19,106,G1/S transition of mitotic cell cycle,BP,3.2833006801407375e-9
GO:0044843,3.905319462623378e-12,1,19,107,cell cycle G1/S phase transition,BP,3.761380545286688e-9
GO:0044772,7.575401821182875e-12,1,25,199,mitotic cell cycle phase transition,BP,6.9645489652384015e-9
GO:0022616,1.1895142007230577e-11,1,11,27,DNA strand elongation,BP,1.0460484445141117e-8
GO:0071103,6.330969120406571e-11,1,24,199,DNA conformation change,BP,5.335424226222638e-8
GO:0006271,7.157825821374421e-11,1,10,24,DNA strand elongation involved in DNA replication,BP,5.790967402524761e-8
GO:0030174,2.733879886387208e-10,1,6,6,regulation of DNA-templated DNA replication initiation,BP,1.9748376636452743e-7
GO:0051052,4.846437609532558e-10,1,29,309,regulation of DNA metabolic process,BP,3.3801395548415693e-7
GO:0006297,5.881594083889833e-10,0.9999999999834116,9,21,"nucleotide-excision repair, DNA gap filling",BP,3.9653707313585254e-7
GO:0006139,2.2478716776452815e-9,1,96,2307,nucleobase-containing compound metabolic process,BP,1.3748483801074913e-6
GO:1901360,2.383069942757887e-9,1,106,2651,organic cyclic compound metabolic process,BP,1.3748483801074913e-6
GO:0009058,2.4244804574408606e-9,1,94,2269,biosynthetic process,BP,1.3748483801074913e-6
GO:0044249,2.447075135166107e-9,1,92,2203,cellular biosynthetic process,BP,1.3748483801074913e-6
GO:0034641,3.6247953769014652e-9,1,109,2789,cellular nitrogen compound metabolic process,BP,1.9293450340318167e-6
GO:0090329,5.042813676145553e-9,0.9999999996126434,12,52,regulation of DNA-templated DNA replication,BP,2.615280754197948e-6
GO:1901576,5.6504989081470304e-9,1,92,2239,organic substance biosynthetic process,BP,2.857174772904546e-6
GO:0006270,7.1886801659126725e-9,0.9999999996943022,9,27,DNA replication initiation,BP,3.5462986594085296e-6
GO:0006725,9.813827864128887e-9,1,100,2511,cellular aromatic compound metabolic process,BP,4.726059104282639e-6
GO:0006275,1.1972469820374182e-8,0.9999999985456058,15,94,regulation of DNA replication,BP,5.3812261019308485e-6
