GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0008150,3.915496519189405e-10,1,3,3,biological_process,BP,1.3997900056102122e-8
GO:0009987,3.915496519189405e-10,1,3,3,cellular process,BP,1.3997900056102122e-8
GO:0050789,3.915496519189405e-10,1,3,3,regulation of biological process,BP,1.3997900056102122e-8
GO:0065007,3.915496519189405e-10,1,3,3,biological regulation,BP,1.3997900056102122e-8
GO:0006807,3.987247705466138e-7,1,2,2,nitrogen compound metabolic process,BP,6.7404720347132e-6
GO:0008152,3.987247705466138e-7,1,2,2,metabolic process,BP,6.7404720347132e-6
GO:0043170,3.987247705466138e-7,1,2,2,macromolecule metabolic process,BP,6.7404720347132e-6
GO:0044237,3.987247705466138e-7,1,2,2,cellular metabolic process,BP,6.7404720347132e-6
GO:0044238,3.987247705466138e-7,1,2,2,primary metabolic process,BP,6.7404720347132e-6
GO:0044260,3.987247705466138e-7,1,2,2,cellular macromolecule metabolic process,BP,6.7404720347132e-6
GO:0048518,3.987247705466138e-7,1,2,2,positive regulation of biological process,BP,6.7404720347132e-6
GO:0071704,3.987247705466138e-7,1,2,2,organic substance metabolic process,BP,6.7404720347132e-6
GO:0050794,5.706259177654674e-7,1,2,2,regulation of cellular process,BP,6.7404720347132e-6
GO:0006950,8.013148572735972e-7,1,2,2,response to stress,BP,6.7404720347132e-6
GO:0050896,8.013148572735972e-7,1,2,2,response to stimulus,BP,6.7404720347132e-6
GO:0001708,5.102038383377327e-4,1,1,1,cell fate specification,BP,8.290812372988155e-4
GO:0002052,5.102038383377327e-4,1,1,1,positive regulation of neuroblast proliferation,BP,8.290812372988155e-4
GO:0003002,5.102038383377327e-4,1,1,1,regionalization,BP,8.290812372988155e-4
GO:0006139,5.102038383377327e-4,1,1,1,nucleobase-containing compound metabolic process,BP,8.290812372988155e-4
GO:0006351,5.102038383377327e-4,1,1,1,DNA-templated transcription,BP,8.290812372988155e-4
GO:0006355,5.102038383377327e-4,1,1,1,regulation of DNA-templated transcription,BP,8.290812372988155e-4
GO:0006357,5.102038383377327e-4,1,1,1,regulation of transcription by RNA polymerase II,BP,8.290812372988155e-4
GO:0006366,5.102038383377327e-4,1,1,1,transcription by RNA polymerase II,BP,8.290812372988155e-4
GO:0006725,5.102038383377327e-4,1,1,1,cellular aromatic compound metabolic process,BP,8.290812372988155e-4
GO:0007275,5.102038383377327e-4,1,1,1,multicellular organism development,BP,8.290812372988155e-4
GO:0007389,5.102038383377327e-4,1,1,1,pattern specification process,BP,8.290812372988155e-4
GO:0007399,5.102038383377327e-4,1,1,1,nervous system development,BP,8.290812372988155e-4
GO:0007417,5.102038383377327e-4,1,1,1,central nervous system development,BP,8.290812372988155e-4
GO:0007420,5.102038383377327e-4,1,1,1,brain development,BP,8.290812372988155e-4
GO:0007517,5.102038383377327e-4,1,1,1,muscle organ development,BP,8.290812372988155e-4
GO:0007519,5.102038383377327e-4,1,1,1,skeletal muscle tissue development,BP,8.290812372988155e-4
GO:0008284,5.102038383377327e-4,1,1,1,positive regulation of cell population proliferation,BP,8.290812372988155e-4
GO:0009058,5.102038383377327e-4,1,1,1,biosynthetic process,BP,8.290812372988155e-4
GO:0009059,5.102038383377327e-4,1,1,1,macromolecule biosynthetic process,BP,8.290812372988155e-4
GO:0009888,5.102038383377327e-4,1,1,1,tissue development,BP,8.290812372988155e-4
GO:0009889,5.102038383377327e-4,1,1,1,regulation of biosynthetic process,BP,8.290812372988155e-4
GO:0009891,5.102038383377327e-4,1,1,1,positive regulation of biosynthetic process,BP,8.290812372988155e-4
GO:0009893,5.102038383377327e-4,1,1,1,positive regulation of metabolic process,BP,8.290812372988155e-4
GO:0010467,5.102038383377327e-4,1,1,1,gene expression,BP,8.290812372988155e-4
GO:0010468,5.102038383377327e-4,1,1,1,regulation of gene expression,BP,8.290812372988155e-4
GO:0010556,5.102038383377327e-4,1,1,1,regulation of macromolecule biosynthetic process,BP,8.290812372988155e-4
GO:0010557,5.102038383377327e-4,1,1,1,positive regulation of macromolecule biosynthetic process,BP,8.290812372988155e-4
GO:0010604,5.102038383377327e-4,1,1,1,positive regulation of macromolecule metabolic process,BP,8.290812372988155e-4
GO:0010628,5.102038383377327e-4,1,1,1,positive regulation of gene expression,BP,8.290812372988155e-4
GO:0010720,5.102038383377327e-4,1,1,1,positive regulation of cell development,BP,8.290812372988155e-4
GO:0014706,5.102038383377327e-4,1,1,1,striated muscle tissue development,BP,8.290812372988155e-4
GO:0016070,5.102038383377327e-4,1,1,1,RNA metabolic process,BP,8.290812372988155e-4
GO:0018130,5.102038383377327e-4,1,1,1,heterocycle biosynthetic process,BP,8.290812372988155e-4
GO:0019219,5.102038383377327e-4,1,1,1,regulation of nucleobase-containing compound metabolic process,BP,8.290812372988155e-4
GO:0019222,5.102038383377327e-4,1,1,1,regulation of metabolic process,BP,8.290812372988155e-4
GO:0019438,5.102038383377327e-4,1,1,1,aromatic compound biosynthetic process,BP,8.290812372988155e-4
GO:0021536,5.102038383377327e-4,1,1,1,diencephalon development,BP,8.290812372988155e-4
GO:0021537,5.102038383377327e-4,1,1,1,telencephalon development,BP,8.290812372988155e-4
GO:0021543,5.102038383377327e-4,1,1,1,pallium development,BP,8.290812372988155e-4
GO:0021796,5.102038383377327e-4,1,1,1,cerebral cortex regionalization,BP,8.290812372988155e-4
GO:0021871,5.102038383377327e-4,1,1,1,forebrain regionalization,BP,8.290812372988155e-4
GO:0021978,5.102038383377327e-4,1,1,1,telencephalon regionalization,BP,8.290812372988155e-4
GO:0021983,5.102038383377327e-4,1,1,1,pituitary gland development,BP,8.290812372988155e-4
GO:0021984,5.102038383377327e-4,1,1,1,adenohypophysis development,BP,8.290812372988155e-4
